Column1,Column2,Column3,Column4,Column5,Column6,Column7
75,UAL11,ATHARVA ANKOLEKAR,INDIA,-,UNCAPPED,0.30
75,UAL11,VAISAKH CHANDRAN,INDIA,-,UNCAPPED,0.30
75,UAL11,AUQIB DAR,INDIA,-,UNCAPPED,0.30
75,UAL11,ROHIT RAYUDU,INDIA,-,UNCAPPED,0.30
75,UAL11,UDAY SAHARAN,INDIA,-,UNCAPPED,0.30
75,UAL11,AYUSH VARTAK,INDIA,-,UNCAPPED,0.30
76,UAL12,BABA APARAJITH,INDIA,-,UNCAPPED,0.30
76,UAL12,SUMIT KUMAR BENIWAL,INDIA,-,UNCAPPED,0.30
76,UAL12,NISHUNK BIRLA,INDIA,-,UNCAPPED,0.30
76,UAL12,DIGVIJAY DESHMUKH,INDIA,-,UNCAPPED,0.30
76,UAL12,LAKSHAY JAIN,INDIA,-,UNCAPPED,0.30
76,UAL12,DUAN JANSEN,SOUTH AFRICA,-,UNCAPPED,0.30
76,UAL12,KRITAGYA SINGH,INDIA,-,UNCAPPED,0.30
76,UAL12,P VIGNESH,INDIA,-,UNCAPPED,0.30
77,UAL13,SABHAY CHADHA,INDIA,-,UNCAPPED,0.30
77,UAL13,BEN HOWELL,ENGLAND,-,UNCAPPED,0.50
77,UAL13,HEMANTH KUMAR,INDIA,-,UNCAPPED,0.30
77,UAL13,ROHAN RANA,INDIA,-,UNCAPPED,0.30
77,UAL13,BHARAT SHARMA,INDIA,-,UNCAPPED,0.30
77,UAL13,PRATHAM SINGH,INDIA,-,UNCAPPED,0.30
77,UAL13,TRIPURANA VIJAY,INDIA,-,UNCAPPED,0.30
77,UAL13,RAVI YADAV,INDIA,-,UNCAPPED,0.30
78,UAL14,ARJUN AZAD,INDIA,-,UNCAPPED,0.30
78,UAL14,ABHAY CHOUDHARY,INDIA,-,UNCAPPED,0.30
78,UAL14,GAURAV GAMBHIR,INDIA,-,UNCAPPED,0.30
78,UAL14,SHUBHAM GARHWAL,INDIA,-,UNCAPPED,0.30
78,UAL14,TEJASVI JAISWAL,INDIA,-,UNCAPPED,0.30
78,UAL14,SAIRAJ PATIL,INDIA,-,UNCAPPED,0.30
78,UAL14,MADHAV TIWARI,INDIA,-,UNCAPPED,0.30
78,UAL14,KAMAL TRIPATHI,INDIA,-,UNCAPPED,0.30
79,UAL15,PRASHANT CHAUHAN,INDIA,-,UNCAPPED,0.30
79,UAL15,YASH DABAS,INDIA,-,UNCAPPED,0.30
79,UAL15,DHRUV KAUSHIK,INDIA,-,UNCAPPED,0.30
79,UAL15,KHRIEVITSO KENSE,INDIA,-,UNCAPPED,0.30
79,UAL15,AKASH PARKAR,INDIA,-,UNCAPPED,0.30
79,UAL15,VIGNESH PUTHUR,INDIA,-,UNCAPPED,0.30
79,UAL15,TRIPURESH SINGH,INDIA,-,UNCAPPED,0.30
79,UAL15,VIJAY YADAV,INDIA,-,UNCAPPED,0.30
