Player_Name_batting,matches_played_batting,runs_scored,balls_faced,strike_rate_batting,average,Player_Name_batting_2,Batting_Hand,Country_batting,bowler,matches_played_bowling,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate_bowling,Player_Name_bowling,Bowling_Skill,Country_bowling
Parvez Rasool,4.0,17.0,20.0,85.0,0.85,Parvez Rasool,Right_Hand,India,Parvez Rasool,11.0,273.0,33.333333333333336,4.0,8.19,50.0,Parvez Rasool,Right-arm offbreak,India
R Ashwin,89.0,800.0,698.0,114.61318051575932,1.146131805157593,R Ashwin,Right_Hand,India,R Ashwin,208.0,5435.0,779.8333333333334,198.0,6.969437914084206,23.63131313131313,R Ashwin,Right-arm offbreak,India
R Bhatia,47.0,342.0,290.0,117.9310344827586,1.179310344827586,R Bhatia,Right_Hand,India,R Bhatia,91.0,2059.0,276.8333333333333,82.0,7.437688139674895,20.25609756097561,R Bhatia,Right-arm medium-fast,India
R Dhawan,22.0,210.0,188.0,111.70212765957446,1.1170212765957446,R Dhawan,Right_Hand,India,R Dhawan,36.0,922.0,115.5,27.0,7.982683982683983,25.666666666666668,R Dhawan,Right-arm medium-fast,India
R McLaren,13.0,159.0,178.0,89.32584269662921,0.8932584269662921,R McLaren,Left_Hand,South Africa,R McLaren,18.0,558.0,62.0,14.0,9.0,26.571428571428573,R McLaren,Right-arm medium-fast,South Africa
R Ninan,1.0,3.0,6.0,50.0,0.5,R Ninan,Right_Hand,India,R Ninan,2.0,65.0,6.0,3.0,10.833333333333334,12.0,R Ninan,Right-arm offbreak,India
R Parag,58.0,1173.0,909.0,129.04290429042905,1.2904290429042904,R Parag,Right_hand,,R Parag,21.0,307.0,30.166666666666668,5.0,10.176795580110497,36.2,R Parag,Legbreak,
R Rampaul,7.0,51.0,52.0,98.07692307692308,0.9807692307692308,R Rampaul,Left_Hand,West Indies,R Rampaul,12.0,319.0,46.333333333333336,17.0,6.884892086330935,16.352941176470587,R Rampaul,Right-arm fast-medium,West Indies
R Sathish,24.0,270.0,236.0,114.40677966101696,1.1440677966101696,R Sathish,Right_Hand,India,R Sathish,14.0,233.0,24.0,6.0,9.708333333333334,24.0,R Sathish,Right-arm medium,India
R Sharma,19.0,66.0,77.0,85.71428571428571,0.8571428571428571,R Sharma,Right_Hand,India,R Sharma,44.0,1100.0,155.83333333333334,42.0,7.0588235294117645,22.261904761904763,R Sharma,Right-arm offbreak,India
R Shukla,4.0,19.0,23.0,82.6086956521739,0.8260869565217391,R Shukla,Right_Hand,India,R Shukla,7.0,217.0,21.666666666666668,7.0,10.015384615384615,18.571428571428573,R Shukla,Right-arm medium,India
R Tewatia,65.0,1013.0,788.0,128.55329949238578,1.285532994923858,R Tewatia,Left_Hand,India,R Tewatia,52.0,1117.0,144.33333333333334,36.0,7.739030023094688,24.05555555555556,R Tewatia,Legbreak,India
R Vinay Kumar,42.0,310.0,289.0,107.26643598615917,1.0726643598615917,R Vinay Kumar,Right_Hand,India,R Vinay Kumar,104.0,3041.0,364.3333333333333,127.0,8.346752058554438,17.212598425196852,R Vinay Kumar,Right-arm medium,India
RA Jadeja,180.0,2959.0,2378.0,124.4322960470984,1.244322960470984,RA Jadeja,Left_Hand,India,RA Jadeja,211.0,4917.0,649.1666666666666,169.0,7.574326059050064,23.047337278106507,RA Jadeja,Slow left-arm orthodox,India
RA Tripathi,93.0,2236.0,1650.0,135.51515151515153,1.3551515151515152,RA Tripathi,Right_hand,,RA Tripathi,1.0,12.0,1.0,0.0,12.0,,RA Tripathi,Right-arm medium,
RD Chahar,22.0,129.0,127.0,101.5748031496063,1.015748031496063,RD Chahar,Right_hand,,RD Chahar,77.0,2165.0,282.8333333333333,76.0,7.65468473777254,22.32894736842105,RD Chahar,Legbreak googly,
RE van der Merwe,15.0,159.0,144.0,110.41666666666669,1.1041666666666667,RE van der Merwe,Right_Hand,South Africa,RE van der Merwe,21.0,515.0,75.83333333333333,25.0,6.791208791208792,18.2,RE van der Merwe,Slow left-arm orthodox,South Africa
RG More,1.0,2.0,2.0,100.0,1.0,RG More,Right_Hand,India,RG More,2.0,63.0,6.166666666666667,1.0,10.216216216216216,37.0,RG More,Right-arm medium,India
RG Sharma,251.0,6630.0,5183.0,127.91819409608335,1.2791819409608336,RG Sharma,Right_Hand,India,RG Sharma,32.0,462.0,58.16666666666666,16.0,7.94269340974212,21.8125,RG Sharma,Right-arm offbreak,India
RJ Harris,21.0,117.0,112.0,104.46428571428572,1.0446428571428572,RJ Harris,Right_Hand,Australia,RJ Harris,37.0,1085.0,144.16666666666666,47.0,7.526011560693642,18.404255319148938,RJ Harris,Right-arm fast,Australia
RJ Peterson,5.0,32.0,32.0,100.0,1.0,RJ Peterson,Left_Hand,South Africa,RJ Peterson,4.0,70.0,8.0,3.0,8.75,16.0,RJ Peterson,Slow left-arm orthodox,South Africa
RN ten Doeschate,21.0,326.0,238.0,136.9747899159664,1.369747899159664,RN ten Doeschate,Right_Hand,Netherlands,RN ten Doeschate,10.0,94.0,13.833333333333334,3.0,6.795180722891566,27.666666666666668,RN ten Doeschate,Right-arm medium-fast,Netherlands
RP Singh,28.0,52.0,78.0,66.66666666666666,0.6666666666666666,RP Singh,Right_Hand,India,RP Singh,82.0,2417.0,312.3333333333333,100.0,7.738527214514408,18.74,RP Singh,Left-arm fast-medium,India
RR Bhatkal,1.0,0.0,2.0,0.0,0.0,RR Bhatkal,Right_Hand,India,RR Bhatkal,1.0,35.0,2.0,0.0,17.5,,RR Bhatkal,Right-arm medium,India
RR Powar,9.0,67.0,64.0,104.6875,1.046875,RR Powar,Right_Hand,India,RR Powar,26.0,538.0,73.83333333333333,15.0,7.286681715575622,29.53333333333333,RR Powar,Right-arm offbreak,India
RR Raje,5.0,20.0,18.0,111.11111111111111,1.1111111111111112,RR Raje,Right_Hand,India,RR Raje,10.0,214.0,24.0,7.0,8.916666666666666,20.571428571428573,RR Raje,Right-arm fast-medium,India
RS Bopara,22.0,531.0,468.0,113.46153846153844,1.1346153846153846,RS Bopara,Right_Hand,England,RS Bopara,14.0,301.0,35.5,13.0,8.47887323943662,16.384615384615383,RS Bopara,Right-arm medium,England
RS Gavaskar,1.0,2.0,8.0,25.0,0.25,RS Gavaskar,Left_Hand,India,RS Gavaskar,1.0,8.0,1.0,0.0,8.0,,RS Gavaskar,Slow left-arm orthodox,India
RV Gomez,9.0,50.0,53.0,94.33962264150944,0.9433962264150944,RV Gomez,Right_Hand,India,RV Gomez,9.0,130.0,16.166666666666668,6.0,8.041237113402062,16.166666666666668,RV Gomez,Right-arm medium,India
Rashid Khan,58.0,545.0,355.0,153.52112676056336,1.5352112676056338,Rashid Khan,Right_hand,,Rashid Khan,121.0,3340.0,483.5,157.0,6.907962771458118,18.477707006369428,Rashid Khan,Legbreak googly,
S Aravind,10.0,59.0,59.0,100.0,1.0,S Aravind,Left_Hand,India,S Aravind,38.0,1057.0,131.33333333333334,48.0,8.048223350253807,16.416666666666668,S Aravind,Left-arm medium-fast,India
S Badree,5.0,13.0,25.0,52.0,0.52,S Badree,Right_Hand,West Indies,S Badree,12.0,329.0,43.833333333333336,11.0,7.505703422053232,23.90909090909091,S Badree,Legbreak,West Indies
S Dhawan,221.0,6769.0,5483.0,123.45431333211744,1.2345431333211745,S Dhawan,Left_Hand,India,S Dhawan,6.0,72.0,8.166666666666666,4.0,8.816326530612246,12.25,S Dhawan,Right-arm offbreak,India
S Dube,61.0,1502.0,1077.0,139.46146703806872,1.3946146703806872,S Dube,Left_Hand,,S Dube,14.0,190.0,19.5,6.0,9.743589743589745,19.5,S Dube,Right-arm fast-medium,
S Gopal,22.0,180.0,173.0,104.04624277456648,1.0404624277456649,S Gopal,Right_Hand,India,S Gopal,51.0,1358.0,166.66666666666666,53.0,8.148,18.867924528301888,S Gopal,Legbreak,India
S Kaul,9.0,20.0,36.0,55.55555555555556,0.5555555555555556,S Kaul,Right_Hand,India,S Kaul,55.0,1772.0,206.33333333333331,63.0,8.588045234248789,19.65079365079365,S Kaul,Right-arm medium,India
S Kaushik,1.0,0.0,1.0,0.0,0.0,S Kaushik,Right_Hand,India,S Kaushik,10.0,304.0,35.0,6.0,8.685714285714285,35.0,S Kaushik,Slow left-arm chinaman,India
S Ladda,2.0,0.0,10.0,0.0,0.0,S Ladda,Right_Hand,India,S Ladda,9.0,225.0,23.5,5.0,9.574468085106384,28.2,S Ladda,Legbreak,India
S Lamichhane,1.0,0.0,1.0,0.0,0.0,S Lamichhane,Right_hand,,S Lamichhane,9.0,297.0,35.166666666666664,14.0,8.445497630331754,15.071428571428571,S Lamichhane,Legbreak googly,
S Nadeem,20.0,39.0,88.0,44.31818181818182,0.4431818181818182,S Nadeem,Right_Hand,India,S Nadeem,70.0,1800.0,240.66666666666663,54.0,7.4792243767313025,26.74074074074074,S Nadeem,Slow left-arm orthodox,India
S Narwal,4.0,37.0,29.0,127.58620689655172,1.2758620689655171,S Narwal,Left_Hand,India,S Narwal,6.0,203.0,18.83333333333333,6.0,10.778761061946904,18.83333333333333,S Narwal,Right-arm medium,India
S Rana,8.0,91.0,82.0,110.97560975609755,1.1097560975609757,S Rana,Right_Hand,India,S Rana,3.0,18.0,2.6666666666666665,0.0,6.75,,S Rana,Right-arm medium-fast,India
S Randiv,1.0,2.0,4.0,50.0,0.5,S Randiv,Right_Hand,Sri Lanka,S Randiv,8.0,223.0,30.0,8.0,7.433333333333334,22.5,S Randiv,Right-arm offbreak,Sri Lanka
S Sreesanth,12.0,34.0,57.0,59.64912280701754,0.5964912280701754,S Sreesanth,Right_Hand,India,S Sreesanth,44.0,1221.0,157.83333333333334,43.0,7.736008447729672,22.023255813953487,S Sreesanth,Right-arm fast-medium,India
S Sriram,2.0,31.0,38.0,81.57894736842105,0.8157894736842105,S Sriram,Left_Hand,India,S Sriram,2.0,49.0,3.0,0.0,16.333333333333332,,S Sriram,Slow left-arm orthodox,India
S Tyagi,1.0,3.0,4.0,75.0,0.75,S Tyagi,Right_Hand,India,S Tyagi,14.0,304.0,36.66666666666666,6.0,8.290909090909091,36.66666666666666,S Tyagi,Right-arm medium,India
S Vidyut,8.0,145.0,115.0,126.08695652173914,1.2608695652173914,S Vidyut,Left_Hand,India,S Vidyut,1.0,22.0,2.1666666666666665,1.0,10.153846153846157,13.0,S Vidyut,Slow left-arm orthodox,India
SA Abbott,3.0,22.0,18.0,122.22222222222224,1.2222222222222223,SA Abbott,Right_Hand,New Zealand,SA Abbott,3.0,104.0,9.833333333333334,1.0,10.576271186440678,59.0,SA Abbott,Right-arm fast-medium,New Zealand
SA Yadav,135.0,3594.0,2522.0,142.50594766058683,1.4250594766058684,SA Yadav,Right_Hand,India,SA Yadav,1.0,8.0,1.0,0.0,8.0,,SA Yadav,Right-arm offbreak,India
SB Bangar,7.0,49.0,58.0,84.48275862068965,0.8448275862068966,SB Bangar,Right_Hand,India,SB Bangar,9.0,221.0,25.5,6.0,8.666666666666666,25.5,SB Bangar,Right-arm medium-fast,India
SB Jakati,5.0,28.0,30.0,93.33333333333331,0.9333333333333332,SB Jakati,Left_Hand,India,SB Jakati,57.0,1474.0,183.5,50.0,8.032697547683924,22.02,SB Jakati,Slow left-arm orthodox,India
SB Joshi,2.0,6.0,16.0,37.5,0.375,SB Joshi,Left_Hand,India,SB Joshi,4.0,82.0,9.166666666666666,1.0,8.945454545454545,55.0,SB Joshi,Slow left-arm orthodox,India
SB Styris,10.0,131.0,134.0,97.76119402985076,0.9776119402985076,SB Styris,Right_Hand,New Zealand,SB Styris,11.0,278.0,37.0,9.0,7.513513513513513,24.666666666666668,SB Styris,Right-arm medium,New Zealand
SB Wagh,2.0,2.0,3.0,66.66666666666666,0.6666666666666666,SB Wagh,Left_Hand,India,SB Wagh,8.0,147.0,18.0,5.0,8.166666666666666,21.6,SB Wagh,Left-arm medium-fast,India
SC Ganguly,56.0,1349.0,1326.0,101.73453996983407,1.0173453996983408,SC Ganguly,Left_Hand,India,SC Ganguly,20.0,370.0,46.66666666666666,12.0,7.928571428571429,23.33333333333333,SC Ganguly,Right-arm medium,India
SD Chitnis,8.0,99.0,92.0,107.6086956521739,1.076086956521739,SD Chitnis,Right_Hand,India,SD Chitnis,2.0,62.0,6.333333333333333,2.0,9.789473684210527,19.0,SD Chitnis,Right-arm offbreak,India
SE Bond,1.0,1.0,2.0,50.0,0.5,SE Bond,Right_Hand,New Zealand,SE Bond,8.0,225.0,31.83333333333333,9.0,7.068062827225131,21.22222222222222,SE Bond,Right-arm fast,New Zealand
SJ Srivastava,4.0,5.0,5.0,100.0,1.0,SJ Srivastava,Right_Hand,India,SJ Srivastava,14.0,444.0,51.0,15.0,8.705882352941176,20.4,SJ Srivastava,Left-arm fast-medium,India
SK Raina,200.0,5536.0,4177.0,132.53531242518554,1.3253531242518557,SK Raina,Left_Hand,India,SK Raina,69.0,1139.0,155.0,30.0,7.348387096774194,31.0,SK Raina,Right-arm offbreak,India
SK Trivedi,14.0,42.0,61.0,68.85245901639344,0.6885245901639344,SK Trivedi,Right_Hand,India,SK Trivedi,75.0,1944.0,259.5,73.0,7.491329479768786,21.328767123287676,SK Trivedi,Right-arm medium,India
SK Warne,27.0,198.0,219.0,90.41095890410958,0.9041095890410958,SK Warne,Right_Hand,Australia,SK Warne,54.0,1465.0,203.83333333333331,60.0,7.187244480784955,20.383333333333333,SK Warne,Legbreak googly,Australia
SL Malinga,20.0,88.0,103.0,85.43689320388349,0.8543689320388349,SL Malinga,Right_Hand,Sri Lanka,SL Malinga,122.0,3486.0,495.6666666666667,188.0,7.032952252858103,15.819148936170214,SL Malinga,Right-arm fast,Sri Lanka
SM Harwood,2.0,9.0,14.0,64.28571428571429,0.6428571428571429,SM Harwood,Right_Hand,Australia,SM Harwood,3.0,74.0,11.166666666666666,3.0,6.626865671641792,22.33333333333333,SM Harwood,Right-arm fast-medium,Australia
SM Pollock,8.0,147.0,116.0,126.72413793103448,1.2672413793103448,SM Pollock,Right_Hand,South Africa,SM Pollock,13.0,307.0,46.66666666666666,13.0,6.578571428571429,21.53846153846154,SM Pollock,Right-arm fast-medium,South Africa
SMSM Senanayake,4.0,10.0,17.0,58.82352941176471,0.5882352941176471,SMSM Senanayake,Right_Hand,Sri Lanka,SMSM Senanayake,8.0,211.0,32.5,9.0,6.492307692307692,21.666666666666668,SMSM Senanayake,Right-arm offbreak,Sri Lanka
SN Khan,36.0,585.0,456.0,128.28947368421052,1.2828947368421053,SN Khan,Right_Hand,India,SN Khan,1.0,6.0,0.3333333333333333,0.0,18.0,,SN Khan,Legbreak,India
SN Thakur,35.0,307.0,228.0,134.64912280701756,1.3464912280701755,SN Thakur,Right_Hand,India,SN Thakur,92.0,2908.0,329.8333333333333,100.0,8.816574027286508,19.79,SN Thakur,Right-arm medium,India
SP Narine,106.0,1534.0,984.0,155.8943089430894,1.5589430894308942,SP Narine,Left_Hand,West Indies,SP Narine,175.0,4672.0,691.0,200.0,6.761215629522432,20.73,SP Narine,Right-arm offbreak,West Indies
SPD Smith,93.0,2495.0,1999.0,124.81240620310156,1.2481240620310154,SPD Smith,Right_Hand,India,SPD Smith,1.0,5.0,0.3333333333333333,0.0,15.0,,SPD Smith,Legbreak googly,India
SR Tendulkar,78.0,2334.0,2044.0,114.18786692759296,1.1418786692759295,SR Tendulkar,Right_Hand,India,SR Tendulkar,4.0,59.0,6.166666666666667,0.0,9.567567567567568,,SR Tendulkar,Right-arm offbreak,India
SR Watson,141.0,3880.0,2892.0,134.1632088520055,1.3416320885200552,SR Watson,Right_Hand,Australia,SR Watson,105.0,2742.0,356.1666666666667,107.0,7.698642957416939,19.97196261682243,SR Watson,Right-arm fast-medium,Australia
SS Iyer,114.0,3131.0,2545.0,123.02554027504912,1.230255402750491,SS Iyer,Right_Hand,India,SS Iyer,1.0,7.0,1.0,0.0,7.0,,SS Iyer,Legbreak googly,India
ST Jayasuriya,30.0,768.0,573.0,134.03141361256544,1.3403141361256543,ST Jayasuriya,Left_Hand,Sri Lanka,ST Jayasuriya,21.0,396.0,50.16666666666666,16.0,7.893687707641196,18.8125,ST Jayasuriya,Slow left-arm orthodox,Sri Lanka
STR Binny,66.0,880.0,700.0,125.71428571428572,1.2571428571428571,STR Binny,Right_Hand,India,STR Binny,63.0,763.0,101.83333333333331,28.0,7.4926350245499185,21.821428571428573,STR Binny,Right-arm medium,India
SW Tait,5.0,23.0,26.0,88.46153846153845,0.8846153846153846,SW Tait,Right_Hand,Australia,SW Tait,21.0,668.0,89.0,26.0,7.50561797752809,20.53846153846154,SW Tait,Right-arm fast,Australia
Sachin Baby,11.0,144.0,123.0,117.07317073170732,1.170731707317073,Sachin Baby,Left_Hand,India,Sachin Baby,2.0,8.0,1.6666666666666667,3.0,4.8,3.333333333333333,Sachin Baby,Right-arm offbreak,India
Sandeep Sharma,25.0,54.0,73.0,73.97260273972603,0.7397260273972602,Sandeep Sharma,Right_Hand,India,Sandeep Sharma,126.0,3758.0,487.5,153.0,7.708717948717949,19.11764705882353,Sandeep Sharma,Right-arm medium,India
Shahid Afridi,9.0,81.0,46.0,176.08695652173913,1.7608695652173914,Shahid Afridi,Right_Hand,Pakistan,Shahid Afridi,10.0,237.0,30.83333333333333,9.0,7.686486486486487,20.55555555555556,Shahid Afridi,Legbreak googly,Pakistan
Shakib Al Hasan,52.0,795.0,665.0,119.54887218045114,1.1954887218045114,Shakib Al Hasan,Left_Hand,Bangladesh,Shakib Al Hasan,70.0,1864.0,252.5,71.0,7.3821782178217825,21.338028169014084,Shakib Al Hasan,Slow left-arm orthodox,Bangladesh
Shivam Sharma,2.0,5.0,3.0,166.66666666666669,1.6666666666666667,Shivam Sharma,Right_Hand,India,Shivam Sharma,5.0,165.0,19.0,4.0,8.68421052631579,28.5,Shivam Sharma,Right-arm offbreak,India
Shoaib Ahmed,3.0,1.0,6.0,16.666666666666664,0.1666666666666666,Shoaib Ahmed,Right_Hand,Pakistan,Shoaib Ahmed,7.0,154.0,17.166666666666668,5.0,8.970873786407767,20.6,Shoaib Ahmed,Right-arm fast-medium,Pakistan
Shoaib Akhtar,1.0,2.0,8.0,25.0,0.25,Shoaib Akhtar,Right_Hand,Pakistan,Shoaib Akhtar,3.0,54.0,7.666666666666667,5.0,7.0434782608695645,9.2,Shoaib Akhtar,Right-arm fast,Pakistan
Shoaib Malik,5.0,52.0,49.0,106.12244897959184,1.0612244897959184,Shoaib Malik,Right_Hand,Pakistan,Shoaib Malik,5.0,87.0,9.666666666666666,2.0,9.0,29.0,Shoaib Malik,Right-arm offbreak,Pakistan
Sohail Tanvir,5.0,36.0,31.0,116.12903225806453,1.1612903225806452,Sohail Tanvir,Left_Hand,Pakistan,Sohail Tanvir,11.0,275.0,44.16666666666666,24.0,6.226415094339623,11.041666666666666,Sohail Tanvir,Left-arm medium-fast,Pakistan
Sunny Gupta,1.0,0.0,1.0,0.0,0.0,Sunny Gupta,Right_Hand,India,Sunny Gupta,1.0,47.0,3.1666666666666665,0.0,14.842105263157896,,Sunny Gupta,Right-arm offbreak,India
Swapnil Singh,9.0,51.0,46.0,110.86956521739133,1.108695652173913,Swapnil Singh,Right_Hand,India,Swapnil Singh,14.0,241.0,27.5,7.0,8.763636363636364,23.571428571428573,Swapnil Singh,Slow left-arm orthodox,India
T Henderson,2.0,11.0,16.0,68.75,0.6875,T Henderson,Right_Hand,South Africa,T Henderson,2.0,41.0,6.0,1.0,6.833333333333333,36.0,T Henderson,Right-arm fast-medium,South Africa
T Natarajan,2.0,3.0,5.0,60.0,0.6,T Natarajan,Left_Hand,,T Natarajan,61.0,2001.0,233.5,76.0,8.569593147751606,18.43421052631579,T Natarajan,Left-arm fast-medium,
T Shamsi,1.0,2.0,4.0,50.0,0.5,T Shamsi,Right_Hand,South Africa,T Shamsi,5.0,185.0,20.0,3.0,9.25,40.0,T Shamsi,Slow left-arm chinaman,South Africa
T Thushara,4.0,12.0,19.0,63.1578947368421,0.631578947368421,T Thushara,Left_Hand,Sri Lanka,T Thushara,6.0,164.0,24.0,10.0,6.833333333333333,14.4,T Thushara,Left-arm fast-medium,Sri Lanka
TA Boult,22.0,83.0,82.0,101.21951219512196,1.0121951219512195,TA Boult,Right_Hand,New Zealand,TA Boult,103.0,3286.0,404.6666666666667,128.0,8.120263591433279,18.96875,TA Boult,Left-arm fast-medium,New Zealand
TG Southee,19.0,120.0,108.0,111.11111111111111,1.1111111111111112,TG Southee,Right_Hand,New Zealand,TG Southee,54.0,1774.0,210.33333333333331,57.0,8.434231378763867,22.140350877192983,TG Southee,Right-arm medium-fast,New Zealand
TL Suman,39.0,676.0,587.0,115.1618398637138,1.151618398637138,TL Suman,Right_Hand,India,TL Suman,11.0,198.0,25.33333333333333,7.0,7.815789473684211,21.714285714285715,TL Suman,Right-arm offbreak,India
TM Dilshan,50.0,1153.0,1047.0,110.12416427889208,1.101241642788921,TM Dilshan,Right_Hand,Sri Lanka,TM Dilshan,25.0,368.0,45.833333333333336,5.0,8.02909090909091,55.0,TM Dilshan,Right-arm offbreak,Sri Lanka
TM Head,25.0,772.0,458.0,168.5589519650655,1.685589519650655,TM Head,Left_Hand,Australia,TM Head,6.0,113.0,9.666666666666666,3.0,11.689655172413794,19.33333333333333,TM Head,Right-arm offbreak,Australia
TS Mills,5.0,8.0,14.0,57.14285714285714,0.5714285714285714,TS Mills,Right_hand,,TS Mills,10.0,349.0,36.333333333333336,11.0,9.605504587155965,19.818181818181817,TS Mills,Left-arm fast,
UT Yadav,48.0,208.0,211.0,98.5781990521327,0.985781990521327,UT Yadav,Right_Hand,India,UT Yadav,147.0,4442.0,531.6666666666666,163.0,8.354858934169279,19.570552147239265,UT Yadav,Right-arm fast-medium,India
Umar Gul,4.0,39.0,19.0,205.26315789473685,2.0526315789473686,Umar Gul,Right_Hand,Pakistan,Umar Gul,6.0,198.0,25.5,14.0,7.764705882352941,10.928571428571429,Umar Gul,Right-arm fast-medium,Pakistan
V Kohli,244.0,8014.0,6236.0,128.51186658114176,1.2851186658114175,V Kohli,Right_Hand,India,V Kohli,26.0,371.0,44.0,5.0,8.431818181818182,52.8,V Kohli,Right-arm medium,India
V Pratap Singh,1.0,0.0,1.0,0.0,0.0,V Pratap Singh,Right_Hand,India,V Pratap Singh,9.0,300.0,35.166666666666664,12.0,8.530805687203792,17.583333333333332,V Pratap Singh,Right-arm medium,India
V Sehwag,104.0,2728.0,1833.0,148.82705946535734,1.4882705946535737,V Sehwag,Right_Hand,India,V Sehwag,15.0,236.0,23.0,6.0,10.26086956521739,23.0,V Sehwag,Right-arm offbreak,India
V Shankar,58.0,1115.0,890.0,125.2808988764045,1.252808988764045,V Shankar,Right_Hand,India,V Shankar,22.0,344.0,43.0,12.0,8.0,21.5,V Shankar,Right-arm medium,India
VR Aaron,12.0,50.0,73.0,68.4931506849315,0.684931506849315,VR Aaron,Right_Hand,India,VR Aaron,50.0,1527.0,177.5,46.0,8.60281690140845,23.15217391304348,VR Aaron,Right-arm fast,India
VRV Singh,2.0,4.0,3.0,133.33333333333331,1.3333333333333333,VRV Singh,Right_Hand,India,VRV Singh,18.0,549.0,61.833333333333336,16.0,8.878706199460916,23.1875,VRV Singh,Right-arm medium-fast,India
VS Malik,2.0,7.0,7.0,100.0,1.0,VS Malik,Right_Hand,India,VS Malik,13.0,268.0,35.333333333333336,6.0,7.584905660377358,35.333333333333336,VS Malik,Right-arm medium,India
VS Yeligati,1.0,2.0,2.0,100.0,1.0,VS Yeligati,Right_Hand,India,VS Yeligati,2.0,61.0,5.333333333333333,0.0,11.4375,,VS Yeligati,Right-arm offbreak,India
VY Mahesh,5.0,15.0,28.0,53.57142857142857,0.5357142857142857,VY Mahesh,Right_Hand,India,VY Mahesh,17.0,511.0,59.833333333333336,22.0,8.540389972144846,16.318181818181817,VY Mahesh,Right-arm medium-fast,India
WA Mota,8.0,56.0,76.0,73.68421052631578,0.7368421052631579,WA Mota,Right_Hand,India,WA Mota,7.0,98.0,12.5,4.0,7.84,18.75,WA Mota,Right-arm medium,India
WD Parnell,13.0,65.0,86.0,75.5813953488372,0.7558139534883721,WD Parnell,Left_Hand,South Africa,WD Parnell,33.0,968.0,126.33333333333331,40.0,7.662269129287599,18.95,WD Parnell,Left-arm medium-fast,South Africa
WPUJC Vaas,11.0,81.0,73.0,110.95890410958904,1.1095890410958904,WPUJC Vaas,Left_Hand,Sri Lanka,WPUJC Vaas,13.0,364.0,48.0,22.0,7.583333333333333,13.090909090909092,WPUJC Vaas,Left-arm fast-medium,Sri Lanka
Washington Sundar,38.0,378.0,341.0,110.85043988269794,1.1085043988269794,Washington Sundar,Left_Hand,,Washington Sundar,58.0,1335.0,177.33333333333334,39.0,7.5281954887218046,27.28205128205128,Washington Sundar,Right-arm offbreak,
Y Gnaneswara Rao,1.0,19.0,18.0,105.55555555555556,1.0555555555555556,Y Gnaneswara Rao,Right_Hand,India,Y Gnaneswara Rao,1.0,7.0,1.0,0.0,7.0,,Y Gnaneswara Rao,Right-arm medium,India
Y Nagar,20.0,285.0,271.0,105.1660516605166,1.051660516605166,Y Nagar,Right_Hand,India,Y Nagar,8.0,125.0,12.0,4.0,10.416666666666666,18.0,Y Nagar,Right-arm offbreak,India
Y Venugopal Rao,52.0,985.0,865.0,113.8728323699422,1.138728323699422,Y Venugopal Rao,Right_Hand,India,Y Venugopal Rao,20.0,338.0,37.0,7.0,9.135135135135137,31.714285714285715,Y Venugopal Rao,Right-arm offbreak,India
YA Abdulla,1.0,0.0,1.0,0.0,0.0,YA Abdulla,Left_Hand,India,YA Abdulla,11.0,311.0,37.0,15.0,8.405405405405405,14.8,YA Abdulla,Left-arm fast-medium,India
YK Pathan,153.0,3222.0,2334.0,138.04627249357327,1.3804627249357326,YK Pathan,Right_Hand,India,YK Pathan,82.0,1443.0,197.33333333333331,46.0,7.3125,25.73913043478261,YK Pathan,Right-arm offbreak,India
YS Chahal,17.0,37.0,89.0,41.57303370786517,0.4157303370786517,YS Chahal,Right_Hand,India,YS Chahal,159.0,4681.0,604.6666666666666,213.0,7.741455347298787,17.03286384976526,YS Chahal,Legbreak googly,India
Yuvraj Singh,126.0,2754.0,2207.0,124.78477571363842,1.2478477571363842,Yuvraj Singh,Left_Hand,India,Yuvraj Singh,73.0,1091.0,147.0,39.0,7.421768707482993,22.615384615384617,Yuvraj Singh,Slow left-arm orthodox,India
Z Khan,27.0,117.0,141.0,82.97872340425532,0.8297872340425532,Z Khan,Right_Hand,India,Z Khan,99.0,2860.0,379.3333333333333,119.0,7.539543057996485,19.126050420168067,Z Khan,Left-arm fast-medium,India
