bowler,matches_played,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate,Player_Name,Bowling_Skill,Country,season
HV Patel,103.0,3215.0,380.6666666666667,151.0,8.44570928196147,15.125827814569536,HV Patel,Right-arm medium,India,2014
Harbhajan Singh,160.0,4101.0,582.6666666666666,161.0,7.0383295194508015,21.714285714285715,Harbhajan Singh,Right-arm offbreak,India,2014
I Sharma,110.0,3255.0,404.8333333333333,96.0,8.04034582132565,25.302083333333332,I Sharma,Right-arm fast-medium,India,2014
IC Pandey,24.0,609.0,78.16666666666667,19.0,7.791044776119403,24.68421052631579,IC Pandey,Right-arm medium,India,2014
IK Pathan,101.0,2711.0,352.1666666666667,99.0,7.698059630856601,21.343434343434343,IK Pathan,Left-arm medium-fast,India,2014
Imran Tahir,59.0,1729.0,223.33333333333334,86.0,7.741791044776119,15.581395348837209,Imran Tahir,Legbreak googly,India,2014
Iqbal Abdulla,48.0,1125.0,157.16666666666666,45.0,7.158006362672323,20.955555555555556,Iqbal Abdulla,Slow left-arm orthodox,India,2014
JA Morkel,87.0,2409.0,301.1666666666667,96.0,7.998893193137797,18.822916666666668,JA Morkel,Right-arm medium-fast,South Africa,2014
JD Unadkat,104.0,3219.0,365.6666666666667,109.0,8.803099361896079,20.128440366972477,JD Unadkat,Left-arm medium,India,2014
JDS Neesham,13.0,342.0,37.0,8.0,9.243243243243244,27.75,JDS Neesham,Right-arm medium,New Zealand,2014
JH Kallis,89.0,2348.0,299.8333333333333,74.0,7.8310172317954425,24.31081081081081,JH Kallis,Right-arm fast-medium,South Africa,2014
JJ Bumrah,133.0,3840.0,530.8333333333334,182.0,7.233908948194662,17.5,JJ Bumrah,Right-arm medium,India,2014
JO Holder,46.0,1489.0,174.83333333333334,59.0,8.516682554814109,17.779661016949152,JO Holder,Right-arm medium-fast,West Indies,2014
JP Duminy,49.0,847.0,116.83333333333333,23.0,7.249643366619116,30.47826086956522,JP Duminy,Right-arm offbreak,South Africa,2014
JP Faulkner,60.0,1849.0,214.5,76.0,8.62004662004662,16.93421052631579,JP Faulkner,Left-arm fast-medium,Australia,2014
JW Hastings,3.0,66.0,10.166666666666666,3.0,6.491803278688525,20.333333333333332,JW Hastings,Right-arm fast-medium,Australia,2014
K Santokie,2.0,91.0,8.5,3.0,10.705882352941176,17.0,K Santokie,Left-arm medium,West Indies,2014
KA Pollard,107.0,2200.0,264.3333333333333,81.0,8.32282471626734,19.580246913580247,KA Pollard,Right-arm medium-fast,West Indies,2014
KK Cooper,25.0,789.0,100.0,36.0,7.89,16.666666666666668,KK Cooper,Right-arm medium,West Indies,2014
KV Sharma,82.0,2130.0,253.33333333333334,82.0,8.407894736842104,18.536585365853657,KV Sharma,Legbreak googly,India,2014
KW Richardson,15.0,479.0,57.5,21.0,8.330434782608696,16.428571428571427,KW Richardson,Right-arm fast-medium,Australia,2014
Karanveer Singh,9.0,323.0,35.5,14.0,9.098591549295774,15.214285714285714,Karanveer Singh,Legbreak googly,India,2014
L Balaji,73.0,2083.0,262.3333333333333,85.0,7.940279542566709,18.51764705882353,L Balaji,Right-arm medium-fast,India,2014
LMP Simmons,1.0,34.0,3.0,1.0,11.333333333333334,18.0,LMP Simmons,Right-arm medium-fast,West Indies,2014
LR Shukla,27.0,458.0,54.333333333333336,17.0,8.429447852760736,19.176470588235293,LR Shukla,Right-arm medium,India,2014
M Kartik,55.0,1418.0,197.0,39.0,7.197969543147208,30.307692307692307,M Kartik,Slow left-arm orthodox,India,2014
M Morkel,70.0,2136.0,283.1666666666667,88.0,7.543260741612713,19.306818181818183,M Morkel,Right-arm fast,South Africa,2014
M Muralitharan,66.0,1765.0,263.5,67.0,6.698292220113852,23.597014925373134,M Muralitharan,Right-arm offbreak,Sri Lanka,2014
M Vijay,4.0,49.0,6.166666666666667,0.0,7.945945945945946,NA,M Vijay,Right-arm offbreak,India,2014
M de Lange,5.0,171.0,19.333333333333332,6.0,8.844827586206897,19.333333333333332,M de Lange,Right-arm fast,South Africa,2014
MA Starc,39.0,1175.0,146.5,59.0,8.020477815699659,14.898305084745763,MA Starc,Left-arm fast,Australia,2014
MC Henriques,60.0,1302.0,163.16666666666666,46.0,7.9795709908069465,21.282608695652176,MC Henriques,Right-arm fast-medium,Australia,2014
MG Johnson,54.0,1740.0,216.83333333333334,66.0,8.024596464258263,19.71212121212121,MG Johnson,Left-arm fast,Australia,2014
MK Tiwary,6.0,83.0,7.5,1.0,11.066666666666666,45.0,MK Tiwary,Legbreak googly,India,2014
MM Sharma,111.0,3278.0,384.6666666666667,147.0,8.52166377816291,15.700680272108844,MM Sharma,Right-arm medium,India,2014
Mohammed Shami,110.0,3486.0,420.1666666666667,144.0,8.296707655692185,17.506944444444443,Mohammed Shami,Right-arm fast-medium,India,2014
NM Coulter-Nile,38.0,1125.0,148.66666666666666,52.0,7.567264573991032,17.153846153846153,NM Coulter-Nile,Right-arm fast,Australia,2014
P Awana,33.0,1046.0,129.0,43.0,8.108527131782946,18.0,P Awana,Right-arm medium,India,2014
P Kumar,119.0,3342.0,439.5,102.0,7.604095563139932,25.852941176470587,P Kumar,Right-arm medium,India,2014
P Negi,42.0,954.0,122.16666666666667,38.0,7.80900409276944,19.289473684210527,P Negi,Slow left-arm orthodox,India,2014
P Suyal,5.0,154.0,17.833333333333332,2.0,8.63551401869159,53.5,P Suyal,Left-arm medium,India,2014
PJ Cummins,58.0,1976.0,228.33333333333334,66.0,8.654014598540146,20.757575757575758,PJ Cummins,Right-arm fast,Australia,2014
PP Chawla,191.0,5179.0,649.1666666666666,201.0,7.977920410783056,19.378109452736318,PP Chawla,Legbreak,India,2014
PP Ojha,90.0,2399.0,324.1666666666667,99.0,7.40051413881748,19.646464646464647,PP Ojha,Slow left-arm orthodox,India,2014
PV Tambe,33.0,866.0,112.33333333333333,28.0,7.70919881305638,24.071428571428573,PV Tambe,Legbreak,India,2014
Parvez Rasool,11.0,273.0,33.333333333333336,4.0,8.19,50.0,Parvez Rasool,Right-arm offbreak,India,2014
R Ashwin,208.0,5435.0,779.8333333333334,198.0,6.969437914084206,23.63131313131313,R Ashwin,Right-arm offbreak,India,2014
R Bhatia,91.0,2059.0,276.8333333333333,82.0,7.437688139674895,20.25609756097561,R Bhatia,Right-arm medium-fast,India,2014
R Dhawan,36.0,922.0,115.5,27.0,7.982683982683983,25.666666666666668,R Dhawan,Right-arm medium-fast,India,2014
R Rampaul,12.0,319.0,46.333333333333336,17.0,6.884892086330935,16.352941176470587,R Rampaul,Right-arm fast-medium,West Indies,2014
R Sharma,44.0,1100.0,155.83333333333334,42.0,7.0588235294117645,22.261904761904763,R Sharma,Right-arm offbreak,India,2014
R Shukla,7.0,217.0,21.666666666666668,7.0,10.015384615384615,18.571428571428573,R Shukla,Right-arm medium,India,2014
R Tewatia,52.0,1117.0,144.33333333333334,36.0,7.739030023094688,24.055555555555557,R Tewatia,Legbreak,India,2014
R Vinay Kumar,104.0,3041.0,364.3333333333333,127.0,8.346752058554438,17.212598425196852,R Vinay Kumar,Right-arm medium,India,2014
RA Jadeja,211.0,4917.0,649.1666666666666,169.0,7.5743260590500645,23.047337278106507,RA Jadeja,Slow left-arm orthodox,India,2014
RG Sharma,32.0,462.0,58.166666666666664,16.0,7.9426934097421205,21.8125,RG Sharma,Right-arm offbreak,India,2014
RN ten Doeschate,10.0,94.0,13.833333333333334,3.0,6.795180722891566,27.666666666666668,RN ten Doeschate,Right-arm medium-fast,Netherlands,2014
S Badree,12.0,329.0,43.833333333333336,11.0,7.505703422053232,23.90909090909091,S Badree,Legbreak,West Indies,2014
S Gopal,51.0,1358.0,166.66666666666666,53.0,8.148,18.867924528301888,S Gopal,Legbreak,India,2014
S Kaul,55.0,1772.0,206.33333333333334,63.0,8.588045234248789,19.650793650793652,S Kaul,Right-arm medium,India,2014
S Nadeem,70.0,1800.0,240.66666666666666,54.0,7.4792243767313025,26.74074074074074,S Nadeem,Slow left-arm orthodox,India,2014
S Rana,3.0,18.0,2.6666666666666665,0.0,6.75,NA,S Rana,Right-arm medium-fast,India,2014
SA Yadav,1.0,8.0,1.0,0.0,8.0,NA,SA Yadav,Right-arm offbreak,India,2014
SB Jakati,57.0,1474.0,183.5,50.0,8.032697547683924,22.02,SB Jakati,Slow left-arm orthodox,India,2014
SK Raina,69.0,1139.0,155.0,30.0,7.348387096774194,31.0,SK Raina,Right-arm offbreak,India,2014
SL Malinga,122.0,3486.0,495.6666666666667,188.0,7.032952252858103,15.819148936170214,SL Malinga,Right-arm fast,Sri Lanka,2014
SP Narine,175.0,4672.0,691.0,200.0,6.7612156295224315,20.73,SP Narine,Right-arm offbreak,West Indies,2014
SR Watson,105.0,2742.0,356.1666666666667,107.0,7.698642957416939,19.97196261682243,SR Watson,Right-arm fast-medium,Australia,2014
STR Binny,63.0,763.0,101.83333333333333,28.0,7.4926350245499185,21.821428571428573,STR Binny,Right-arm medium,India,2014
Sandeep Sharma,126.0,3758.0,487.5,153.0,7.708717948717949,19.11764705882353,Sandeep Sharma,Right-arm medium,India,2014
Shakib Al Hasan,70.0,1864.0,252.5,71.0,7.3821782178217825,21.338028169014084,Shakib Al Hasan,Slow left-arm orthodox,Bangladesh,2014
Shivam Sharma,5.0,165.0,19.0,4.0,8.68421052631579,28.5,Shivam Sharma,Right-arm offbreak,India,2014
TG Southee,54.0,1774.0,210.33333333333334,57.0,8.434231378763867,22.140350877192983,TG Southee,Right-arm medium-fast,New Zealand,2014
UT Yadav,147.0,4442.0,531.6666666666666,163.0,8.354858934169279,19.570552147239265,UT Yadav,Right-arm fast-medium,India,2014
V Shankar,22.0,344.0,43.0,12.0,8.0,21.5,V Shankar,Right-arm medium,India,2014
VR Aaron,50.0,1527.0,177.5,46.0,8.60281690140845,23.152173913043477,VR Aaron,Right-arm fast,India,2014
VS Malik,13.0,268.0,35.333333333333336,6.0,7.584905660377358,35.333333333333336,VS Malik,Right-arm medium,India,2014
WD Parnell,33.0,968.0,126.33333333333333,40.0,7.6622691292875995,18.95,WD Parnell,Left-arm medium-fast,South Africa,2014
Y Venugopal Rao,20.0,338.0,37.0,7.0,9.135135135135135,31.714285714285715,Y Venugopal Rao,Right-arm offbreak,India,2014
YK Pathan,82.0,1443.0,197.33333333333334,46.0,7.3125,25.73913043478261,YK Pathan,Right-arm offbreak,India,2014
YS Chahal,159.0,4681.0,604.6666666666666,213.0,7.741455347298787,17.03286384976526,YS Chahal,Legbreak googly,India,2014
Yuvraj Singh,73.0,1091.0,147.0,39.0,7.421768707482993,22.615384615384617,Yuvraj Singh,Slow left-arm orthodox,India,2014
Z Khan,99.0,2860.0,379.3333333333333,119.0,7.539543057996485,19.126050420168067,Z Khan,Left-arm fast-medium,India,2014
