bowler,matches_played,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate,Player_Name,Bowling_Skill,Country,season
A Badoni,5.0,37.0,4.166666666666667,2.0,8.879999999999999,12.5,NA,NA,NA,2022
A Nortje,46.0,1614.0,182.83333333333334,62.0,8.82771194165907,17.693548387096776,NA,NA,NA,2022
AD Russell,112.0,2691.0,295.1666666666667,125.0,9.116883116883116,14.168,AD Russell,Right-arm fast,West Indies,2022
AF Milne,10.0,339.0,36.166666666666664,9.0,9.373271889400922,24.11111111111111,AF Milne,Right-arm fast,New Zealand,2022
AJ Tye,30.0,1005.0,119.0,48.0,8.445378151260504,14.875,AJ Tye,Right-arm fast-medium,NA,2022
AK Markram,14.0,173.0,20.5,2.0,8.439024390243903,61.5,NA,NA,NA,2022
AR Patel,148.0,3824.0,525.3333333333334,131.0,7.279187817258883,24.061068702290076,AR Patel,Slow left-arm orthodox,India,2022
AS Joseph,22.0,707.0,75.66666666666667,22.0,9.343612334801762,20.636363636363637,NA,NA,NA,2022
AS Roy,9.0,191.0,23.666666666666668,6.0,8.070422535211268,23.666666666666668,NA,NA,NA,2022
Abdul Samad,5.0,113.0,9.166666666666666,2.0,12.327272727272728,27.5,NA,NA,NA,2022
Abhishek Sharma,26.0,396.0,46.333333333333336,11.0,8.546762589928058,25.272727272727273,NA,NA,NA,2022
Akash Deep,8.0,324.0,29.166666666666668,8.0,11.108571428571429,21.875,NA,NA,NA,2022
Aman Hakim Khan,1.0,13.0,1.0,0.0,13.0,NA,NA,NA,NA,2022
Arshdeep Singh,65.0,2097.0,242.16666666666666,84.0,8.659325533379215,17.297619047619047,NA,NA,NA,2022
Avesh Khan,62.0,2010.0,231.66666666666666,81.0,8.676258992805757,17.160493827160494,Avesh Khan,Right-arm fast-medium,NA,2022
B Kumar,176.0,5051.0,676.6666666666666,195.0,7.464532019704434,20.82051282051282,B Kumar,Right-arm medium,India,2022
Basil Thampi,25.0,862.0,89.83333333333333,26.0,9.595547309833025,20.73076923076923,Basil Thampi,Right-arm fast,NA,2022
C Sakariya,19.0,610.0,76.66666666666667,20.0,7.956521739130435,23.0,NA,NA,NA,2022
CJ Jordan,34.0,1111.0,119.5,36.0,9.297071129707113,19.916666666666668,CJ Jordan,Right-arm fast-medium,England,2022
