bowler,matches_played,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate,Player_Name,Bowling_Skill,Country,season
B Kumar,176.0,5051.0,676.6666666666666,195.0,7.464532019704434,20.82051282051282,B Kumar,Right-arm medium,India,2013
B Laughlin,9.0,284.0,29.833333333333332,10.0,9.5195530726257,17.9,B Laughlin,Right-arm fast-medium,Australia,2013
B Lee,38.0,1126.0,152.66666666666666,30.0,7.3755458515283845,30.533333333333335,B Lee,Right-arm fast,Australia,2013
BA Bhatt,15.0,408.0,50.5,13.0,8.07920792079208,23.307692307692307,BA Bhatt,Slow left-arm orthodox,India,2013
BAW Mendis,10.0,306.0,41.333333333333336,9.0,7.403225806451612,27.555555555555557,BAW Mendis,Right-arm offbreak,Sri Lanka,2013
BJ Hodge,20.0,310.0,39.666666666666664,18.0,7.815126050420169,13.222222222222221,BJ Hodge,Right-arm offbreak,Australia,2013
BJ Rohrer,1.0,12.0,1.1666666666666667,0.0,10.285714285714285,NA,BJ Rohrer,Right-arm offbreak,Australia,2013
BMAJ Mendis,2.0,36.0,5.0,1.0,7.2,30.0,BMAJ Mendis,Right-arm offbreak,Sri Lanka,2013
Bipul Sharma,28.0,581.0,72.66666666666667,22.0,7.9954128440366965,19.818181818181817,Bipul Sharma,Slow left-arm orthodox,India,2013
CH Gayle,38.0,755.0,97.33333333333333,19.0,7.756849315068494,30.736842105263158,CH Gayle,Right-arm offbreak,West Indies,2013
CH Morris,81.0,2377.0,300.1666666666667,107.0,7.91893392559689,16.83177570093458,CH Morris,Right-arm fast-medium,South Africa,2013
CL White,6.0,86.0,7.666666666666667,1.0,11.217391304347826,46.0,CL White,Legbreak googly,Australia,2013
DJ Bravo,158.0,4436.0,549.3333333333334,207.0,8.075242718446601,15.922705314009661,DJ Bravo,Right-arm medium-fast,West Indies,2013
DJ Hussey,26.0,485.0,53.833333333333336,10.0,9.009287925696594,32.3,DJ Hussey,Right-arm offbreak,Australia,2013
DJG Sammy,19.0,354.0,40.666666666666664,14.0,8.704918032786885,17.428571428571427,DJG Sammy,Right-arm medium-fast,West Indies,2013
DP Nannes,29.0,815.0,114.83333333333333,38.0,7.097242380261249,18.13157894736842,DP Nannes,Left-arm fast,Australia,2013
DR Smith,46.0,825.0,92.83333333333333,27.0,8.88689407540395,20.62962962962963,DR Smith,Right-arm medium,West Indies,2013
DS Kulkarni,92.0,2513.0,312.6666666666667,91.0,8.03731343283582,20.615384615384617,DS Kulkarni,Right-arm medium,India,2013
DT Christian,49.0,1218.0,153.66666666666666,40.0,7.926247288503254,23.05,DT Christian,Right-arm fast-medium,Australia,2013
DW Steyn,95.0,2583.0,380.3333333333333,105.0,6.791411042944786,21.733333333333334,DW Steyn,Right-arm fast,South Africa,2013
GB Hogg,21.0,585.0,77.66666666666667,25.0,7.532188841201716,18.64,GB Hogg,Slow left-arm chinaman,Australia,2013
GH Vihari,6.0,48.0,7.166666666666667,1.0,6.697674418604651,43.0,GH Vihari,Right-arm offbreak,India,2013
GJ Maxwell,79.0,1311.0,160.83333333333334,41.0,8.151295336787564,23.536585365853657,GJ Maxwell,Right-arm offbreak,Australia,2013
Harbhajan Singh,160.0,4101.0,582.6666666666666,161.0,7.0383295194508015,21.714285714285715,Harbhajan Singh,Right-arm offbreak,India,2013
Harmeet Singh,28.0,747.0,95.66666666666667,31.0,7.808362369337979,18.516129032258064,Harmeet Singh,Slow left-arm orthodox,India,2013
I Sharma,110.0,3255.0,404.8333333333333,96.0,8.04034582132565,25.302083333333332,I Sharma,Right-arm fast-medium,India,2013
IC Pandey,24.0,609.0,78.16666666666667,19.0,7.791044776119403,24.68421052631579,IC Pandey,Right-arm medium,India,2013
IK Pathan,101.0,2711.0,352.1666666666667,99.0,7.698059630856601,21.343434343434343,IK Pathan,Left-arm medium-fast,India,2013
Iqbal Abdulla,48.0,1125.0,157.16666666666666,45.0,7.158006362672323,20.955555555555556,Iqbal Abdulla,Slow left-arm orthodox,India,2013
J Botha,34.0,818.0,118.16666666666667,27.0,6.922425952045134,26.25925925925926,J Botha,Right-arm offbreak,South Africa,2013
J Syed Mohammad,11.0,286.0,32.666666666666664,10.0,8.755102040816327,19.6,J Syed Mohammad,Slow left-arm orthodox,India,2013
JA Morkel,87.0,2409.0,301.1666666666667,96.0,7.998893193137797,18.822916666666668,JA Morkel,Right-arm medium-fast,South Africa,2013
JD Unadkat,104.0,3219.0,365.6666666666667,109.0,8.803099361896079,20.128440366972477,JD Unadkat,Left-arm medium,India,2013
JDP Oram,14.0,362.0,40.666666666666664,13.0,8.901639344262296,18.76923076923077,JDP Oram,Right-arm fast-medium,New Zealand,2013
JH Kallis,89.0,2348.0,299.8333333333333,74.0,7.8310172317954425,24.31081081081081,JH Kallis,Right-arm fast-medium,South Africa,2013
JJ Bumrah,133.0,3840.0,530.8333333333334,182.0,7.233908948194662,17.5,JJ Bumrah,Right-arm medium,India,2013
JO Holder,46.0,1489.0,174.83333333333334,59.0,8.516682554814109,17.779661016949152,JO Holder,Right-arm medium-fast,West Indies,2013
JP Faulkner,60.0,1849.0,214.5,76.0,8.62004662004662,16.93421052631579,JP Faulkner,Left-arm fast-medium,Australia,2013
K Upadhyay,3.0,81.0,9.333333333333334,0.0,8.678571428571429,NA,K Upadhyay,Right-arm medium,India,2013
KA Pollard,107.0,2200.0,264.3333333333333,81.0,8.32282471626734,19.580246913580247,KA Pollard,Right-arm medium-fast,West Indies,2013
KK Cooper,25.0,789.0,100.0,36.0,7.89,16.666666666666668,KK Cooper,Right-arm medium,West Indies,2013
KV Sharma,82.0,2130.0,253.33333333333334,82.0,8.407894736842104,18.536585365853657,KV Sharma,Legbreak googly,India,2013
KW Richardson,15.0,479.0,57.5,21.0,8.330434782608696,16.428571428571427,KW Richardson,Right-arm fast-medium,Australia,2013
L Balaji,73.0,2083.0,262.3333333333333,85.0,7.940279542566709,18.51764705882353,L Balaji,Right-arm medium-fast,India,2013
LJ Wright,6.0,125.0,12.5,2.0,10.0,37.5,LJ Wright,Right-arm medium-fast,England,2013
LR Shukla,27.0,458.0,54.333333333333336,17.0,8.429447852760736,19.176470588235293,LR Shukla,Right-arm medium,India,2013
M Kartik,55.0,1418.0,197.0,39.0,7.197969543147208,30.307692307692307,M Kartik,Slow left-arm orthodox,India,2013
M Morkel,70.0,2136.0,283.1666666666667,88.0,7.543260741612713,19.306818181818183,M Morkel,Right-arm fast,South Africa,2013
M Muralitharan,66.0,1765.0,263.5,67.0,6.698292220113852,23.597014925373134,M Muralitharan,Right-arm offbreak,Sri Lanka,2013
MC Henriques,60.0,1302.0,163.16666666666666,46.0,7.9795709908069465,21.282608695652176,MC Henriques,Right-arm fast-medium,Australia,2013
MG Johnson,54.0,1740.0,216.83333333333334,66.0,8.024596464258263,19.71212121212121,MG Johnson,Left-arm fast,Australia,2013
MG Neser,1.0,62.0,4.166666666666667,0.0,14.879999999999999,NA,MG Neser,Right-arm medium,Australia,2013
MM Patel,63.0,1733.0,230.33333333333334,82.0,7.523878437047757,16.853658536585368,MM Patel,Right-arm medium-fast,India,2013
MM Sharma,111.0,3278.0,384.6666666666667,147.0,8.52166377816291,15.700680272108844,MM Sharma,Right-arm medium,India,2013
MN Samuels,11.0,285.0,36.5,10.0,7.808219178082192,21.9,MN Samuels,Right-arm offbreak,West Indies,2013
MR Marsh,34.0,803.0,98.83333333333333,37.0,8.1247892074199,16.027027027027028,MR Marsh,Right-arm medium,Australia,2013
MS Gony,44.0,1317.0,154.16666666666666,39.0,8.542702702702703,23.71794871794872,MS Gony,Right-arm medium,India,2013
Mohammed Shami,110.0,3486.0,420.1666666666667,144.0,8.296707655692185,17.506944444444443,Mohammed Shami,Right-arm fast-medium,India,2013
NLTC Perera,36.0,1031.0,119.16666666666667,37.0,8.651748251748252,19.324324324324323,NLTC Perera,Right-arm medium-fast,Sri Lanka,2013
NM Coulter-Nile,38.0,1125.0,148.66666666666666,52.0,7.567264573991032,17.153846153846153,NM Coulter-Nile,Right-arm fast,Australia,2013
P Awana,33.0,1046.0,129.0,43.0,8.108527131782946,18.0,P Awana,Right-arm medium,India,2013
P Kumar,119.0,3342.0,439.5,102.0,7.604095563139932,25.852941176470587,P Kumar,Right-arm medium,India,2013
P Negi,42.0,954.0,122.16666666666667,38.0,7.80900409276944,19.289473684210527,P Negi,Slow left-arm orthodox,India,2013
P Suyal,5.0,154.0,17.833333333333332,2.0,8.63551401869159,53.5,P Suyal,Left-arm medium,India,2013
PJ Sangwan,42.0,1267.0,150.83333333333334,44.0,8.4,20.568181818181817,PJ Sangwan,Left-arm medium,India,2013
PP Chawla,191.0,5179.0,649.1666666666666,201.0,7.977920410783056,19.378109452736318,PP Chawla,Legbreak,India,2013
PP Ojha,90.0,2399.0,324.1666666666667,99.0,7.40051413881748,19.646464646464647,PP Ojha,Slow left-arm orthodox,India,2013
PV Tambe,33.0,866.0,112.33333333333333,28.0,7.70919881305638,24.071428571428573,PV Tambe,Legbreak,India,2013
Parvez Rasool,11.0,273.0,33.333333333333336,4.0,8.19,50.0,Parvez Rasool,Right-arm offbreak,India,2013
R Ashwin,208.0,5435.0,779.8333333333334,198.0,6.969437914084206,23.63131313131313,R Ashwin,Right-arm offbreak,India,2013
R Bhatia,91.0,2059.0,276.8333333333333,82.0,7.437688139674895,20.25609756097561,R Bhatia,Right-arm medium-fast,India,2013
R Dhawan,36.0,922.0,115.5,27.0,7.982683982683983,25.666666666666668,R Dhawan,Right-arm medium-fast,India,2013
R McLaren,18.0,558.0,62.0,14.0,9.0,26.571428571428573,R McLaren,Right-arm medium-fast,South Africa,2013
R Rampaul,12.0,319.0,46.333333333333336,17.0,6.884892086330935,16.352941176470587,R Rampaul,Right-arm fast-medium,West Indies,2013
R Sathish,14.0,233.0,24.0,6.0,9.708333333333334,24.0,R Sathish,Right-arm medium,India,2013
R Sharma,44.0,1100.0,155.83333333333334,42.0,7.0588235294117645,22.261904761904763,R Sharma,Right-arm offbreak,India,2013
R Shukla,7.0,217.0,21.666666666666668,7.0,10.015384615384615,18.571428571428573,R Shukla,Right-arm medium,India,2013
R Vinay Kumar,104.0,3041.0,364.3333333333333,127.0,8.346752058554438,17.212598425196852,R Vinay Kumar,Right-arm medium,India,2013
RA Jadeja,211.0,4917.0,649.1666666666666,169.0,7.5743260590500645,23.047337278106507,RA Jadeja,Slow left-arm orthodox,India,2013
RE van der Merwe,21.0,515.0,75.83333333333333,25.0,6.791208791208792,18.2,RE van der Merwe,Slow left-arm orthodox,South Africa,2013
RG Sharma,32.0,462.0,58.166666666666664,16.0,7.9426934097421205,21.8125,RG Sharma,Right-arm offbreak,India,2013
RJ Harris,37.0,1085.0,144.16666666666666,47.0,7.526011560693642,18.404255319148938,RJ Harris,Right-arm fast,Australia,2013
RN ten Doeschate,10.0,94.0,13.833333333333334,3.0,6.795180722891566,27.666666666666668,RN ten Doeschate,Right-arm medium-fast,Netherlands,2013
RP Singh,82.0,2417.0,312.3333333333333,100.0,7.738527214514408,18.74,RP Singh,Left-arm fast-medium,India,2013
RV Gomez,9.0,130.0,16.166666666666668,6.0,8.041237113402062,16.166666666666668,RV Gomez,Right-arm medium,India,2013
S Badree,12.0,329.0,43.833333333333336,11.0,7.505703422053232,23.90909090909091,S Badree,Legbreak,West Indies,2013
S Kaul,55.0,1772.0,206.33333333333334,63.0,8.588045234248789,19.650793650793652,S Kaul,Right-arm medium,India,2013
S Ladda,9.0,225.0,23.5,5.0,9.574468085106384,28.2,S Ladda,Legbreak,India,2013
S Nadeem,70.0,1800.0,240.66666666666666,54.0,7.4792243767313025,26.74074074074074,S Nadeem,Slow left-arm orthodox,India,2013
S Narwal,6.0,203.0,18.833333333333332,6.0,10.778761061946904,18.833333333333332,S Narwal,Right-arm medium,India,2013
S Sreesanth,44.0,1221.0,157.83333333333334,43.0,7.736008447729672,22.023255813953487,S Sreesanth,Right-arm fast-medium,India,2013
SK Raina,69.0,1139.0,155.0,30.0,7.348387096774194,31.0,SK Raina,Right-arm offbreak,India,2013
SK Trivedi,75.0,1944.0,259.5,73.0,7.491329479768786,21.328767123287673,SK Trivedi,Right-arm medium,India,2013
SL Malinga,122.0,3486.0,495.6666666666667,188.0,7.032952252858103,15.819148936170214,SL Malinga,Right-arm fast,Sri Lanka,2013
SMSM Senanayake,8.0,211.0,32.5,9.0,6.492307692307692,21.666666666666668,SMSM Senanayake,Right-arm offbreak,Sri Lanka,2013
SP Narine,175.0,4672.0,691.0,200.0,6.7612156295224315,20.73,SP Narine,Right-arm offbreak,West Indies,2013
SR Watson,105.0,2742.0,356.1666666666667,107.0,7.698642957416939,19.97196261682243,SR Watson,Right-arm fast-medium,Australia,2013
STR Binny,63.0,763.0,101.83333333333333,28.0,7.4926350245499185,21.821428571428573,STR Binny,Right-arm medium,India,2013
SW Tait,21.0,668.0,89.0,26.0,7.50561797752809,20.53846153846154,SW Tait,Right-arm fast,Australia,2013
Sandeep Sharma,126.0,3758.0,487.5,153.0,7.708717948717949,19.11764705882353,Sandeep Sharma,Right-arm medium,India,2013
TL Suman,11.0,198.0,25.333333333333332,7.0,7.815789473684211,21.714285714285715,TL Suman,Right-arm offbreak,India,2013
TM Dilshan,25.0,368.0,45.833333333333336,5.0,8.02909090909091,55.0,TM Dilshan,Right-arm offbreak,Sri Lanka,2013
UT Yadav,147.0,4442.0,531.6666666666666,163.0,8.354858934169279,19.570552147239265,UT Yadav,Right-arm fast-medium,India,2013
V Sehwag,15.0,236.0,23.0,6.0,10.26086956521739,23.0,V Sehwag,Right-arm offbreak,India,2013
VS Malik,13.0,268.0,35.333333333333336,6.0,7.584905660377358,35.333333333333336,VS Malik,Right-arm medium,India,2013
WD Parnell,33.0,968.0,126.33333333333333,40.0,7.6622691292875995,18.95,WD Parnell,Left-arm medium-fast,South Africa,2013
YK Pathan,82.0,1443.0,197.33333333333334,46.0,7.3125,25.73913043478261,YK Pathan,Right-arm offbreak,India,2013
YS Chahal,159.0,4681.0,604.6666666666666,213.0,7.741455347298787,17.03286384976526,YS Chahal,Legbreak googly,India,2013
Yuvraj Singh,73.0,1091.0,147.0,39.0,7.421768707482993,22.615384615384617,Yuvraj Singh,Slow left-arm orthodox,India,2013
Z Khan,99.0,2860.0,379.3333333333333,119.0,7.539543057996485,19.126050420168067,Z Khan,Left-arm fast-medium,India,2013
