bowler,matches_played,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate,Player_Name,Bowling_Skill,Country,season
A Mishra,162.0,4193.0,574.0,183.0,7.304878048780488,18.81967213114754,A Mishra,Legbreak,India,2021
A Nortje,46.0,1614.0,182.83333333333334,62.0,8.82771194165907,17.693548387096776,NA,NA,NA,2021
AD Russell,112.0,2691.0,295.1666666666667,125.0,9.116883116883116,14.168,AD Russell,Right-arm fast,West Indies,2021
AF Milne,10.0,339.0,36.166666666666664,9.0,9.373271889400922,24.11111111111111,AF Milne,Right-arm fast,New Zealand,2021
AK Markram,14.0,173.0,20.5,2.0,8.439024390243903,61.5,NA,NA,NA,2021
AR Patel,148.0,3824.0,525.3333333333334,131.0,7.279187817258883,24.061068702290076,AR Patel,Slow left-arm orthodox,India,2021
AU Rashid,3.0,91.0,10.0,2.0,9.1,30.0,NA,NA,NA,2021
Abdul Samad,5.0,113.0,9.166666666666666,2.0,12.327272727272728,27.5,NA,NA,NA,2021
Abhishek Sharma,26.0,396.0,46.333333333333336,11.0,8.546762589928058,25.272727272727273,NA,NA,NA,2021
Akash Singh,7.0,227.0,23.5,5.0,9.659574468085106,28.2,NA,NA,NA,2021
Arshdeep Singh,65.0,2097.0,242.16666666666666,84.0,8.659325533379215,17.297619047619047,NA,NA,NA,2021
Avesh Khan,62.0,2010.0,231.66666666666666,81.0,8.676258992805757,17.160493827160494,Avesh Khan,Right-arm fast-medium,NA,2021
B Kumar,176.0,5051.0,676.6666666666666,195.0,7.464532019704434,20.82051282051282,B Kumar,Right-arm medium,India,2021
BA Stokes,38.0,1023.0,120.5,31.0,8.489626556016598,23.322580645161292,BA Stokes,Right-arm fast-medium,NA,2021
C Sakariya,19.0,610.0,76.66666666666667,20.0,7.956521739130435,23.0,NA,NA,NA,2021
CH Morris,81.0,2377.0,300.1666666666667,107.0,7.91893392559689,16.83177570093458,CH Morris,Right-arm fast-medium,South Africa,2021
CJ Jordan,34.0,1111.0,119.5,36.0,9.297071129707113,19.916666666666668,CJ Jordan,Right-arm fast-medium,England,2021
CR Woakes,21.0,674.0,77.16666666666667,31.0,8.734341252699783,14.935483870967742,CR Woakes,Right-arm fast-medium,NA,2021
CV Varun,70.0,2042.0,270.6666666666667,85.0,7.544334975369457,19.105882352941176,NA,NA,NA,2021
DJ Bravo,158.0,4436.0,549.3333333333334,207.0,8.075242718446601,15.922705314009661,DJ Bravo,Right-arm medium-fast,West Indies,2021
DJ Hooda,33.0,535.0,64.0,10.0,8.359375,38.4,DJ Hooda,Right-arm offbreak,India,2021
DL Chahar,81.0,2243.0,291.0,79.0,7.707903780068729,22.10126582278481,DL Chahar,Right-arm medium,India,2021
DR Sams,16.0,528.0,64.83333333333333,15.0,8.143958868894602,25.933333333333334,NA,NA,NA,2021
DS Kulkarni,92.0,2513.0,312.6666666666667,91.0,8.03731343283582,20.615384615384617,DS Kulkarni,Right-arm medium,India,2021
DT Christian,49.0,1218.0,153.66666666666666,40.0,7.926247288503254,23.05,DT Christian,Right-arm fast-medium,Australia,2021
FA Allen,4.0,136.0,15.166666666666666,2.0,8.967032967032967,45.5,NA,NA,NA,2021
GD Phillips,4.0,40.0,5.166666666666667,2.0,7.741935483870967,15.5,NA,NA,NA,2021
GHS Garton,5.0,136.0,16.166666666666668,3.0,8.412371134020617,32.333333333333336,NA,NA,NA,2021
GJ Maxwell,79.0,1311.0,160.83333333333334,41.0,8.151295336787564,23.536585365853657,GJ Maxwell,Right-arm offbreak,Australia,2021
HV Patel,103.0,3215.0,380.6666666666667,151.0,8.44570928196147,15.125827814569536,HV Patel,Right-arm medium,India,2021
Harbhajan Singh,160.0,4101.0,582.6666666666666,161.0,7.0383295194508015,21.714285714285715,Harbhajan Singh,Right-arm offbreak,India,2021
Harpreet Brar,39.0,907.0,115.33333333333333,25.0,7.864161849710983,27.68,NA,NA,NA,2021
I Sharma,110.0,3255.0,404.8333333333333,96.0,8.04034582132565,25.302083333333332,I Sharma,Right-arm fast-medium,India,2021
IC Porel,1.0,42.0,4.333333333333333,1.0,9.692307692307693,26.0,NA,NA,NA,2021
Imran Tahir,59.0,1729.0,223.33333333333334,86.0,7.741791044776119,15.581395348837209,Imran Tahir,Legbreak googly,India,2021
J Suchith,21.0,604.0,72.33333333333333,20.0,8.350230414746544,21.7,J Suchith,Slow left-arm orthodox,India,2021
J Yadav,20.0,447.0,66.33333333333333,9.0,6.738693467336684,44.22222222222222,J Yadav,Right-arm offbreak,India,2021
JA Richardson,4.0,162.0,15.666666666666666,3.0,10.340425531914894,31.333333333333332,NA,NA,NA,2021
JD Unadkat,104.0,3219.0,365.6666666666667,109.0,8.803099361896079,20.128440366972477,JD Unadkat,Left-arm medium,India,2021
JDS Neesham,13.0,342.0,37.0,8.0,9.243243243243244,27.75,JDS Neesham,Right-arm medium,New Zealand,2021
JJ Bumrah,133.0,3840.0,530.8333333333334,182.0,7.233908948194662,17.5,JJ Bumrah,Right-arm medium,India,2021
JO Holder,46.0,1489.0,174.83333333333334,59.0,8.516682554814109,17.779661016949152,JO Holder,Right-arm medium-fast,West Indies,2021
JR Hazlewood,27.0,830.0,103.66666666666667,36.0,8.006430868167202,17.27777777777778,NA,NA,NA,2021
Jalaj S Saxena,1.0,27.0,3.0,0.0,9.0,NA,NA,NA,NA,2021
K Rabada,80.0,2652.0,317.8333333333333,126.0,8.34399580492921,15.134920634920634,K Rabada,Right-arm fast,NA,2021
