bowler,matches_played,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate,Player_Name,Bowling_Skill,Country,season
A Kumble,42.0,1089.0,163.83333333333334,49.0,6.646998982706002,20.06122448979592,A Kumble,Legbreak googly,India,2010
A Mishra,162.0,4193.0,574.0,183.0,7.304878048780488,18.81967213114754,A Mishra,Legbreak,India,2010
A Mithun,16.0,477.0,52.0,8.0,9.173076923076923,39.0,A Mithun,Right-arm medium,India,2010
A Nehra,88.0,2537.0,329.0,121.0,7.711246200607903,16.31404958677686,A Nehra,Left-arm medium-fast,India,2010
A Symonds,30.0,694.0,90.0,23.0,7.711111111111111,23.47826086956522,A Symonds,Right-arm offbreak,Australia,2010
A Uniyal,2.0,67.0,6.333333333333333,3.0,10.578947368421053,12.666666666666666,A Uniyal,Left-arm medium,India,2010
AA Jhunjhunwala,10.0,130.0,14.666666666666666,1.0,8.863636363636363,88.0,AA Jhunjhunwala,Right-arm offbreak,India,2010
AB Agarkar,42.0,1174.0,136.66666666666666,33.0,8.590243902439026,24.848484848484848,AB Agarkar,Right-arm fast,India,2010
AB Dinda,75.0,2103.0,264.8333333333333,82.0,7.940843297671492,19.378048780487806,AB Dinda,Right-arm medium-fast,India,2010
AB McDonald,10.0,263.0,31.333333333333332,14.0,8.393617021276595,13.428571428571429,AB McDonald,Right-arm fast-medium,Australia,2010
AC Voges,7.0,76.0,9.333333333333334,1.0,8.142857142857142,56.0,AC Voges,Slow left-arm orthodox,Australia,2010
AD Mascarenhas,13.0,365.0,51.666666666666664,19.0,7.064516129032258,16.31578947368421,AD Mascarenhas,Right-arm fast-medium,England,2010
AD Mathews,44.0,1095.0,134.5,28.0,8.141263940520446,28.821428571428573,AD Mathews,Right-arm fast-medium,Sri Lanka,2010
AG Murtaza,12.0,322.0,44.833333333333336,12.0,7.182156133828996,22.416666666666668,AG Murtaza,Slow left-arm orthodox,India,2010
AJ Finch,5.0,67.0,7.333333333333333,1.0,9.136363636363637,44.0,AJ Finch,Slow left-arm orthodox,Australia,2010
AN Ahmed,17.0,515.0,60.333333333333336,15.0,8.535911602209945,24.133333333333333,AN Ahmed,Right-arm medium-fast,India,2010
AP Dole,3.0,114.0,12.166666666666666,5.0,9.36986301369863,14.6,AP Dole,Right-arm medium-fast,India,2010
B Akhil,13.0,246.0,32.166666666666664,7.0,7.647668393782384,27.571428571428573,B Akhil,Right-arm medium-fast,India,2010
B Lee,38.0,1126.0,152.66666666666666,30.0,7.3755458515283845,30.533333333333335,B Lee,Right-arm fast,Australia,2010
BAW Mendis,10.0,306.0,41.333333333333336,9.0,7.403225806451612,27.555555555555557,BAW Mendis,Right-arm offbreak,Sri Lanka,2010
BJ Hodge,20.0,310.0,39.666666666666664,18.0,7.815126050420169,13.222222222222221,BJ Hodge,Right-arm offbreak,Australia,2010
Bipul Sharma,28.0,581.0,72.66666666666667,22.0,7.9954128440366965,19.818181818181817,Bipul Sharma,Slow left-arm orthodox,India,2010
C Ganapathy,1.0,13.0,1.0,0.0,13.0,NA,C Ganapathy,Right-arm medium,India,2010
CH Gayle,38.0,755.0,97.33333333333333,19.0,7.756849315068494,30.736842105263158,CH Gayle,Right-arm offbreak,West Indies,2010
CK Langeveldt,7.0,199.0,27.5,13.0,7.236363636363636,12.692307692307692,CK Langeveldt,Right-arm fast-medium,England,2010
CL White,6.0,86.0,7.666666666666667,1.0,11.217391304347826,46.0,CL White,Legbreak googly,Australia,2010
CRD Fernando,10.0,306.0,41.5,19.0,7.373493975903615,13.105263157894736,CRD Fernando,Right-arm fast-medium,Sri Lanka,2010
DE Bollinger,27.0,716.0,100.0,43.0,7.16,13.953488372093023,DE Bollinger,Left-arm fast-medium,Australia,2010
DJ Bravo,158.0,4436.0,549.3333333333334,207.0,8.075242718446601,15.922705314009661,DJ Bravo,Right-arm medium-fast,West Indies,2010
DJ Hussey,26.0,485.0,53.833333333333336,10.0,9.009287925696594,32.3,DJ Hussey,Right-arm offbreak,Australia,2010
DL Vettori,34.0,894.0,130.83333333333334,34.0,6.83312101910828,23.08823529411765,DL Vettori,Slow left-arm orthodox,New Zealand,2010
DP Nannes,29.0,815.0,114.83333333333333,38.0,7.097242380261249,18.13157894736842,DP Nannes,Left-arm fast,Australia,2010
DR Smith,46.0,825.0,92.83333333333333,27.0,8.88689407540395,20.62962962962963,DR Smith,Right-arm medium,West Indies,2010
DS Kulkarni,92.0,2513.0,312.6666666666667,91.0,8.03731343283582,20.615384615384617,DS Kulkarni,Right-arm medium,India,2010
DW Steyn,95.0,2583.0,380.3333333333333,105.0,6.791411042944786,21.733333333333334,DW Steyn,Right-arm fast,South Africa,2010
FY Fazal,2.0,20.0,2.0,1.0,10.0,12.0,FY Fazal,Right-arm medium,India,2010
