bowler,matches_played,runs_conceded,overs_bowled,wickets_taken,economy_rate,strike_rate,Player_Name,Bowling_Skill,Country,season
IS Sodhi,8.0,204.0,30.333333333333332,9.0,6.725274725274725,20.22222222222222,NA,NA,NA,2019
Imran Tahir,59.0,1729.0,223.33333333333334,86.0,7.741791044776119,15.581395348837209,Imran Tahir,Legbreak googly,India,2019
J Suchith,21.0,604.0,72.33333333333333,20.0,8.350230414746544,21.7,J Suchith,Slow left-arm orthodox,India,2019
J Yadav,20.0,447.0,66.33333333333333,9.0,6.738693467336684,44.22222222222222,J Yadav,Right-arm offbreak,India,2019
JC Archer,40.0,1210.0,164.5,49.0,7.355623100303951,20.142857142857142,NA,NA,NA,2019
JD Unadkat,104.0,3219.0,365.6666666666667,109.0,8.803099361896079,20.128440366972477,JD Unadkat,Left-arm medium,India,2019
JJ Bumrah,133.0,3840.0,530.8333333333334,182.0,7.233908948194662,17.5,JJ Bumrah,Right-arm medium,India,2019
JP Behrendorff,17.0,563.0,63.166666666666664,22.0,8.91292875989446,17.227272727272727,NA,NA,NA,2019
K Gowtham,35.0,825.0,99.83333333333333,22.0,8.263772954924875,27.227272727272727,K Gowtham,Right-arm offbreak,NA,2019
K Khejroliya,7.0,221.0,21.5,5.0,10.279069767441861,25.8,K Khejroliya,Left-arm fast-medium,NA,2019
K Rabada,80.0,2652.0,317.8333333333333,126.0,8.34399580492921,15.134920634920634,K Rabada,Right-arm fast,NA,2019
KC Cariappa,11.0,349.0,37.333333333333336,8.0,9.348214285714285,28.0,KC Cariappa,Legbreak,India,2019
KH Pandya,117.0,2644.0,363.8333333333333,80.0,7.267063673843335,27.2875,KH Pandya,Slow left-arm orthodox,India,2019
KK Ahmed,57.0,1918.0,224.16666666666666,78.0,8.556133828996282,17.243589743589745,NA,NA,NA,2019
KMA Paul,8.0,239.0,30.0,10.0,7.966666666666667,18.0,NA,NA,NA,2019
KV Sharma,82.0,2130.0,253.33333333333334,82.0,8.407894736842104,18.536585365853657,KV Sharma,Legbreak googly,India,2019
Kuldeep Yadav,82.0,2413.0,297.6666666666667,90.0,8.106382978723405,19.844444444444445,Kuldeep Yadav,Slow left-arm chinaman,India,2019
LH Ferguson,45.0,1451.0,167.0,57.0,8.688622754491018,17.57894736842105,LH Ferguson,Right-arm fast-medium,NA,2019
LS Livingstone,22.0,395.0,44.5,11.0,8.876404494382022,24.272727272727273,NA,NA,NA,2019
M Ashwin,44.0,1182.0,149.66666666666666,35.0,7.8975501113585755,25.65714285714286,M Ashwin,Legbreak googly,India,2019
M Markande,37.0,1081.0,122.83333333333333,37.0,8.800542740841248,19.91891891891892,M Markande,Legbreak googly,NA,2019
M Prasidh Krishna,51.0,1741.0,205.16666666666666,54.0,8.48578391551584,22.796296296296298,NA,NA,NA,2019
MJ McClenaghan,56.0,1839.0,224.33333333333334,75.0,8.197622585438335,17.946666666666665,MJ McClenaghan,Left-arm fast-medium,New Zealand,2019
MJ Santner,18.0,428.0,61.666666666666664,16.0,6.940540540540541,23.125,NA,NA,NA,2019
MM Ali,52.0,900.0,128.33333333333334,40.0,7.012987012987012,19.25,NA,NA,NA,2019
MM Sharma,111.0,3278.0,384.6666666666667,147.0,8.52166377816291,15.700680272108844,MM Sharma,Right-arm medium,India,2019
MP Stoinis,62.0,1300.0,138.5,45.0,9.386281588447654,18.466666666666665,MP Stoinis,Right-arm medium,Australia,2019
Mandeep Singh,2.0,26.0,2.0,0.0,13.0,NA,Mandeep Singh,Right-arm medium,India,2019
Mohammad Nabi,23.0,527.0,69.83333333333333,15.0,7.5465393794749405,27.933333333333334,Mohammad Nabi,Right-arm offbreak,NA,2019
Mohammed Shami,110.0,3486.0,420.1666666666667,144.0,8.296707655692185,17.506944444444443,Mohammed Shami,Right-arm fast-medium,India,2019
Mohammed Siraj,93.0,2894.0,346.8333333333333,96.0,8.34406535319558,21.677083333333332,Mohammed Siraj,Right-arm fast,NA,2019
Mujeeb Ur Rahman,19.0,598.0,75.33333333333333,20.0,7.938053097345133,22.6,NA,NA,NA,2019
N Rana,24.0,253.0,30.833333333333332,10.0,8.205405405405406,18.5,N Rana,Right-arm offbreak,India,2019
Navdeep Saini,31.0,968.0,113.66666666666667,26.0,8.516129032258064,26.23076923076923,NA,NA,NA,2019
O Thomas,4.0,85.0,10.5,5.0,8.095238095238095,12.6,O Thomas,Right-arm fast,NA,2019
P Negi,42.0,954.0,122.16666666666667,38.0,7.80900409276944,19.289473684210527,P Negi,Slow left-arm orthodox,India,2019
P Ray Barman,1.0,56.0,4.0,0.0,14.0,NA,NA,NA,NA,2019
PP Chawla,191.0,5179.0,649.1666666666666,201.0,7.977920410783056,19.378109452736318,PP Chawla,Legbreak,India,2019
R Ashwin,208.0,5435.0,779.8333333333334,198.0,6.969437914084206,23.63131313131313,R Ashwin,Right-arm offbreak,India,2019
R Parag,21.0,307.0,30.166666666666668,5.0,10.176795580110497,36.2,R Parag,Legbreak,NA,2019
R Tewatia,52.0,1117.0,144.33333333333334,36.0,7.739030023094688,24.055555555555557,R Tewatia,Legbreak,India,2019
RA Jadeja,211.0,4917.0,649.1666666666666,169.0,7.5743260590500645,23.047337278106507,RA Jadeja,Slow left-arm orthodox,India,2019
RD Chahar,77.0,2165.0,282.8333333333333,76.0,7.65468473777254,22.32894736842105,RD Chahar,Legbreak googly,NA,2019
Rashid Khan,121.0,3340.0,483.5,157.0,6.907962771458118,18.477707006369428,Rashid Khan,Legbreak googly,NA,2019
Rasikh Salam,11.0,341.0,34.5,9.0,9.884057971014492,23.0,NA,NA,NA,2019
S Dube,14.0,190.0,19.5,6.0,9.743589743589743,19.5,S Dube,Right-arm fast-medium,NA,2019
S Gopal,51.0,1358.0,166.66666666666666,53.0,8.148,18.867924528301888,S Gopal,Legbreak,India,2019
S Kaul,55.0,1772.0,206.33333333333334,63.0,8.588045234248789,19.650793650793652,S Kaul,Right-arm medium,India,2019
S Lamichhane,9.0,297.0,35.166666666666664,14.0,8.445497630331754,15.071428571428571,S Lamichhane,Legbreak googly,NA,2019
S Midhun,1.0,29.0,2.1666666666666665,0.0,13.384615384615385,NA,S Midhun,Legbreak,NA,2019
S Nadeem,70.0,1800.0,240.66666666666666,54.0,7.4792243767313025,26.74074074074074,S Nadeem,Slow left-arm orthodox,India,2019
S Sandeep Warrier,10.0,257.0,29.333333333333332,8.0,8.761363636363637,22.0,NA,NA,NA,2019
SC Kuggeleijn,2.0,71.0,8.333333333333334,2.0,8.52,25.0,NA,NA,NA,2019
SE Rutherford,6.0,60.0,7.666666666666667,1.0,7.826086956521739,46.0,NA,NA,NA,2019
SK Raina,69.0,1139.0,155.0,30.0,7.348387096774194,31.0,SK Raina,Right-arm offbreak,India,2019
SL Malinga,122.0,3486.0,495.6666666666667,188.0,7.032952252858103,15.819148936170214,SL Malinga,Right-arm fast,Sri Lanka,2019
SM Curran,58.0,1924.0,205.66666666666666,62.0,9.354943273905997,19.903225806451612,NA,NA,NA,2019
SN Khan,1.0,6.0,0.3333333333333333,0.0,18.0,NA,SN Khan,Legbreak,India,2019
SN Thakur,92.0,2908.0,329.8333333333333,100.0,8.816574027286508,19.79,SN Thakur,Right-arm medium,India,2019
SP Narine,175.0,4672.0,691.0,200.0,6.7612156295224315,20.73,SP Narine,Right-arm offbreak,West Indies,2019
STR Binny,63.0,763.0,101.83333333333333,28.0,7.4926350245499185,21.821428571428573,STR Binny,Right-arm medium,India,2019
Sandeep Sharma,126.0,3758.0,487.5,153.0,7.708717948717949,19.11764705882353,Sandeep Sharma,Right-arm medium,India,2019
Shakib Al Hasan,70.0,1864.0,252.5,71.0,7.3821782178217825,21.338028169014084,Shakib Al Hasan,Slow left-arm orthodox,Bangladesh,2019
TA Boult,103.0,3286.0,404.6666666666667,128.0,8.120263591433279,18.96875,TA Boult,Left-arm fast-medium,New Zealand,2019
TG Southee,54.0,1774.0,210.33333333333334,57.0,8.434231378763867,22.140350877192983,TG Southee,Right-arm medium-fast,New Zealand,2019
UT Yadav,147.0,4442.0,531.6666666666666,163.0,8.354858934169279,19.570552147239265,UT Yadav,Right-arm fast-medium,India,2019
V Shankar,22.0,344.0,43.0,12.0,8.0,21.5,V Shankar,Right-arm medium,India,2019
VR Aaron,50.0,1527.0,177.5,46.0,8.60281690140845,23.152173913043477,VR Aaron,Right-arm fast,India,2019
Washington Sundar,58.0,1335.0,177.33333333333334,39.0,7.5281954887218046,27.28205128205128,Washington Sundar,Right-arm offbreak,NA,2019
Y Prithvi Raj,2.0,57.0,5.5,1.0,10.363636363636363,33.0,NA,NA,NA,2019
YK Pathan,82.0,1443.0,197.33333333333334,46.0,7.3125,25.73913043478261,YK Pathan,Right-arm offbreak,India,2019
YS Chahal,159.0,4681.0,604.6666666666666,213.0,7.741455347298787,17.03286384976526,YS Chahal,Legbreak googly,India,2019
