batter,matches_played,runs_scored,balls_faced,strike_rate,average,Player_Name,Batting_Hand,Country,season
A Choudhary,3.0,25.0,20.0,125.0,1.25,A Choudhary,Right_hand,NA,2017
A Mishra,55.0,381.0,440.0,86.5909090909091,0.865909090909091,A Mishra,Right_Hand,India,2017
A Zampa,5.0,15.0,25.0,60.0,0.6,A Zampa,Right_Hand,Australia,2017
AB Dinda,16.0,26.0,50.0,52.0,0.52,AB Dinda,Right_Hand,India,2017
AB de Villiers,170.0,5181.0,3487.0,148.58044164037855,1.4858044164037856,AB de Villiers,Right_Hand,South Africa,2017
AD Mathews,41.0,724.0,599.0,120.86811352253757,1.2086811352253757,AD Mathews,Right_Hand,Sri Lanka,2017
AD Nath,10.0,90.0,99.0,90.9090909090909,0.9090909090909091,AD Nath,Right_Hand,India,2017
AF Milne,6.0,23.0,31.0,74.19354838709677,0.7419354838709677,AF Milne,Right_Hand,New Zealand,2017
AJ Finch,90.0,2092.0,1696.0,123.34905660377358,1.2334905660377358,AJ Finch,Right_Hand,Australia,2017
AJ Tye,13.0,91.0,79.0,115.18987341772151,1.1518987341772151,AJ Tye,Right_hand,NA,2017
AM Rahane,171.0,4642.0,3858.0,120.32141005702437,1.2032141005702437,AM Rahane,Right_Hand,India,2017
AP Tare,27.0,339.0,285.0,118.94736842105263,1.1894736842105262,AP Tare,Right_Hand,India,2017
AR Bawne,1.0,12.0,12.0,100.0,1.0,AR Bawne,Right_Hand,NA,2017
AR Patel,112.0,1653.0,1318.0,125.41729893778452,1.2541729893778453,AR Patel,Left_Hand,India,2017
AS Rajpoot,7.0,26.0,41.0,63.41463414634146,0.6341463414634146,AS Rajpoot,Right_Hand,India,2017
AT Rayudu,185.0,4348.0,3490.0,124.58452722063038,1.2458452722063038,AT Rayudu,Right_Hand,India,2017
Ankit Sharma,10.0,87.0,69.0,126.08695652173914,1.2608695652173914,Ankit Sharma,Left_Hand,India,2017
Ankit Soni,3.0,7.0,9.0,77.77777777777779,0.7777777777777778,Ankit Soni,Right_hand,NA,2017
Anureet Singh,8.0,36.0,47.0,76.59574468085107,0.7659574468085106,Anureet Singh,Right_Hand,India,2017
B Kumar,65.0,306.0,338.0,90.53254437869822,0.9053254437869822,B Kumar,Right_Hand,India,2017
BA Stokes,43.0,935.0,718.0,130.22284122562675,1.3022284122562675,BA Stokes,Left_Hand,NA,2017
BB McCullum,109.0,2882.0,2272.0,126.84859154929578,1.2684859154929577,BB McCullum,Right_Hand,New Zealand,2017
BCJ Cutting,17.0,238.0,146.0,163.013698630137,1.63013698630137,BCJ Cutting,Right_Hand,Australia,2017
Basil Thampi,7.0,32.0,37.0,86.48648648648648,0.8648648648648649,Basil Thampi,Right_hand,NA,2017
Bipul Sharma,17.0,187.0,124.0,150.80645161290323,1.5080645161290323,Bipul Sharma,Left_Hand,India,2017
C de Grandhomme,21.0,303.0,229.0,132.31441048034935,1.3231441048034935,C de Grandhomme,Right_hand,NA,2017
CA Lynn,42.0,1329.0,974.0,136.4476386036961,1.364476386036961,CA Lynn,Right_Hand,Australia,2017
CH Gayle,141.0,4997.0,3516.0,142.1217292377702,1.421217292377702,CH Gayle,Left_Hand,West Indies,2017
CH Morris,49.0,618.0,413.0,149.636803874092,1.4963680387409202,CH Morris,Right_Hand,South Africa,2017
CJ Anderson,29.0,538.0,436.0,123.39449541284404,1.2339449541284404,CJ Anderson,Left_Hand,New Zealand,2017
CJ Jordan,12.0,81.0,81.0,100.0,1.0,CJ Jordan,Right_Hand,England,2017
CR Brathwaite,14.0,181.0,120.0,150.83333333333334,1.5083333333333333,CR Brathwaite,Right_Hand,West Indies,2017
CR Woakes,12.0,78.0,77.0,101.29870129870129,1.0129870129870129,CR Woakes,Right_hand,NA,2017
DA Miller,123.0,2924.0,2171.0,134.68447719944726,1.3468447719944725,DA Miller,Left_Hand,South Africa,2017
DA Warner,184.0,6567.0,4849.0,135.4299855640338,1.3542998556403383,DA Warner,Left_Hand,Australia,2017
DJ Hooda,96.0,1466.0,1170.0,125.2991452991453,1.252991452991453,DJ Hooda,Right_Hand,India,2017
DL Chahar,12.0,80.0,61.0,131.14754098360655,1.3114754098360655,DL Chahar,Right_Hand,India,2017
DM Bravo,1.0,6.0,5.0,120.0,1.2,DM Bravo,Left_Hand,NA,2017
DR Smith,88.0,2385.0,1803.0,132.27953410981698,1.3227953410981697,DR Smith,Right_Hand,West Indies,2017
DS Kulkarni,20.0,104.0,113.0,92.03539823008849,0.9203539823008849,DS Kulkarni,Right_Hand,India,2017
DT Christian,41.0,460.0,408.0,112.74509803921569,1.1274509803921569,DT Christian,Right_Hand,Australia,2017
EJG Morgan,74.0,1406.0,1181.0,119.05165114309906,1.1905165114309906,EJG Morgan,Left_Hand,England,2017
F du Plessis,138.0,4571.0,3435.0,133.07132459970887,1.3307132459970887,F du Plessis,Right_Hand,South Africa,2017
G Gambhir,151.0,4217.0,3524.0,119.66515323496027,1.1966515323496028,G Gambhir,Left_Hand,India,2017
GJ Maxwell,128.0,2772.0,1842.0,150.4885993485342,1.504885993485342,GJ Maxwell,Right_Hand,Australia,2017
HH Pandya,128.0,2534.0,1814.0,139.69128996692393,1.3969128996692393,HH Pandya,Right_Hand,India,2017
HM Amla,16.0,577.0,418.0,138.03827751196172,1.3803827751196172,HM Amla,Right_Hand,South Africa,2017
Harbhajan Singh,88.0,833.0,636.0,130.9748427672956,1.309748427672956,Harbhajan Singh,Right_Hand,India,2017
I Sharma,21.0,57.0,71.0,80.28169014084507,0.8028169014084507,I Sharma,Right_Hand,India,2017
IK Pathan,82.0,1150.0,985.0,116.75126903553299,1.16751269035533,IK Pathan,Left_Hand,India,2017
IR Jaggi,7.0,76.0,100.0,76.0,0.76,IR Jaggi,Right_Hand,India,2017
Imran Tahir,8.0,33.0,37.0,89.1891891891892,0.8918918918918919,Imran Tahir,Right_Hand,India,2017
Iqbal Abdulla,13.0,88.0,86.0,102.32558139534885,1.0232558139534884,Iqbal Abdulla,Left_Hand,India,2017
Ishan Kishan,99.0,2644.0,1991.0,132.79758915118032,1.3279758915118032,Ishan Kishan,Left_Hand,India,2017
JC Buttler,106.0,3583.0,2519.0,142.23898372369987,1.4223898372369987,JC Buttler,Right_Hand,England,2017
JD Unadkat,27.0,197.0,170.0,115.88235294117648,1.1588235294117648,JD Unadkat,Right_Hand,India,2017
JJ Bumrah,26.0,68.0,80.0,85.0,0.85,JJ Bumrah,Right_Hand,India,2017
JJ Roy,21.0,614.0,460.0,133.47826086956522,1.3347826086956522,JJ Roy,Right_hand,NA,2017
JP Faulkner,45.0,527.0,406.0,129.80295566502463,1.2980295566502462,JP Faulkner,Right_Hand,Australia,2017
K Rabada,28.0,206.0,207.0,99.51690821256038,0.9951690821256038,K Rabada,Left_Hand,NA,2017
KA Pollard,168.0,3437.0,2447.0,140.45770331017573,1.4045770331017573,KA Pollard,Right_Hand,West Indies,2017
KC Cariappa,5.0,24.0,21.0,114.28571428571428,1.1428571428571428,KC Cariappa,Right_Hand,India,2017
KD Karthik,233.0,4843.0,3687.0,131.35340385136968,1.3135340385136969,KD Karthik,Right_Hand,India,2017
KH Pandya,107.0,1647.0,1287.0,127.97202797202797,1.2797202797202798,KH Pandya,Left_Hand,India,2017
