batter,matches_played,runs_scored,balls_faced,strike_rate,average,Player_Name,Batting_Hand,Country,season
A Ashish Reddy,23.0,280.0,196.0,142.85714285714286,1.4285714285714286,A Ashish Reddy,Right_Hand,India,2016
A Mishra,55.0,381.0,440.0,86.5909090909091,0.865909090909091,A Mishra,Right_Hand,India,2016
A Nehra,17.0,41.0,63.0,65.07936507936508,0.6507936507936508,A Nehra,Right_Hand,India,2016
A Zampa,5.0,15.0,25.0,60.0,0.6,A Zampa,Right_Hand,Australia,2016
AB de Villiers,170.0,5181.0,3487.0,148.58044164037855,1.4858044164037856,AB de Villiers,Right_Hand,South Africa,2016
AD Nath,10.0,90.0,99.0,90.9090909090909,0.9090909090909091,AD Nath,Right_Hand,India,2016
AD Russell,104.0,2488.0,1515.0,164.22442244224422,1.6422442244224422,AD Russell,Right_Hand,West Indies,2016
AJ Finch,90.0,2092.0,1696.0,123.34905660377358,1.2334905660377358,AJ Finch,Right_Hand,Australia,2016
AM Rahane,171.0,4642.0,3858.0,120.32141005702437,1.2032141005702437,AM Rahane,Right_Hand,India,2016
AP Tare,27.0,339.0,285.0,118.94736842105263,1.1894736842105262,AP Tare,Right_Hand,India,2016
AR Patel,112.0,1653.0,1318.0,125.41729893778452,1.2541729893778453,AR Patel,Left_Hand,India,2016
AT Rayudu,185.0,4348.0,3490.0,124.58452722063038,1.2458452722063038,AT Rayudu,Right_Hand,India,2016
Ankit Sharma,10.0,87.0,69.0,126.08695652173914,1.2608695652173914,Ankit Sharma,Left_Hand,India,2016
B Kumar,65.0,306.0,338.0,90.53254437869822,0.9053254437869822,B Kumar,Right_Hand,India,2016
BB McCullum,109.0,2882.0,2272.0,126.84859154929578,1.2684859154929577,BB McCullum,Right_Hand,New Zealand,2016
BB Sran,7.0,10.0,14.0,71.42857142857143,0.7142857142857143,BB Sran,Left_Hand,India,2016
BCJ Cutting,17.0,238.0,146.0,163.013698630137,1.63013698630137,BCJ Cutting,Right_Hand,Australia,2016
Bipul Sharma,17.0,187.0,124.0,150.80645161290323,1.5080645161290323,Bipul Sharma,Left_Hand,India,2016
C Munro,11.0,177.0,144.0,122.91666666666667,1.2291666666666667,C Munro,Left_Hand,New Zealand,2016
CA Lynn,42.0,1329.0,974.0,136.4476386036961,1.364476386036961,CA Lynn,Right_Hand,Australia,2016
CH Gayle,141.0,4997.0,3516.0,142.1217292377702,1.421217292377702,CH Gayle,Left_Hand,West Indies,2016
CH Morris,49.0,618.0,413.0,149.636803874092,1.4963680387409202,CH Morris,Right_Hand,South Africa,2016
CJ Jordan,12.0,81.0,81.0,100.0,1.0,CJ Jordan,Right_Hand,England,2016
CR Brathwaite,14.0,181.0,120.0,150.83333333333334,1.5083333333333333,CR Brathwaite,Right_Hand,West Indies,2016
D Wiese,11.0,148.0,105.0,140.95238095238096,1.4095238095238096,D Wiese,Right_Hand,South Africa,2016
DA Miller,123.0,2924.0,2171.0,134.68447719944726,1.3468447719944725,DA Miller,Left_Hand,South Africa,2016
DA Warner,184.0,6567.0,4849.0,135.4299855640338,1.3542998556403383,DA Warner,Left_Hand,Australia,2016
DJ Bravo,110.0,1560.0,1247.0,125.10024057738573,1.2510024057738574,DJ Bravo,Right_Hand,West Indies,2016
DJ Hooda,96.0,1466.0,1170.0,125.2991452991453,1.252991452991453,DJ Hooda,Right_Hand,India,2016
DR Smith,88.0,2385.0,1803.0,132.27953410981698,1.3227953410981697,DR Smith,Right_Hand,West Indies,2016
DS Kulkarni,20.0,104.0,113.0,92.03539823008849,0.9203539823008849,DS Kulkarni,Right_Hand,India,2016
DW Steyn,33.0,167.0,163.0,102.45398773006136,1.0245398773006136,DW Steyn,Right_Hand,South Africa,2016
EJG Morgan,74.0,1406.0,1181.0,119.05165114309906,1.1905165114309906,EJG Morgan,Left_Hand,England,2016
ER Dwivedi,2.0,24.0,15.0,160.0,1.6,ER Dwivedi,Right_Hand,India,2016
F Behardien,3.0,14.0,13.0,107.6923076923077,1.0769230769230769,F Behardien,Right_Hand,South Africa,2016
F du Plessis,138.0,4571.0,3435.0,133.07132459970887,1.3307132459970887,F du Plessis,Right_Hand,South Africa,2016
G Gambhir,151.0,4217.0,3524.0,119.66515323496027,1.1966515323496028,G Gambhir,Left_Hand,India,2016
GJ Bailey,36.0,663.0,552.0,120.1086956521739,1.201086956521739,GJ Bailey,Right_Hand,Australia,2016
GJ Maxwell,128.0,2772.0,1842.0,150.4885993485342,1.504885993485342,GJ Maxwell,Right_Hand,Australia,2016
Gurkeerat Singh,32.0,511.0,436.0,117.20183486238531,1.1720183486238531,Gurkeerat Singh,Right_Hand,India,2016
HH Pandya,128.0,2534.0,1814.0,139.69128996692393,1.3969128996692393,HH Pandya,Right_Hand,India,2016
HM Amla,16.0,577.0,418.0,138.03827751196172,1.3803827751196172,HM Amla,Right_Hand,South Africa,2016
Harbhajan Singh,88.0,833.0,636.0,130.9748427672956,1.309748427672956,Harbhajan Singh,Right_Hand,India,2016
IK Pathan,82.0,1150.0,985.0,116.75126903553299,1.16751269035533,IK Pathan,Left_Hand,India,2016
Imran Tahir,8.0,33.0,37.0,89.1891891891892,0.8918918918918919,Imran Tahir,Right_Hand,India,2016
Iqbal Abdulla,13.0,88.0,86.0,102.32558139534885,1.0232558139534884,Iqbal Abdulla,Left_Hand,India,2016
Ishan Kishan,99.0,2644.0,1991.0,132.79758915118032,1.3279758915118032,Ishan Kishan,Left_Hand,India,2016
J Yadav,4.0,40.0,38.0,105.26315789473684,1.0526315789473684,J Yadav,Right_Hand,India,2016
JA Morkel,67.0,975.0,712.0,136.93820224719101,1.3693820224719102,JA Morkel,Left_Hand,South Africa,2016
JC Buttler,106.0,3583.0,2519.0,142.23898372369987,1.4223898372369987,JC Buttler,Right_Hand,England,2016
JJ Bumrah,26.0,68.0,80.0,85.0,0.85,JJ Bumrah,Right_Hand,India,2016
JO Holder,27.0,259.0,217.0,119.35483870967742,1.1935483870967742,JO Holder,Right_Hand,West Indies,2016
JP Duminy,75.0,2029.0,1680.0,120.77380952380952,1.2077380952380952,JP Duminy,Left_Hand,South Africa,2016
JP Faulkner,45.0,527.0,406.0,129.80295566502463,1.2980295566502462,JP Faulkner,Right_Hand,Australia,2016
KA Pollard,168.0,3437.0,2447.0,140.45770331017573,1.4045770331017573,KA Pollard,Right_Hand,West Indies,2016
KC Cariappa,5.0,24.0,21.0,114.28571428571428,1.1428571428571428,KC Cariappa,Right_Hand,India,2016
KD Karthik,233.0,4843.0,3687.0,131.35340385136968,1.3135340385136969,KD Karthik,Right_Hand,India,2016
KH Pandya,107.0,1647.0,1287.0,127.97202797202797,1.2797202797202798,KH Pandya,Left_Hand,India,2016
KJ Abbott,3.0,13.0,8.0,162.5,1.625,KJ Abbott,Right_Hand,South Africa,2016
KK Nair,68.0,1496.0,1192.0,125.503355704698,1.25503355704698,KK Nair,Right_Hand,India,2016
KL Rahul,122.0,4689.0,3578.0,131.05086640581328,1.310508664058133,KL Rahul,Right_Hand,India,2016
KM Jadhav,81.0,1208.0,1012.0,119.36758893280633,1.1936758893280632,KM Jadhav,Right_Hand,India,2016
KP Pietersen,36.0,1001.0,758.0,132.05804749340368,1.3205804749340369,KP Pietersen,Right_Hand,South Africa,2016
