batter,matches_played,runs_scored,balls_faced,strike_rate,average,Player_Name,Batting_Hand,Country,season
A Ashish Reddy,23.0,280.0,196.0,142.85714285714286,1.4285714285714286,A Ashish Reddy,Right_Hand,India,2012
A Chandila,2.0,4.0,7.0,57.14285714285714,0.5714285714285714,A Chandila,Right_Hand,India,2012
A Mishra,55.0,381.0,440.0,86.5909090909091,0.865909090909091,A Mishra,Right_Hand,India,2012
A Nehra,17.0,41.0,63.0,65.07936507936508,0.6507936507936508,A Nehra,Right_Hand,India,2012
A Singh,5.0,2.0,10.0,20.0,0.2,A Singh,Right_Hand,India,2012
AA Chavan,3.0,12.0,11.0,109.09090909090908,1.0909090909090908,AA Chavan,Right_Hand,India,2012
AA Jhunjhunwala,15.0,217.0,218.0,99.54128440366972,0.9954128440366973,AA Jhunjhunwala,Right_Hand,India,2012
AB Dinda,16.0,26.0,50.0,52.0,0.52,AB Dinda,Right_Hand,India,2012
AB McDonald,9.0,123.0,103.0,119.41747572815532,1.1941747572815533,AB McDonald,Right_Hand,Australia,2012
AB de Villiers,170.0,5181.0,3487.0,148.58044164037855,1.4858044164037856,AB de Villiers,Right_Hand,South Africa,2012
AC Blizzard,7.0,120.0,91.0,131.86813186813185,1.3186813186813187,AC Blizzard,Left_Hand,Australia,2012
AC Gilchrist,80.0,2069.0,1555.0,133.05466237942122,1.3305466237942123,AC Gilchrist,Left_Hand,Australia,2012
AC Thomas,4.0,20.0,19.0,105.26315789473684,1.0526315789473684,AC Thomas,Right_Hand,England,2012
AD Mascarenhas,11.0,79.0,79.0,100.0,1.0,AD Mascarenhas,Right_Hand,England,2012
AD Mathews,41.0,724.0,599.0,120.86811352253757,1.2086811352253757,AD Mathews,Right_Hand,Sri Lanka,2012
AD Russell,104.0,2488.0,1515.0,164.22442244224422,1.6422442244224422,AD Russell,Right_Hand,West Indies,2012
AG Murtaza,3.0,10.0,14.0,71.42857142857143,0.7142857142857143,AG Murtaza,Left_Hand,India,2012
AJ Finch,90.0,2092.0,1696.0,123.34905660377358,1.2334905660377358,AJ Finch,Right_Hand,Australia,2012
AL Menaria,23.0,401.0,367.0,109.26430517711172,1.0926430517711172,AL Menaria,Left_Hand,India,2012
AM Nayar,50.0,672.0,588.0,114.28571428571428,1.1428571428571428,AM Nayar,Left_Hand,India,2012
AM Rahane,171.0,4642.0,3858.0,120.32141005702437,1.2032141005702437,AM Rahane,Right_Hand,India,2012
AP Majumdar,4.0,87.0,77.0,112.98701298701299,1.12987012987013,AP Majumdar,Right_Hand,India,2012
AT Rayudu,185.0,4348.0,3490.0,124.58452722063038,1.2458452722063038,AT Rayudu,Right_Hand,India,2012
AUK Pathan,7.0,39.0,26.0,150.0,1.5,AUK Pathan,Right_Hand,India,2012
Ankit Sharma,10.0,87.0,69.0,126.08695652173914,1.2608695652173914,Ankit Sharma,Left_Hand,India,2012
Azhar Mahmood,21.0,388.0,311.0,124.7588424437299,1.247588424437299,Azhar Mahmood,Right_Hand,Pakistan,2012
B Chipli,21.0,280.0,256.0,109.375,1.09375,B Chipli,Right_Hand,India,2012
B Kumar,65.0,306.0,338.0,90.53254437869822,0.9053254437869822,B Kumar,Right_Hand,India,2012
B Lee,19.0,124.0,102.0,121.56862745098039,1.2156862745098038,B Lee,Right_Hand,Australia,2012
BA Bhatt,2.0,6.0,7.0,85.71428571428571,0.8571428571428571,BA Bhatt,Left_Hand,India,2012
BB McCullum,109.0,2882.0,2272.0,126.84859154929578,1.2684859154929577,BB McCullum,Right_Hand,New Zealand,2012
