batter,matches_played,runs_scored,balls_faced,strike_rate,average,Player_Name,Batting_Hand,Country,season
A Badoni,35.0,634.0,505.0,125.54455445544555,1.2554455445544555,NA,NA,NA,2023
A Manohar,15.0,231.0,181.0,127.62430939226519,1.276243093922652,NA,NA,NA,2023
A Mishra,55.0,381.0,440.0,86.5909090909091,0.865909090909091,A Mishra,Right_Hand,India,2023
A Nortje,13.0,49.0,51.0,96.07843137254902,0.9607843137254902,NA,NA,NA,2023
A Zampa,5.0,15.0,25.0,60.0,0.6,A Zampa,Right_Hand,Australia,2023
AD Russell,104.0,2488.0,1515.0,164.22442244224422,1.6422442244224422,AD Russell,Right_Hand,West Indies,2023
AJ Hosein,1.0,16.0,11.0,145.45454545454547,1.4545454545454546,NA,NA,NA,2023
AK Markram,42.0,995.0,787.0,126.4294790343075,1.264294790343075,NA,NA,NA,2023
AM Rahane,171.0,4642.0,3858.0,120.32141005702437,1.2032141005702437,AM Rahane,Right_Hand,India,2023
AR Patel,112.0,1653.0,1318.0,125.41729893778452,1.2541729893778453,AR Patel,Left_Hand,India,2023
AS Joseph,5.0,27.0,32.0,84.375,0.84375,NA,NA,NA,2023
AS Roy,6.0,26.0,24.0,108.33333333333333,1.0833333333333333,NA,NA,NA,2023
AT Rayudu,185.0,4348.0,3490.0,124.58452722063038,1.2458452722063038,AT Rayudu,Right_Hand,India,2023
AU Rashid,2.0,22.0,17.0,129.41176470588235,1.2941176470588236,NA,NA,NA,2023
Abdul Basith,1.0,1.0,1.0,100.0,1.0,NA,NA,NA,2023
Abdul Samad,39.0,579.0,408.0,141.91176470588235,1.4191176470588236,NA,NA,NA,2023
Abhishek Sharma,61.0,1377.0,925.0,148.86486486486484,1.4886486486486485,NA,NA,NA,2023
Abishek Porel,16.0,360.0,244.0,147.54098360655738,1.4754098360655739,NA,NA,NA,2023
Akash Deep,3.0,19.0,12.0,158.33333333333331,1.5833333333333333,NA,NA,NA,2023
Aman Hakim Khan,10.0,115.0,109.0,105.50458715596329,1.055045871559633,NA,NA,NA,2023
Anmolpreet Singh,9.0,139.0,117.0,118.80341880341881,1.188034188034188,NA,NA,NA,2023
Anuj Rawat,21.0,318.0,276.0,115.21739130434783,1.1521739130434783,NA,NA,NA,2023
Arjun Tendulkar,1.0,13.0,9.0,144.44444444444443,1.4444444444444444,NA,NA,NA,2023
Arshad Khan,6.0,96.0,67.0,143.28358208955223,1.4328358208955223,NA,NA,NA,2023
Arshdeep Singh,11.0,29.0,42.0,69.04761904761905,0.6904761904761905,NA,NA,NA,2023
Atharva Taide,9.0,247.0,177.0,139.54802259887003,1.3954802259887005,NA,NA,NA,2023
Avesh Khan,9.0,41.0,25.0,164.0,1.64,Avesh Khan,Right_Hand,NA,2023
B Kumar,65.0,306.0,338.0,90.53254437869822,0.9053254437869822,B Kumar,Right_Hand,India,2023
B Sai Sudharsan,25.0,1034.0,770.0,134.28571428571428,1.3428571428571427,NA,NA,NA,2023
BA Stokes,43.0,935.0,718.0,130.22284122562675,1.3022284122562675,BA Stokes,Left_Hand,NA,2023
C Green,28.0,707.0,472.0,149.78813559322032,1.4978813559322033,NA,NA,NA,2023
C Sakariya,7.0,20.0,31.0,64.51612903225806,0.6451612903225806,NA,NA,NA,2023
CJ Jordan,12.0,81.0,81.0,100.0,1.0,CJ Jordan,Right_Hand,England,2023
CV Varun,10.0,25.0,49.0,51.02040816326531,0.5102040816326531,NA,NA,NA,2023
D Padikkal,64.0,1559.0,1323.0,117.83824640967498,1.1783824640967497,NA,NA,NA,2023
D Wiese,11.0,148.0,105.0,140.95238095238096,1.4095238095238096,D Wiese,Right_Hand,South Africa,2023
DA Miller,123.0,2924.0,2171.0,134.68447719944726,1.3468447719944725,DA Miller,Left_Hand,South Africa,2023
DA Warner,184.0,6567.0,4849.0,135.4299855640338,1.3542998556403383,DA Warner,Left_Hand,Australia,2023
DG Nalkande,2.0,12.0,12.0,100.0,1.0,NA,NA,NA,2023
DJ Hooda,96.0,1466.0,1170.0,125.2991452991453,1.252991452991453,DJ Hooda,Right_Hand,India,2023
DJ Willey,5.0,53.0,64.0,82.8125,0.828125,NA,NA,NA,2023
DL Chahar,12.0,80.0,61.0,131.14754098360655,1.3114754098360655,DL Chahar,Right_Hand,India,2023
DP Conway,22.0,924.0,669.0,138.11659192825113,1.3811659192825112,NA,NA,NA,2023
Dhruv Jurel,22.0,347.0,237.0,146.41350210970467,1.4641350210970465,NA,NA,NA,2023
F du Plessis,138.0,4571.0,3435.0,133.07132459970887,1.3307132459970887,F du Plessis,Right_Hand,South Africa,2023
Fazalhaq Farooqi,2.0,3.0,13.0,23.076923076923077,0.23076923076923078,NA,NA,NA,2023
