bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
A Ashish Reddy,4.0,37.0,51.0,4.0,12.75,8.27027027027027,9.25
A Mishra,12.0,249.0,312.0,9.0,34.666666666666664,7.518072289156627,27.666666666666668
A Nehra,16.0,385.0,453.0,25.0,18.12,7.059740259740259,15.4
AB Dinda,2.0,33.0,63.0,0.0,0.0,11.454545454545455,0.0
AD Mathews,10.0,185.0,249.0,7.0,35.57142857142857,8.075675675675676,26.428571428571427
AD Russell,13.0,254.0,332.0,14.0,23.714285714285715,7.8425196850393695,18.142857142857142
AN Ahmed,3.0,76.0,129.0,2.0,64.5,10.18421052631579,38.0
AR Patel,14.0,289.0,399.0,14.0,28.5,8.283737024221454,20.642857142857142
Ankit Sharma,4.0,86.0,114.0,3.0,38.0,7.953488372093023,28.666666666666668
Anureet Singh,14.0,322.0,477.0,16.0,29.8125,8.888198757763975,20.125
Azhar Mahmood,1.0,20.0,41.0,1.0,41.0,12.299999999999999,20.0
B Kumar,14.0,323.0,419.0,19.0,22.05263157894737,7.783281733746129,17.0
BB Sran,1.0,20.0,36.0,0.0,0.0,10.799999999999999,0.0
BE Hendricks,4.0,82.0,112.0,7.0,16.0,8.195121951219512,11.714285714285714
Bipul Sharma,3.0,42.0,50.0,4.0,12.5,7.142857142857143,10.5
CH Gayle,1.0,13.0,16.0,0.0,0.0,7.384615384615385,0.0
CH Morris,11.0,270.0,336.0,15.0,22.4,7.466666666666667,18.0
CJ Anderson,2.0,24.0,33.0,1.0,33.0,8.25,24.0
D Wiese,13.0,262.0,360.0,17.0,21.176470588235293,8.244274809160306,15.411764705882353
DJ Bravo,16.0,324.0,442.0,28.0,15.785714285714286,8.185185185185185,11.571428571428571
DJ Hooda,7.0,97.0,131.0,1.0,131.0,8.103092783505154,97.0
DJ Muthuswami,6.0,84.0,108.0,4.0,27.0,7.714285714285714,21.0
DJG Sammy,2.0,18.0,26.0,0.0,0.0,8.666666666666666,0.0
DR Smith,1.0,12.0,17.0,1.0,17.0,8.5,12.0
DS Kulkarni,11.0,221.0,290.0,13.0,22.307692307692307,7.873303167420814,17.0
DW Steyn,6.0,116.0,171.0,3.0,57.0,8.844827586206897,38.666666666666664
GB Hogg,6.0,127.0,148.0,10.0,14.8,6.9921259842519685,12.7
GJ Maxwell,7.0,63.0,97.0,2.0,48.5,9.238095238095237,31.5
GS Sandhu,2.0,48.0,86.0,1.0,86.0,10.75,48.0
Gurkeerat Singh,3.0,56.0,66.0,3.0,22.0,7.071428571428571,18.666666666666668
HH Pandya,8.0,107.0,178.0,1.0,178.0,9.981308411214954,107.0
HV Patel,14.0,272.0,339.0,19.0,17.842105263157894,7.477941176470588,14.31578947368421
Harbhajan Singh,15.0,349.0,448.0,19.0,23.57894736842105,7.702005730659026,18.36842105263158
I Sharma,4.0,89.0,161.0,1.0,161.0,10.853932584269662,89.0
IC Pandey,10.0,189.0,228.0,11.0,20.727272727272727,7.238095238095238,17.181818181818183
Imran Tahir,10.0,220.0,315.0,15.0,21.0,8.590909090909092,14.666666666666666
Iqbal Abdulla,5.0,121.0,150.0,4.0,37.5,7.438016528925619,30.25
J Botha,4.0,62.0,82.0,1.0,82.0,7.935483870967741,62.0
J Suchith,12.0,239.0,338.0,10.0,33.8,8.485355648535565,23.9
J Theron,1.0,26.0,41.0,1.0,41.0,9.461538461538462,26.0
J Yadav,3.0,42.0,29.0,2.0,14.5,4.142857142857143,21.0
JA Morkel,4.0,74.0,113.0,3.0,37.666666666666664,9.162162162162161,24.666666666666668
JD Unadkat,1.0,18.0,30.0,0.0,0.0,10.0,0.0
JJ Bumrah,4.0,98.0,184.0,3.0,61.333333333333336,11.26530612244898,32.666666666666664
JP Duminy,9.0,107.0,128.0,8.0,16.0,7.177570093457945,13.375
JP Faulkner,13.0,281.0,433.0,9.0,48.111111111111114,9.245551601423488,31.22222222222222
KA Pollard,8.0,81.0,121.0,6.0,20.166666666666668,8.962962962962964,13.5
KC Cariappa,1.0,12.0,28.0,1.0,28.0,14.0,12.0
KV Sharma,14.0,239.0,338.0,11.0,30.727272727272727,8.485355648535565,21.727272727272727
Karanveer Singh,4.0,87.0,159.0,2.0,79.5,10.96551724137931,43.5
M Morkel,7.0,174.0,212.0,12.0,17.666666666666668,7.310344827586207,14.5
M Vijay,2.0,24.0,28.0,0.0,0.0,7.0,0.0
M de Lange,1.0,26.0,30.0,1.0,30.0,6.923076923076923,26.0
MA Starc,12.0,272.0,306.0,22.0,13.909090909090908,6.75,12.363636363636363
MC Henriques,9.0,157.0,164.0,11.0,14.909090909090908,6.2675159235668785,14.272727272727273
MG Johnson,9.0,231.0,346.0,11.0,31.454545454545453,8.987012987012987,21.0
MJ McClenaghan,12.0,305.0,395.0,18.0,21.944444444444443,7.770491803278688,16.944444444444443
MM Sharma,16.0,350.0,482.0,15.0,32.13333333333333,8.262857142857143,23.333333333333332
NLTC Perera,2.0,37.0,55.0,1.0,55.0,8.91891891891892,37.0
NM Coulter-Nile,11.0,264.0,331.0,16.0,20.6875,7.5227272727272725,16.5
P Kumar,12.0,230.0,338.0,7.0,48.285714285714285,8.817391304347826,32.857142857142854
P Negi,10.0,183.0,259.0,7.0,37.0,8.491803278688524,26.142857142857142
P Suyal,3.0,67.0,97.0,0.0,0.0,8.686567164179104,0.0
PJ Cummins,3.0,66.0,103.0,1.0,103.0,9.363636363636363,66.0
PP Chawla,13.0,212.0,275.0,12.0,22.916666666666668,7.783018867924528,17.666666666666668
PP Ojha,1.0,12.0,23.0,0.0,0.0,11.5,0.0
PV Tambe,10.0,204.0,267.0,7.0,38.142857142857146,7.852941176470588,29.142857142857142
Parvez Rasool,2.0,30.0,31.0,1.0,31.0,6.2,30.0
R Ashwin,13.0,240.0,229.0,10.0,22.9,5.725,24.0
R Bhatia,2.0,30.0,47.0,0.0,0.0,9.4,0.0
R Dhawan,5.0,79.0,111.0,1.0,111.0,8.430379746835444,79.0
R Tewatia,1.0,18.0,31.0,2.0,15.5,10.333333333333334,9.0
R Vinay Kumar,13.0,265.0,371.0,9.0,41.22222222222222,8.4,29.444444444444443
RA Jadeja,15.0,258.0,334.0,12.0,27.833333333333332,7.767441860465116,21.5
RG More,2.0,37.0,63.0,1.0,63.0,10.216216216216216,37.0
RN ten Doeschate,1.0,7.0,4.0,1.0,4.0,3.4285714285714284,7.0
RS Bopara,7.0,123.0,164.0,8.0,20.5,8.0,15.375
S Aravind,5.0,110.0,132.0,10.0,13.2,7.2,11.0
S Gopal,1.0,13.0,23.0,1.0,23.0,10.615384615384617,13.0
S Nadeem,2.0,44.0,43.0,0.0,0.0,5.863636363636364,0.0
SA Abbott,2.0,32.0,57.0,0.0,0.0,10.6875,0.0
SK Raina,5.0,78.0,94.0,3.0,31.333333333333332,7.230769230769231,26.0
SL Malinga,15.0,378.0,453.0,26.0,17.423076923076923,7.190476190476191,14.538461538461538
SN Thakur,1.0,20.0,39.0,1.0,39.0,11.7,20.0
SP Narine,8.0,196.0,246.0,7.0,35.142857142857146,7.530612244897959,28.0
SR Watson,10.0,193.0,273.0,8.0,34.125,8.487046632124352,24.125
STR Binny,10.0,119.0,143.0,8.0,17.875,7.2100840336134455,14.875
Sandeep Sharma,14.0,311.0,359.0,13.0,27.615384615384617,6.92604501607717,23.923076923076923
Shakib Al Hasan,4.0,89.0,123.0,5.0,24.6,8.292134831460674,17.8
Shivam Sharma,1.0,18.0,44.0,1.0,44.0,14.666666666666666,18.0
TA Boult,7.0,181.0,239.0,10.0,23.9,7.922651933701657,18.1
TG Southee,7.0,175.0,255.0,9.0,28.333333333333332,8.742857142857142,19.444444444444443
UT Yadav,12.0,266.0,387.0,12.0,32.25,8.729323308270676,22.166666666666668
V Kohli,2.0,11.0,10.0,1.0,10.0,5.454545454545455,11.0
VR Aaron,5.0,113.0,180.0,4.0,45.0,9.557522123893806,28.25
YK Pathan,5.0,60.0,100.0,2.0,50.0,10.0,30.0
YS Chahal,14.0,283.0,416.0,24.0,17.333333333333332,8.819787985865725,11.791666666666666
Yuvraj Singh,6.0,55.0,75.0,1.0,75.0,8.181818181818182,55.0
Z Khan,7.0,155.0,159.0,8.0,19.875,6.15483870967742,19.375
