bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
A Ashish Reddy,9.0,169.0,238.0,11.0,21.636363636363637,8.449704142011834,15.363636363636363
A Chandila,4.0,84.0,87.0,5.0,17.4,6.214285714285714,16.8
A Mishra,14.0,289.0,381.0,13.0,29.307692307692307,7.9100346020761245,22.23076923076923
A Mithun,1.0,19.0,34.0,0.0,0.0,10.736842105263158,0.0
A Nehra,13.0,291.0,411.0,12.0,34.25,8.474226804123711,24.25
A Singh,9.0,204.0,317.0,12.0,26.416666666666668,9.323529411764707,17.0
AA Chavan,8.0,169.0,245.0,7.0,35.0,8.698224852071005,24.142857142857142
AA Jhunjhunwala,3.0,36.0,39.0,1.0,39.0,6.5,36.0
AB Agarkar,4.0,90.0,134.0,4.0,33.5,8.933333333333334,22.5
AB Dinda,7.0,154.0,171.0,10.0,17.1,6.662337662337662,15.4
AB McDonald,3.0,61.0,63.0,5.0,12.6,6.19672131147541,12.2
AC Thomas,4.0,87.0,116.0,5.0,23.2,8.0,17.4
AD Mascarenhas,4.0,97.0,110.0,7.0,15.714285714285714,6.804123711340206,13.857142857142858
AD Mathews,9.0,158.0,195.0,7.0,27.857142857142858,7.405063291139241,22.571428571428573
AD Russell,4.0,98.0,162.0,1.0,162.0,9.918367346938776,98.0
AG Murtaza,1.0,12.0,11.0,0.0,0.0,5.5,0.0
AL Menaria,3.0,20.0,23.0,1.0,23.0,6.8999999999999995,20.0
AM Nayar,1.0,6.0,16.0,0.0,0.0,16.0,0.0
AN Ahmed,1.0,13.0,17.0,0.0,0.0,7.846153846153847,0.0
AUK Pathan,1.0,6.0,14.0,0.0,0.0,14.0,0.0
Anand Rajan,4.0,76.0,113.0,3.0,37.666666666666664,8.921052631578947,25.333333333333332
Ankit Sharma,9.0,147.0,167.0,4.0,41.75,6.816326530612245,36.75
Azhar Mahmood,11.0,265.0,331.0,14.0,23.642857142857142,7.49433962264151,18.928571428571427
B Kumar,11.0,240.0,293.0,9.0,32.55555555555556,7.325,26.666666666666668
B Lee,10.0,234.0,303.0,7.0,43.285714285714285,7.769230769230769,33.42857142857143
BA Bhatt,5.0,100.0,143.0,3.0,47.666666666666664,8.58,33.333333333333336
BJ Hodge,2.0,12.0,22.0,1.0,22.0,11.0,12.0
