bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
SB Jakati,6.0,123.0,181.0,2.0,90.5,8.829268292682928,61.5
SK Raina,4.0,61.0,84.0,0.0,0.0,8.262295081967213,0.0
SM Boland,2.0,43.0,56.0,3.0,18.666666666666668,7.813953488372093,14.333333333333334
SP Narine,11.0,262.0,310.0,13.0,23.846153846153847,7.099236641221374,20.153846153846153
SR Watson,16.0,360.0,490.0,23.0,21.304347826086957,8.166666666666666,15.652173913043478
STR Binny,11.0,104.0,134.0,1.0,134.0,7.730769230769232,104.0
Sachin Baby,2.0,10.0,8.0,3.0,2.6666666666666665,4.8,3.3333333333333335
Sandeep Sharma,14.0,309.0,374.0,19.0,19.68421052631579,7.262135922330097,16.263157894736842
Shakib Al Hasan,9.0,190.0,247.0,5.0,49.4,7.8,38.0
Swapnil Singh,1.0,18.0,29.0,0.0,0.0,9.666666666666666,0.0
T Shamsi,4.0,96.0,151.0,3.0,50.333333333333336,9.4375,32.0
TA Boult,1.0,26.0,39.0,1.0,39.0,9.0,26.0
TG Southee,11.0,268.0,333.0,9.0,37.0,7.455223880597015,29.77777777777778
UT Yadav,9.0,163.0,246.0,12.0,20.5,9.05521472392638,13.583333333333334
V Kohli,1.0,8.0,13.0,0.0,0.0,9.75,0.0
VR Aaron,8.0,155.0,229.0,2.0,114.5,8.864516129032259,77.5
YK Pathan,4.0,38.0,33.0,1.0,33.0,5.210526315789474,38.0
YS Chahal,13.0,308.0,409.0,22.0,18.59090909090909,7.967532467532467,14.0
Yuvraj Singh,5.0,38.0,52.0,0.0,0.0,8.210526315789474,0.0
Z Khan,12.0,271.0,341.0,12.0,28.416666666666668,7.549815498154982,22.583333333333332
