bowler,season,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
Imran Tahir,2015,10.0,220.0,315.0,15.0,21.0,8.590909090909092,14.666666666666666
Imran Tahir,2016,4.0,97.0,141.0,5.0,28.2,8.721649484536082,19.4
Imran Tahir,2017,12.0,286.0,370.0,19.0,19.473684210526315,7.7622377622377625,15.052631578947368
Imran Tahir,2018,6.0,126.0,193.0,6.0,32.166666666666664,9.19047619047619,21.0
Imran Tahir,2019,17.0,388.0,440.0,26.0,16.923076923076923,6.804123711340206,14.923076923076923
Imran Tahir,2020,3.0,66.0,78.0,1.0,78.0,7.090909090909091,66.0
Imran Tahir,2021,1.0,26.0,16.0,3.0,5.333333333333333,3.6923076923076925,8.666666666666666
Iqbal Abdulla,2008,1.0,18.0,22.0,1.0,22.0,7.333333333333333,18.0
Iqbal Abdulla,2010,3.0,51.0,62.0,2.0,31.0,7.294117647058823,25.5
Iqbal Abdulla,2011,15.0,305.0,313.0,18.0,17.38888888888889,6.157377049180328,16.944444444444443
Iqbal Abdulla,2012,8.0,134.0,147.0,4.0,36.75,6.5820895522388065,33.5
Iqbal Abdulla,2013,5.0,113.0,142.0,7.0,20.285714285714285,7.539823008849558,16.142857142857142
Iqbal Abdulla,2014,1.0,12.0,18.0,0.0,0.0,9.0,0.0
Iqbal Abdulla,2015,5.0,121.0,150.0,4.0,37.5,7.438016528925619,30.25
Iqbal Abdulla,2016,8.0,155.0,216.0,7.0,30.857142857142858,8.361290322580645,22.142857142857142
Iqbal Abdulla,2017,2.0,34.0,55.0,2.0,27.5,9.705882352941176,17.0
J Botha,2009,3.0,75.0,76.0,5.0,15.2,6.08,15.0
J Botha,2011,10.0,219.0,242.0,7.0,34.57142857142857,6.63013698630137,31.285714285714285
J Botha,2012,11.0,251.0,304.0,9.0,33.77777777777778,7.266932270916334,27.88888888888889
J Botha,2013,6.0,102.0,114.0,5.0,22.8,6.705882352941177,20.4
J Botha,2015,4.0,62.0,82.0,1.0,82.0,7.935483870967741,62.0
J Little,2023,10.0,211.0,296.0,9.0,32.888888888888886,8.417061611374407,23.444444444444443
J Little,2024,1.0,25.0,45.0,4.0,11.25,10.799999999999999,6.25
J Suchith,2015,12.0,239.0,338.0,10.0,33.8,8.485355648535565,23.9
J Suchith,2016,1.0,14.0,31.0,0.0,0.0,13.285714285714285,0.0
J Suchith,2019,1.0,24.0,28.0,2.0,14.0,7.0,12.0
J Suchith,2021,2.0,42.0,66.0,1.0,66.0,9.428571428571429,42.0
J Suchith,2022,5.0,115.0,141.0,7.0,20.142857142857142,7.356521739130434,16.428571428571427
J Syed Mohammad,2011,5.0,91.0,128.0,5.0,25.6,8.43956043956044,18.2
J Syed Mohammad,2012,2.0,43.0,66.0,1.0,66.0,9.209302325581396,43.0
J Syed Mohammad,2013,4.0,62.0,92.0,4.0,23.0,8.903225806451612,15.5
J Theron,2010,7.0,158.0,204.0,9.0,22.666666666666668,7.746835443037975,17.555555555555557
J Theron,2012,2.0,51.0,66.0,3.0,22.0,7.764705882352941,17.0
J Theron,2015,1.0,26.0,41.0,1.0,41.0,9.461538461538462,26.0
J Yadav,2015,3.0,42.0,29.0,2.0,14.5,4.142857142857143,21.0
J Yadav,2016,5.0,104.0,125.0,2.0,62.5,7.211538461538462,52.0
J Yadav,2017,2.0,37.0,43.0,0.0,0.0,6.972972972972973,0.0
J Yadav,2019,2.0,43.0,50.0,1.0,50.0,6.976744186046512,43.0
J Yadav,2020,2.0,42.0,43.0,1.0,43.0,6.142857142857143,42.0
J Yadav,2021,5.0,106.0,131.0,3.0,43.666666666666664,7.415094339622641,35.333333333333336
J Yadav,2023,1.0,24.0,26.0,0.0,0.0,6.5,0.0
JA Morkel,2008,13.0,310.0,414.0,20.0,20.7,8.012903225806452,15.5
JA Morkel,2009,12.0,249.0,330.0,15.0,22.0,7.951807228915663,16.6
JA Morkel,2010,14.0,295.0,410.0,14.0,29.285714285714285,8.338983050847459,21.071428571428573
JA Morkel,2011,14.0,280.0,390.0,16.0,24.375,8.357142857142858,17.5
JA Morkel,2012,15.0,315.0,392.0,13.0,30.153846153846153,7.466666666666667,24.23076923076923
JA Morkel,2013,7.0,149.0,167.0,8.0,20.875,6.724832214765101,18.625
JA Morkel,2014,6.0,101.0,127.0,4.0,31.75,7.544554455445545,25.25
JA Morkel,2015,4.0,74.0,113.0,3.0,37.666666666666664,9.162162162162161,24.666666666666668
JA Morkel,2016,2.0,34.0,66.0,3.0,22.0,11.647058823529411,11.333333333333334
JA Richardson,2021,3.0,69.0,122.0,3.0,40.666666666666664,10.608695652173912,23.0
JA Richardson,2024,1.0,25.0,40.0,0.0,0.0,9.6,0.0
JC Archer,2018,10.0,249.0,329.0,15.0,21.933333333333334,7.927710843373494,16.6
JC Archer,2019,11.0,264.0,306.0,12.0,25.5,6.954545454545454,22.0
JC Archer,2020,14.0,345.0,373.0,20.0,18.65,6.48695652173913,17.25
JC Archer,2023,5.0,129.0,202.0,2.0,101.0,9.395348837209303,64.5
JD Ryder,2009,5.0,104.0,121.0,5.0,24.2,6.980769230769231,20.8
JD Ryder,2011,7.0,94.0,119.0,5.0,23.8,7.595744680851064,18.8
JD Ryder,2012,4.0,43.0,74.0,1.0,74.0,10.325581395348836,43.0
JD Unadkat,2010,3.0,62.0,85.0,4.0,21.25,8.225806451612902,15.5
JD Unadkat,2011,6.0,111.0,151.0,6.0,25.166666666666668,8.162162162162161,18.5
JD Unadkat,2012,1.0,18.0,32.0,0.0,0.0,10.666666666666666,0.0
JD Unadkat,2013,13.0,299.0,373.0,13.0,28.692307692307693,7.48494983277592,23.0
JD Unadkat,2014,9.0,189.0,278.0,10.0,27.8,8.825396825396826,18.9
JD Unadkat,2015,1.0,18.0,30.0,0.0,0.0,10.0,0.0
JD Unadkat,2016,1.0,19.0,49.0,0.0,0.0,15.473684210526317,0.0
JD Unadkat,2017,12.0,279.0,330.0,27.0,12.222222222222221,7.096774193548387,10.333333333333334
JD Unadkat,2018,15.0,310.0,486.0,12.0,40.5,9.406451612903226,25.833333333333332
JD Unadkat,2019,11.0,236.0,404.0,11.0,36.72727272727273,10.271186440677965,21.454545454545453
JD Unadkat,2020,7.0,144.0,229.0,5.0,45.8,9.541666666666666,28.8
JD Unadkat,2021,6.0,134.0,168.0,4.0,42.0,7.522388059701493,33.5
JD Unadkat,2022,5.0,123.0,191.0,7.0,27.285714285714285,9.317073170731707,17.571428571428573
JD Unadkat,2023,3.0,52.0,92.0,1.0,92.0,10.615384615384617,52.0
JD Unadkat,2024,11.0,200.0,321.0,9.0,35.666666666666664,9.629999999999999,22.22222222222222
JDP Oram,2008,4.0,100.0,149.0,6.0,24.833333333333332,8.94,16.666666666666668
JDP Oram,2009,7.0,94.0,139.0,6.0,23.166666666666668,8.872340425531915,15.666666666666666
JDP Oram,2011,2.0,24.0,46.0,1.0,46.0,11.5,24.0
JDP Oram,2013,1.0,26.0,28.0,0.0,0.0,6.461538461538462,0.0
JDS Neesham,2014,4.0,57.0,96.0,1.0,96.0,10.105263157894736,57.0
JDS Neesham,2020,5.0,93.0,149.0,2.0,74.5,9.612903225806452,46.5
JDS Neesham,2021,3.0,54.0,68.0,5.0,13.6,7.555555555555555,10.8
JDS Neesham,2022,1.0,18.0,29.0,0.0,0.0,9.666666666666666,0.0
JE Root,2023,1.0,12.0,15.0,0.0,0.0,7.5,0.0
JE Taylor,2011,5.0,122.0,167.0,6.0,27.833333333333332,8.213114754098362,20.333333333333332
JEC Franklin,2011,6.0,63.0,99.0,3.0,33.0,9.428571428571429,21.0
JEC Franklin,2012,9.0,92.0,126.0,6.0,21.0,8.217391304347826,15.333333333333334
JH Kallis,2008,11.0,211.0,322.0,4.0,80.5,9.156398104265403,52.75
JH Kallis,2009,14.0,289.0,362.0,7.0,51.714285714285715,7.515570934256056,41.285714285714285
JH Kallis,2010,16.0,350.0,484.0,15.0,32.266666666666666,8.297142857142857,23.333333333333332
JH Kallis,2011,9.0,150.0,170.0,9.0,18.88888888888889,6.8,16.666666666666668
JH Kallis,2012,16.0,336.0,410.0,16.0,25.625,7.321428571428571,21.0
JH Kallis,2013,15.0,329.0,407.0,19.0,21.42105263157895,7.422492401215806,17.31578947368421
JH Kallis,2014,8.0,134.0,193.0,4.0,48.25,8.64179104477612,33.5
JJ Bumrah,2013,2.0,45.0,74.0,3.0,24.666666666666668,9.866666666666667,15.0
JJ Bumrah,2014,11.0,246.0,307.0,6.0,51.166666666666664,7.487804878048781,41.0
JJ Bumrah,2015,4.0,98.0,184.0,3.0,61.333333333333336,11.26530612244898,32.666666666666664
JJ Bumrah,2016,14.0,322.0,413.0,18.0,22.944444444444443,7.695652173913044,17.88888888888889
JJ Bumrah,2017,16.0,373.0,455.0,23.0,19.782608695652176,7.319034852546917,16.217391304347824
JJ Bumrah,2018,14.0,333.0,383.0,17.0,22.529411764705884,6.900900900900901,19.58823529411765
JJ Bumrah,2019,16.0,382.0,433.0,23.0,18.82608695652174,6.801047120418849,16.608695652173914
JJ Bumrah,2020,15.0,384.0,436.0,30.0,14.533333333333333,6.8125,12.8
JJ Bumrah,2021,14.0,347.0,422.0,22.0,19.181818181818183,7.296829971181556,15.772727272727273
JJ Bumrah,2022,14.0,327.0,392.0,16.0,24.5,7.192660550458716,20.4375
JJ Bumrah,2024,13.0,328.0,341.0,21.0,16.238095238095237,6.237804878048781,15.619047619047619
JJ van der Wath,2011,3.0,76.0,134.0,3.0,44.666666666666664,10.578947368421053,25.333333333333332
JL Pattinson,2020,10.0,222.0,321.0,11.0,29.181818181818183,8.675675675675675,20.181818181818183
JM Kemp,2010,5.0,47.0,58.0,3.0,19.333333333333332,7.404255319148937,15.666666666666666
JO Holder,2013,6.0,125.0,173.0,4.0,43.25,8.304,31.25
JO Holder,2014,1.0,20.0,35.0,1.0,35.0,10.5,20.0
JO Holder,2016,4.0,83.0,105.0,3.0,35.0,7.590361445783132,27.666666666666668
JO Holder,2020,7.0,176.0,239.0,15.0,15.933333333333334,8.147727272727273,11.733333333333333
JO Holder,2021,8.0,203.0,248.0,16.0,15.5,7.330049261083744,12.6875
JO Holder,2022,12.0,266.0,399.0,16.0,24.9375,9.0,16.625
JO Holder,2023,8.0,176.0,290.0,4.0,72.5,9.886363636363637,44.0
JP Behrendorff,2019,5.0,117.0,168.0,5.0,33.6,8.615384615384615,23.4
JP Behrendorff,2023,12.0,262.0,395.0,17.0,23.235294117647058,9.045801526717558,15.411764705882353
JP Duminy,2009,6.0,107.0,96.0,4.0,24.0,5.3831775700934585,26.75
JP Duminy,2010,2.0,33.0,37.0,1.0,37.0,6.7272727272727275,33.0
JP Duminy,2011,8.0,111.0,149.0,4.0,37.25,8.054054054054054,27.75
JP Duminy,2012,6.0,78.0,104.0,1.0,104.0,8.0,78.0
JP Duminy,2014,11.0,204.0,242.0,3.0,80.66666666666667,7.117647058823529,68.0
JP Duminy,2015,9.0,107.0,128.0,8.0,16.0,7.177570093457945,13.375
JP Duminy,2016,5.0,43.0,55.0,2.0,27.5,7.674418604651162,21.5
JP Duminy,2018,2.0,18.0,36.0,0.0,0.0,12.0,0.0
JP Faulkner,2011,1.0,12.0,10.0,1.0,10.0,5.0,12.0
JP Faulkner,2012,2.0,49.0,74.0,3.0,24.666666666666668,9.061224489795919,16.333333333333332
JP Faulkner,2013,16.0,395.0,436.0,33.0,13.212121212121213,6.622784810126583,11.969696969696969
JP Faulkner,2014,13.0,278.0,449.0,17.0,26.41176470588235,9.690647482014388,16.352941176470587
JP Faulkner,2015,13.0,281.0,433.0,9.0,48.111111111111114,9.245551601423488,31.22222222222222
JP Faulkner,2016,7.0,108.0,168.0,2.0,84.0,9.333333333333334,54.0
JP Faulkner,2017,8.0,164.0,279.0,11.0,25.363636363636363,10.207317073170731,14.909090909090908
JPR Scantlebury-Searles,2018,3.0,45.0,89.0,2.0,44.5,11.866666666666667,22.5
JR Hazlewood,2020,3.0,61.0,72.0,1.0,72.0,7.081967213114755,61.0
JR Hazlewood,2021,9.0,215.0,302.0,11.0,27.454545454545453,8.427906976744186,19.545454545454547
JR Hazlewood,2022,12.0,289.0,380.0,21.0,18.095238095238095,7.889273356401384,13.761904761904763
JR Hazlewood,2023,3.0,57.0,76.0,3.0,25.333333333333332,8.0,19.0
JR Hopes,2008,11.0,171.0,285.0,7.0,40.714285714285715,10.0,24.428571428571427
JR Hopes,2011,9.0,198.0,277.0,7.0,39.57142857142857,8.393939393939394,28.285714285714285
JW Hastings,2014,1.0,19.0,29.0,1.0,29.0,9.157894736842106,19.0
JW Hastings,2016,2.0,42.0,37.0,2.0,18.5,5.285714285714286,21.0
Jalaj S Saxena,2021,1.0,18.0,27.0,0.0,0.0,9.0,0.0
Jaskaran Singh,2009,1.0,19.0,32.0,0.0,0.0,10.105263157894738,0.0
Jaskaran Singh,2010,6.0,92.0,142.0,6.0,23.666666666666668,9.26086956521739,15.333333333333334
Joginder Sharma,2008,7.0,158.0,241.0,9.0,26.77777777777778,9.151898734177216,17.555555555555557
Joginder Sharma,2009,4.0,43.0,57.0,2.0,28.5,7.953488372093023,21.5
Joginder Sharma,2010,3.0,51.0,89.0,2.0,44.5,10.470588235294118,25.5
Joginder Sharma,2011,1.0,20.0,34.0,0.0,0.0,10.2,0.0
K Goel,2008,1.0,12.0,25.0,0.0,0.0,12.5,0.0
K Goel,2009,4.0,49.0,62.0,0.0,0.0,7.591836734693878,0.0
K Goel,2010,1.0,6.0,7.0,0.0,0.0,7.0,0.0
K Gowtham,2018,15.0,244.0,321.0,12.0,26.75,7.89344262295082,20.333333333333332
K Gowtham,2019,7.0,122.0,171.0,1.0,171.0,8.40983606557377,122.0
K Gowtham,2020,2.0,48.0,84.0,1.0,84.0,10.5,48.0
K Gowtham,2022,4.0,72.0,101.0,5.0,20.2,8.416666666666666,14.4
K Gowtham,2023,6.0,100.0,118.0,3.0,39.333333333333336,7.079999999999999,33.333333333333336
K Gowtham,2024,1.0,13.0,30.0,0.0,0.0,13.846153846153847,0.0
K Kartikeya,2022,4.0,78.0,103.0,5.0,20.6,7.923076923076923,15.6
K Kartikeya,2023,8.0,163.0,231.0,5.0,46.2,8.503067484662576,32.6
K Khejroliya,2018,3.0,70.0,110.0,2.0,55.0,9.428571428571429,35.0
K Khejroliya,2019,2.0,31.0,47.0,1.0,47.0,9.096774193548386,31.0
K Khejroliya,2023,2.0,28.0,64.0,2.0,32.0,13.714285714285714,14.0
K Rabada,2017,6.0,137.0,198.0,8.0,24.75,8.671532846715328,17.125
K Rabada,2019,12.0,298.0,382.0,29.0,13.172413793103448,7.691275167785236,10.275862068965518
K Rabada,2020,17.0,414.0,565.0,32.0,17.65625,8.18840579710145,12.9375
K Rabada,2021,15.0,346.0,464.0,16.0,29.0,8.046242774566474,21.625
K Rabada,2022,13.0,303.0,414.0,23.0,18.0,8.198019801980198,13.173913043478262
K Rabada,2023,6.0,147.0,243.0,7.0,34.714285714285715,9.918367346938776,21.0
K Rabada,2024,11.0,262.0,386.0,11.0,35.09090909090909,8.83969465648855,23.818181818181817
K Santokie,2014,2.0,51.0,91.0,3.0,30.333333333333332,10.705882352941176,17.0
K Upadhyay,2012,1.0,24.0,33.0,0.0,0.0,8.25,0.0
K Upadhyay,2013,2.0,32.0,48.0,0.0,0.0,9.0,0.0
K Yadav,2021,1.0,12.0,17.0,0.0,0.0,8.5,0.0
K Yadav,2023,2.0,42.0,68.0,2.0,34.0,9.714285714285714,21.0
KA Jamieson,2021,9.0,179.0,271.0,9.0,30.11111111111111,9.083798882681565,19.88888888888889
KA Maharaj,2024,2.0,36.0,39.0,2.0,19.5,6.5,18.0
KA Pollard,2010,12.0,233.0,276.0,17.0,16.235294117647058,7.1072961373390555,13.705882352941176
KA Pollard,2011,16.0,270.0,367.0,13.0,28.23076923076923,8.155555555555555,20.76923076923077
KA Pollard,2012,14.0,286.0,352.0,18.0,19.555555555555557,7.384615384615385,15.88888888888889
KA Pollard,2013,14.0,197.0,292.0,10.0,29.2,8.893401015228426,19.7
KA Pollard,2014,12.0,160.0,265.0,3.0,88.33333333333333,9.9375,53.333333333333336
KA Pollard,2015,8.0,81.0,121.0,6.0,20.166666666666668,8.962962962962964,13.5
KA Pollard,2016,4.0,37.0,82.0,0.0,0.0,13.297297297297296,0.0
KA Pollard,2017,1.0,12.0,30.0,0.0,0.0,15.0,0.0
KA Pollard,2020,11.0,138.0,190.0,4.0,47.5,8.26086956521739,34.5
KA Pollard,2021,9.0,85.0,95.0,6.0,15.833333333333334,6.705882352941177,14.166666666666666
KA Pollard,2022,6.0,87.0,130.0,4.0,32.5,8.96551724137931,21.75
KAJ Roach,2010,2.0,52.0,80.0,0.0,0.0,9.230769230769232,0.0
KC Cariappa,2015,1.0,12.0,28.0,1.0,28.0,14.0,12.0
KC Cariappa,2016,5.0,105.0,160.0,3.0,53.333333333333336,9.142857142857142,35.0
KC Cariappa,2017,4.0,94.0,127.0,4.0,31.75,8.106382978723405,23.5
KC Cariappa,2019,1.0,13.0,34.0,0.0,0.0,15.692307692307693,0.0
KH Pandya,2016,11.0,194.0,238.0,7.0,34.0,7.360824742268041,27.714285714285715
KH Pandya,2017,13.0,246.0,280.0,10.0,28.0,6.829268292682927,24.6
KH Pandya,2018,13.0,246.0,288.0,14.0,20.571428571428573,7.024390243902439,17.571428571428573
KH Pandya,2019,16.0,282.0,337.0,12.0,28.083333333333332,7.170212765957447,23.5
KH Pandya,2020,16.0,315.0,387.0,6.0,64.5,7.371428571428571,52.5
KH Pandya,2021,12.0,210.0,267.0,5.0,53.4,7.628571428571429,42.0
KH Pandya,2022,12.0,232.0,269.0,11.0,24.454545454545453,6.956896551724139,21.09090909090909
KH Pandya,2023,12.0,253.0,320.0,9.0,35.55555555555556,7.588932806324111,28.11111111111111
KH Pandya,2024,12.0,205.0,258.0,6.0,43.0,7.551219512195122,34.166666666666664
KJ Abbott,2016,5.0,102.0,182.0,2.0,91.0,10.705882352941176,51.0
KK Ahmed,2018,1.0,19.0,39.0,0.0,0.0,12.31578947368421,0.0
KK Ahmed,2019,9.0,222.0,292.0,20.0,14.6,7.891891891891892,11.1
KK Ahmed,2020,7.0,158.0,245.0,10.0,24.5,9.30379746835443,15.8
KK Ahmed,2021,7.0,168.0,225.0,5.0,45.0,8.035714285714286,33.6
KK Ahmed,2022,10.0,242.0,315.0,16.0,19.6875,7.8099173553719,15.125
KK Ahmed,2023,9.0,212.0,309.0,10.0,30.9,8.745283018867925,21.2
KK Ahmed,2024,14.0,324.0,493.0,17.0,29.0,9.12962962962963,19.058823529411764
KK Cooper,2012,6.0,149.0,187.0,10.0,18.7,7.530201342281879,14.9
KK Cooper,2013,14.0,341.0,456.0,22.0,20.727272727272727,8.023460410557185,15.5
KK Cooper,2014,5.0,110.0,146.0,4.0,36.5,7.963636363636364,27.5
KL Nagarkoti,2020,9.0,160.0,233.0,5.0,46.6,8.737499999999999,32.0
KL Nagarkoti,2021,1.0,12.0,25.0,0.0,0.0,12.5,0.0
KL Nagarkoti,2022,1.0,13.0,29.0,0.0,0.0,13.384615384615385,0.0
KM Asif,2018,2.0,38.0,75.0,3.0,25.0,11.842105263157896,12.666666666666666
KM Asif,2021,1.0,14.0,18.0,1.0,18.0,7.7142857142857135,14.0
KM Asif,2023,4.0,91.0,139.0,3.0,46.333333333333336,9.164835164835166,30.333333333333332
KMA Paul,2019,8.0,180.0,239.0,10.0,23.9,7.966666666666667,18.0
KMDN Kulasekara,2011,1.0,19.0,26.0,1.0,26.0,8.210526315789474,19.0
KMDN Kulasekara,2012,4.0,88.0,96.0,5.0,19.2,6.545454545454546,17.6
KP Appanna,2009,5.0,72.0,91.0,2.0,45.5,7.583333333333333,36.0
KP Appanna,2010,2.0,43.0,51.0,3.0,17.0,7.116279069767441,14.333333333333334
KP Appanna,2012,6.0,107.0,149.0,6.0,24.833333333333332,8.355140186915888,17.833333333333332
KP Pietersen,2009,4.0,80.0,88.0,5.0,17.6,6.6,16.0
KP Pietersen,2010,6.0,60.0,77.0,3.0,25.666666666666668,7.7,20.0
KP Pietersen,2012,3.0,40.0,53.0,1.0,53.0,7.949999999999999,40.0
KR Mayers,2023,6.0,46.0,59.0,0.0,0.0,7.695652173913043,0.0
KR Sen,2022,7.0,157.0,240.0,8.0,30.0,9.171974522292993,19.625
KR Sen,2023,2.0,19.0,29.0,0.0,0.0,9.157894736842106,0.0
KR Sen,2024,3.0,79.0,127.0,6.0,21.166666666666668,9.645569620253164,13.166666666666666
KS Williamson,2016,1.0,6.0,7.0,0.0,0.0,7.0,0.0
KS Williamson,2020,1.0,12.0,24.0,0.0,0.0,12.0,0.0
KT Maphaka,2024,2.0,39.0,90.0,1.0,90.0,13.846153846153847,39.0
KV Sharma,2013,13.0,211.0,235.0,12.0,19.583333333333332,6.682464454976304,17.583333333333332
KV Sharma,2014,14.0,307.0,393.0,17.0,23.11764705882353,7.6807817589576555,18.058823529411764
KV Sharma,2015,14.0,239.0,338.0,11.0,30.727272727272727,8.485355648535565,21.727272727272727
KV Sharma,2016,5.0,100.0,174.0,1.0,174.0,10.44,100.0
KV Sharma,2017,9.0,189.0,217.0,13.0,16.692307692307693,6.888888888888889,14.538461538461538
KV Sharma,2018,5.0,58.0,90.0,4.0,22.5,9.310344827586208,14.5
KV Sharma,2019,1.0,17.0,33.0,1.0,33.0,11.647058823529411,17.0
KV Sharma,2020,5.0,118.0,165.0,5.0,33.0,8.389830508474576,23.6
KV Sharma,2023,7.0,132.0,229.0,11.0,20.818181818181817,10.409090909090908,12.0
KV Sharma,2024,9.0,149.0,256.0,7.0,36.57142857142857,10.308724832214766,21.285714285714285
KW Richardson,2013,3.0,73.0,103.0,2.0,51.5,8.465753424657535,36.5
KW Richardson,2014,7.0,167.0,209.0,10.0,20.9,7.508982035928144,16.7
KW Richardson,2016,4.0,86.0,138.0,8.0,17.25,9.627906976744185,10.75
KW Richardson,2021,1.0,19.0,29.0,1.0,29.0,9.157894736842106,19.0
Kamran Khan,2009,5.0,121.0,148.0,10.0,14.8,7.338842975206611,12.1
Kamran Khan,2010,3.0,38.0,53.0,4.0,13.25,8.368421052631579,9.5
Kamran Khan,2011,1.0,18.0,47.0,0.0,0.0,15.666666666666666,0.0
Karanveer Singh,2014,5.0,126.0,164.0,12.0,13.666666666666666,7.809523809523809,10.5
Karanveer Singh,2015,4.0,87.0,159.0,2.0,79.5,10.96551724137931,43.5
Kartik Tyagi,2020,10.0,241.0,372.0,10.0,37.2,9.261410788381744,24.1
Kartik Tyagi,2021,4.0,93.0,125.0,4.0,31.25,8.064516129032258,23.25
Kartik Tyagi,2022,2.0,54.0,79.0,1.0,79.0,8.777777777777779,54.0
Kartik Tyagi,2023,3.0,44.0,92.0,1.0,92.0,12.545454545454547,44.0
Kartik Tyagi,2024,1.0,26.0,52.0,0.0,0.0,12.0,0.0
Kuldeep Yadav,2016,3.0,74.0,102.0,7.0,14.571428571428571,8.27027027027027,10.571428571428571
Kuldeep Yadav,2017,11.0,250.0,345.0,12.0,28.75,8.280000000000001,20.833333333333332
Kuldeep Yadav,2018,16.0,312.0,423.0,18.0,23.5,8.134615384615385,17.333333333333332
Kuldeep Yadav,2019,9.0,202.0,286.0,5.0,57.2,8.495049504950495,40.4
Kuldeep Yadav,2020,4.0,75.0,95.0,1.0,95.0,7.6,75.0
Kuldeep Yadav,2022,14.0,306.0,420.0,21.0,20.0,8.235294117647058,14.571428571428571
Kuldeep Yadav,2023,14.0,300.0,366.0,10.0,36.6,7.32,30.0
Kuldeep Yadav,2024,11.0,267.0,376.0,16.0,23.5,8.44943820224719,16.6875
L Ablish,2010,2.0,27.0,37.0,5.0,7.4,8.222222222222221,5.4
L Ablish,2011,1.0,18.0,39.0,0.0,0.0,13.0,0.0
L Balaji,2008,9.0,205.0,293.0,11.0,26.636363636363637,8.575609756097561,18.636363636363637
L Balaji,2009,13.0,229.0,320.0,14.0,22.857142857142858,8.384279475982533,16.357142857142858
L Balaji,2010,7.0,147.0,214.0,10.0,21.4,8.73469387755102,14.7
L Balaji,2011,14.0,282.0,383.0,13.0,29.46153846153846,8.148936170212766,21.692307692307693
