bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
Kuldeep Yadav,14.0,306.0,420.0,21.0,20.0,8.235294117647058,14.571428571428571
LH Ferguson,13.0,298.0,433.0,16.0,27.0625,8.718120805369129,18.625
LS Livingstone,12.0,144.0,202.0,6.0,33.666666666666664,8.416666666666666,24.0
Lalit Yadav,8.0,110.0,152.0,4.0,38.0,8.290909090909091,27.5
M Ashwin,8.0,179.0,233.0,9.0,25.88888888888889,7.810055865921788,19.88888888888889
M Jansen,8.0,201.0,278.0,7.0,39.714285714285715,8.298507462686567,28.714285714285715
M Markande,2.0,42.0,61.0,1.0,61.0,8.714285714285714,42.0
M Pathirana,2.0,48.0,56.0,2.0,28.0,7.0,24.0
M Prasidh Krishna,17.0,432.0,564.0,21.0,26.857142857142858,7.833333333333333,20.571428571428573
M Theekshana,9.0,212.0,267.0,12.0,22.25,7.556603773584905,17.666666666666668
MJ Santner,6.0,114.0,135.0,4.0,33.75,7.105263157894737,28.5
MK Lomror,2.0,12.0,18.0,0.0,0.0,9.0,0.0
MM Ali,10.0,146.0,159.0,8.0,19.875,6.534246575342466,18.25
MP Stoinis,5.0,44.0,79.0,4.0,19.75,10.772727272727273,11.0
MR Marsh,4.0,76.0,102.0,4.0,25.5,8.052631578947368,19.0
Mohammed Shami,16.0,378.0,491.0,21.0,23.38095238095238,7.7936507936507935,18.0
Mohammed Siraj,15.0,325.0,525.0,9.0,58.333333333333336,9.692307692307693,36.111111111111114
Mohsin Khan,9.0,206.0,202.0,14.0,14.428571428571429,5.883495145631067,14.714285714285714
Mukesh Choudhary,13.0,291.0,425.0,16.0,26.5625,8.762886597938145,18.1875
Mustafizur Rahman,8.0,199.0,248.0,9.0,27.555555555555557,7.477386934673367,22.11111111111111
N Rana,2.0,12.0,23.0,0.0,0.0,11.5,0.0
NM Coulter-Nile,1.0,20.0,49.0,0.0,0.0,14.7,0.0
NT Ellis,2.0,40.0,57.0,4.0,14.25,8.549999999999999,10.0
Navdeep Saini,2.0,39.0,73.0,3.0,24.333333333333332,11.23076923076923,13.0
OC McCoy,7.0,173.0,242.0,11.0,22.0,8.39306358381503,15.727272727272727
OF Smith,6.0,95.0,179.0,7.0,25.571428571428573,11.305263157894736,13.571428571428571
PH Solanki,2.0,36.0,39.0,2.0,19.5,6.5,18.0
PJ Cummins,5.0,127.0,219.0,8.0,27.375,10.346456692913385,15.875
PJ Sangwan,3.0,56.0,66.0,3.0,22.0,7.071428571428571,18.666666666666668
PVD Chameera,12.0,278.0,393.0,11.0,35.72727272727273,8.482014388489208,25.272727272727273
PWH de Silva,16.0,346.0,439.0,27.0,16.25925925925926,7.612716763005781,12.814814814814815
R Ashwin,17.0,419.0,506.0,13.0,38.92307692307692,7.2458233890214805,32.23076923076923
R Dhawan,6.0,119.0,164.0,6.0,27.333333333333332,8.268907563025211,19.833333333333332
R Parag,4.0,26.0,59.0,1.0,59.0,13.615384615384617,26.0
R Powell,1.0,7.0,17.0,0.0,0.0,14.571428571428571,0.0
R Sai Kishore,5.0,98.0,122.0,6.0,20.333333333333332,7.469387755102042,16.333333333333332
R Sanjay Yadav,1.0,14.0,23.0,0.0,0.0,9.857142857142856,0.0
R Shepherd,3.0,57.0,98.0,4.0,24.5,10.31578947368421,14.25
R Tewatia,5.0,36.0,76.0,1.0,76.0,12.666666666666666,36.0
RA Jadeja,10.0,203.0,252.0,6.0,42.0,7.448275862068965,33.833333333333336
RD Chahar,13.0,290.0,365.0,14.0,26.071428571428573,7.551724137931034,20.714285714285715
RP Meredith,8.0,181.0,241.0,10.0,24.1,7.988950276243093,18.1
Ramandeep Singh,3.0,41.0,55.0,6.0,9.166666666666666,8.048780487804878,6.833333333333333
Rashid Khan,16.0,386.0,428.0,20.0,21.4,6.652849740932643,19.3
Rasikh Salam,2.0,24.0,28.0,0.0,0.0,7.0,0.0
Ravi Bishnoi,14.0,340.0,462.0,14.0,33.0,8.152941176470588,24.285714285714285
S Dube,2.0,14.0,40.0,0.0,0.0,17.142857142857142,0.0
S Gopal,1.0,18.0,34.0,1.0,34.0,11.333333333333334,18.0
S Kaul,1.0,24.0,43.0,0.0,0.0,10.75,0.0
SA Abbott,1.0,27.0,47.0,1.0,47.0,10.444444444444445,27.0
SN Thakur,14.0,315.0,485.0,16.0,30.3125,9.238095238095237,19.6875
SP Narine,14.0,342.0,319.0,10.0,31.9,5.5964912280701755,34.2
SS Iyer,1.0,6.0,7.0,0.0,0.0,7.0,0.0
Sandeep Sharma,5.0,126.0,156.0,3.0,52.0,7.428571428571429,42.0
Shahbaz Ahmed,14.0,220.0,341.0,4.0,85.25,9.3,55.0
Shashank Singh,2.0,13.0,20.0,0.0,0.0,9.230769230769232,0.0
Shivam Mavi,6.0,142.0,229.0,5.0,45.8,9.676056338028168,28.4
Simarjeet Singh,6.0,113.0,143.0,4.0,35.75,7.592920353982302,28.25
T Natarajan,11.0,272.0,410.0,20.0,20.5,9.044117647058822,13.6
TA Boult,16.0,387.0,501.0,18.0,27.833333333333332,7.767441860465116,21.5
TG Southee,9.0,220.0,284.0,16.0,17.75,7.745454545454546,13.75
TS Mills,5.0,107.0,192.0,6.0,32.0,10.766355140186917,17.833333333333332
TU Deshpande,2.0,43.0,67.0,1.0,67.0,9.348837209302324,43.0
Tilak Varma,2.0,12.0,13.0,0.0,0.0,6.5,0.0
UT Yadav,12.0,297.0,354.0,16.0,22.125,7.151515151515151,18.5625
Umran Malik,14.0,313.0,455.0,23.0,19.782608695652176,8.722044728434506,13.608695652173912
V Shankar,2.0,10.0,15.0,1.0,15.0,9.0,10.0
VG Arora,5.0,110.0,165.0,4.0,41.25,9.0,27.5
VR Aaron,2.0,33.0,53.0,2.0,26.5,9.636363636363637,16.5
VR Iyer,4.0,24.0,46.0,0.0,0.0,11.5,0.0
Washington Sundar,8.0,170.0,239.0,6.0,39.833333333333336,8.435294117647059,28.333333333333332
YBK Jaiswal,1.0,1.0,6.0,0.0,0.0,36.0,0.0
YS Chahal,17.0,429.0,536.0,29.0,18.482758620689655,7.496503496503497,14.793103448275861
Yash Dayal,9.0,205.0,296.0,13.0,22.76923076923077,8.663414634146342,15.76923076923077
