bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
SL Malinga,13.0,310.0,360.0,17.0,21.176470588235293,6.967741935483871,18.235294117647058
SR Watson,6.0,139.0,185.0,7.0,26.428571428571427,7.985611510791366,19.857142857142858
ST Jayasuriya,4.0,55.0,68.0,3.0,22.666666666666668,7.418181818181819,18.333333333333332
STR Binny,1.0,6.0,9.0,0.0,0.0,9.0,0.0
SW Tait,8.0,205.0,274.0,12.0,22.833333333333332,8.019512195121951,17.083333333333332
T Thushara,4.0,94.0,103.0,7.0,14.714285714285714,6.574468085106383,13.428571428571429
TL Suman,2.0,13.0,24.0,0.0,0.0,11.076923076923078,0.0
TM Dilshan,4.0,49.0,70.0,3.0,23.333333333333332,8.571428571428571,16.333333333333332
UT Yadav,7.0,152.0,192.0,8.0,24.0,7.578947368421053,19.0
V Kohli,4.0,33.0,51.0,0.0,0.0,9.272727272727273,0.0
V Sehwag,3.0,34.0,23.0,3.0,7.666666666666667,4.0588235294117645,11.333333333333334
VRV Singh,1.0,21.0,41.0,0.0,0.0,11.714285714285714,0.0
VS Malik,3.0,46.0,66.0,1.0,66.0,8.608695652173912,46.0
VY Mahesh,1.0,19.0,23.0,1.0,23.0,7.2631578947368425,19.0
WPUJC Vaas,6.0,133.0,147.0,11.0,13.363636363636363,6.63157894736842,12.090909090909092
Y Nagar,1.0,18.0,28.0,1.0,28.0,9.333333333333334,18.0
Y Venugopal Rao,1.0,6.0,10.0,0.0,0.0,10.0,0.0
YA Abdulla,2.0,42.0,67.0,1.0,67.0,9.571428571428571,42.0
YK Pathan,11.0,214.0,254.0,6.0,42.333333333333336,7.121495327102804,35.666666666666664
Yuvraj Singh,10.0,139.0,155.0,6.0,25.833333333333332,6.690647482014388,23.166666666666668
Z Khan,14.0,295.0,388.0,18.0,21.555555555555557,7.891525423728814,16.38888888888889
