bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
A Choudhary,5.0,108.0,144.0,5.0,28.8,8.0,21.6
A Mishra,14.0,237.0,345.0,10.0,34.5,8.734177215189874,23.7
A Nehra,6.0,132.0,198.0,10.0,19.8,9.0,13.2
A Zampa,6.0,122.0,164.0,7.0,23.428571428571427,8.065573770491804,17.428571428571427
AB Dinda,3.0,65.0,121.0,2.0,60.5,11.169230769230769,32.5
AD Mathews,2.0,31.0,57.0,0.0,0.0,11.032258064516128,0.0
AF Milne,4.0,90.0,141.0,4.0,35.25,9.4,22.5
AJ Tye,6.0,128.0,146.0,12.0,12.166666666666666,6.84375,10.666666666666666
AR Patel,14.0,294.0,366.0,15.0,24.4,7.469387755102041,19.6
AS Rajpoot,5.0,87.0,113.0,4.0,28.25,7.793103448275862,21.75
Ankit Sharma,1.0,6.0,16.0,0.0,0.0,16.0,0.0
Ankit Soni,6.0,112.0,145.0,4.0,36.25,7.767857142857142,28.0
Anureet Singh,1.0,12.0,26.0,0.0,0.0,13.0,0.0
Avesh Khan,1.0,24.0,24.0,1.0,24.0,6.0,24.0
B Kumar,14.0,324.0,384.0,28.0,13.714285714285714,7.111111111111111,11.571428571428571
B Stanlake,2.0,50.0,70.0,2.0,35.0,8.399999999999999,25.0
BA Stokes,12.0,274.0,327.0,14.0,23.357142857142858,7.160583941605839,19.571428571428573
BB Sran,1.0,13.0,29.0,0.0,0.0,13.384615384615385,0.0
BCJ Cutting,4.0,79.0,123.0,2.0,61.5,9.341772151898734,39.5
Basil Thampi,12.0,278.0,428.0,15.0,28.533333333333335,9.237410071942445,18.533333333333335
Bipul Sharma,7.0,100.0,131.0,3.0,43.666666666666664,7.859999999999999,33.333333333333336
C de Grandhomme,9.0,102.0,136.0,4.0,34.0,8.0,25.5
CH Morris,9.0,189.0,241.0,14.0,17.214285714285715,7.650793650793651,13.5
CJ Anderson,8.0,121.0,187.0,4.0,46.75,9.272727272727272,30.25
CJ Jordan,1.0,7.0,10.0,1.0,10.0,8.571428571428571,7.0
CR Brathwaite,2.0,38.0,67.0,1.0,67.0,10.578947368421053,38.0
CR Woakes,13.0,278.0,393.0,18.0,21.833333333333332,8.482014388489208,15.444444444444445
DJ Hooda,3.0,24.0,42.0,2.0,21.0,10.5,12.0
DL Chahar,3.0,44.0,75.0,1.0,75.0,10.227272727272728,44.0
DR Smith,9.0,82.0,151.0,2.0,75.5,11.048780487804878,41.0
DS Kulkarni,6.0,118.0,173.0,3.0,57.666666666666664,8.796610169491524,39.333333333333336
DT Christian,13.0,249.0,303.0,12.0,25.25,7.301204819277109,20.75
GJ Maxwell,8.0,115.0,126.0,7.0,18.0,6.57391304347826,16.428571428571427
HH Pandya,13.0,162.0,219.0,6.0,36.5,8.11111111111111,27.0
HV Patel,1.0,25.0,43.0,3.0,14.333333333333334,10.319999999999999,8.333333333333334
Harbhajan Singh,11.0,247.0,269.0,8.0,33.625,6.534412955465587,30.875
I Sharma,6.0,114.0,190.0,0.0,0.0,10.0,0.0
IK Pathan,1.0,12.0,26.0,2.0,13.0,13.0,6.0
Imran Tahir,12.0,286.0,370.0,19.0,19.473684210526315,7.7622377622377625,15.052631578947368
