bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
Iqbal Abdulla,2.0,34.0,55.0,2.0,27.5,9.705882352941176,17.0
J Yadav,2.0,37.0,43.0,0.0,0.0,6.972972972972973,0.0
JD Unadkat,12.0,279.0,330.0,27.0,12.222222222222221,7.096774193548387,10.333333333333334
JJ Bumrah,16.0,373.0,455.0,23.0,19.782608695652176,7.319034852546917,16.217391304347824
JP Faulkner,8.0,164.0,279.0,11.0,25.363636363636363,10.207317073170731,14.909090909090908
K Rabada,6.0,137.0,198.0,8.0,24.75,8.671532846715328,17.125
KA Pollard,1.0,12.0,30.0,0.0,0.0,15.0,0.0
KC Cariappa,4.0,94.0,127.0,4.0,31.75,8.106382978723405,23.5
KH Pandya,13.0,246.0,280.0,10.0,28.0,6.829268292682927,24.6
KV Sharma,9.0,189.0,217.0,13.0,16.692307692307693,6.888888888888889,14.538461538461538
Kuldeep Yadav,11.0,250.0,345.0,12.0,28.75,8.280000000000001,20.833333333333332
LH Ferguson,4.0,87.0,96.0,5.0,19.2,6.620689655172414,17.4
MC Henriques,12.0,148.0,248.0,2.0,124.0,10.054054054054054,74.0
MG Johnson,5.0,125.0,147.0,9.0,16.333333333333332,7.056,13.88888888888889
MJ Henry,2.0,31.0,71.0,2.0,35.5,13.741935483870966,15.5
MJ McClenaghan,14.0,345.0,512.0,20.0,25.6,8.904347826086957,17.25
MM Patel,2.0,42.0,58.0,1.0,58.0,8.285714285714286,42.0
MM Sharma,14.0,277.0,412.0,13.0,31.692307692307693,8.92418772563177,21.307692307692307
MN Samuels,2.0,18.0,34.0,0.0,0.0,11.333333333333334,0.0
MP Stoinis,5.0,69.0,111.0,2.0,55.5,9.652173913043478,34.5
MS Gony,1.0,15.0,32.0,0.0,0.0,12.8,0.0
Mohammad Nabi,3.0,66.0,59.0,2.0,29.5,5.363636363636363,33.0
Mohammed Shami,8.0,165.0,248.0,8.0,31.0,9.018181818181818,20.625
Mohammed Siraj,6.0,141.0,214.0,10.0,21.4,9.106382978723405,14.1
Mustafizur Rahman,1.0,17.0,34.0,0.0,0.0,12.0,0.0
NB Singh,2.0,25.0,18.0,1.0,18.0,4.319999999999999,25.0
NM Coulter-Nile,8.0,178.0,232.0,16.0,14.5,7.820224719101123,11.125
P Kumar,6.0,108.0,154.0,6.0,25.666666666666668,8.555555555555555,18.0
P Negi,12.0,200.0,202.0,17.0,11.882352941176471,6.06,11.764705882352942
PJ Cummins,12.0,289.0,393.0,16.0,24.5625,8.159169550173011,18.0625
PJ Sangwan,5.0,110.0,183.0,6.0,30.5,9.981818181818182,18.333333333333332
PP Chawla,6.0,122.0,179.0,6.0,29.833333333333332,8.80327868852459,20.333333333333332
R Bhatia,3.0,43.0,55.0,2.0,27.5,7.674418604651162,21.5
R Tewatia,3.0,55.0,51.0,3.0,17.0,5.563636363636364,18.333333333333332
R Vinay Kumar,1.0,20.0,31.0,2.0,15.5,9.299999999999999,10.0
RA Jadeja,12.0,229.0,352.0,5.0,70.4,9.222707423580786,45.8
RA Tripathi,1.0,6.0,12.0,0.0,0.0,12.0,0.0
RD Chahar,2.0,46.0,59.0,2.0,29.5,7.695652173913043,23.0
Rashid Khan,14.0,328.0,368.0,18.0,20.444444444444443,6.731707317073171,18.22222222222222
S Aravind,10.0,190.0,278.0,5.0,55.6,8.778947368421052,38.0
S Badree,7.0,151.0,191.0,9.0,21.22222222222222,7.589403973509933,16.77777777777778
S Kaul,10.0,221.0,303.0,16.0,18.9375,8.226244343891402,13.8125
S Kaushik,3.0,68.0,109.0,0.0,0.0,9.617647058823529,0.0
S Nadeem,7.0,110.0,119.0,6.0,19.833333333333332,6.490909090909091,18.333333333333332
SB Jakati,2.0,32.0,52.0,0.0,0.0,9.75,0.0
SK Raina,6.0,72.0,102.0,1.0,102.0,8.5,72.0
SL Malinga,12.0,287.0,388.0,11.0,35.27272727272727,8.11149825783972,26.09090909090909
SN Thakur,12.0,239.0,319.0,13.0,24.53846153846154,8.00836820083682,18.384615384615383
SP Narine,15.0,362.0,412.0,12.0,34.333333333333336,6.828729281767956,30.166666666666668
SR Watson,8.0,165.0,246.0,5.0,49.2,8.945454545454545,33.0
SS Agarwal,1.0,24.0,42.0,1.0,42.0,10.5,24.0
STR Binny,4.0,37.0,50.0,4.0,12.5,8.108108108108107,9.25
Sandeep Sharma,13.0,300.0,402.0,17.0,23.647058823529413,8.04,17.647058823529413
Shakib Al Hasan,1.0,18.0,34.0,0.0,0.0,11.333333333333334,0.0
Swapnil Singh,4.0,43.0,61.0,1.0,61.0,8.511627906976743,43.0
T Natarajan,6.0,82.0,116.0,2.0,58.0,8.487804878048781,41.0
TA Boult,6.0,148.0,222.0,5.0,44.4,9.0,29.6
TG Southee,3.0,66.0,97.0,3.0,32.333333333333336,8.818181818181818,22.0
TM Head,5.0,48.0,81.0,3.0,27.0,10.125,16.0
TS Mills,5.0,111.0,157.0,5.0,31.4,8.486486486486486,22.2
Tejas Baroka,1.0,21.0,33.0,0.0,0.0,9.428571428571429,0.0
UT Yadav,14.0,304.0,432.0,18.0,24.0,8.526315789473685,16.88888888888889
VR Aaron,6.0,129.0,170.0,7.0,24.285714285714285,7.906976744186046,18.428571428571427
Washington Sundar,10.0,182.0,189.0,9.0,21.0,6.230769230769231,20.22222222222222
YK Pathan,4.0,24.0,41.0,1.0,41.0,10.25,24.0
YS Chahal,13.0,271.0,351.0,14.0,25.071428571428573,7.771217712177122,19.357142857142858
Yuvraj Singh,2.0,12.0,23.0,2.0,11.5,11.5,6.0
Z Khan,11.0,246.0,323.0,12.0,26.916666666666668,7.878048780487805,20.5
