bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
A Badoni,2.0,12.0,25.0,0.0,0.0,12.5,0.0
A Kamboj,3.0,68.0,115.0,2.0,57.5,10.147058823529411,34.0
A Mishra,1.0,12.0,20.0,1.0,20.0,10.0,12.0
A Nortje,6.0,140.0,298.0,7.0,42.57142857142857,12.771428571428572,20.0
AD Russell,14.0,188.0,304.0,19.0,16.0,9.702127659574469,9.894736842105264
AK Markram,2.0,13.0,15.0,0.0,0.0,6.923076923076923,0.0
AR Patel,14.0,265.0,340.0,11.0,30.90909090909091,7.69811320754717,24.09090909090909
AS Joseph,3.0,64.0,123.0,1.0,123.0,11.53125,64.0
AS Roy,3.0,34.0,60.0,1.0,60.0,10.588235294117647,34.0
Abhishek Sharma,4.0,42.0,51.0,2.0,25.5,7.285714285714286,21.0
Akash Deep,1.0,23.0,55.0,1.0,55.0,14.347826086956522,23.0
Akash Madhwal,5.0,119.0,209.0,6.0,34.833333333333336,10.53781512605042,19.833333333333332
Arjun Tendulkar,1.0,15.0,22.0,0.0,0.0,8.8,0.0
Arshad Khan,3.0,56.0,90.0,1.0,90.0,9.642857142857142,56.0
Arshad Khan (2),1.0,13.0,25.0,0.0,0.0,11.53846153846154,0.0
Arshdeep Singh,14.0,326.0,514.0,20.0,25.7,9.460122699386503,16.3
Atharva Taide,1.0,1.0,4.0,0.0,0.0,24.0,0.0
Avesh Khan,15.0,346.0,533.0,22.0,24.227272727272727,9.242774566473988,15.727272727272727
Azmatullah Omarzai,7.0,131.0,194.0,4.0,48.5,8.885496183206108,32.75
B Kumar,16.0,357.0,555.0,11.0,50.45454545454545,9.327731092436975,32.45454545454545
C Green,13.0,223.0,305.0,12.0,25.416666666666668,8.20627802690583,18.583333333333332
CV Varun,14.0,309.0,411.0,21.0,19.571428571428573,7.980582524271845,14.714285714285714
DG Nalkande,3.0,31.0,46.0,3.0,15.333333333333334,8.903225806451612,10.333333333333334
DJ Hooda,2.0,19.0,22.0,0.0,0.0,6.947368421052632,0.0
DJ Mitchell,2.0,38.0,70.0,1.0,70.0,11.052631578947368,38.0
DL Chahar,8.0,146.0,202.0,5.0,40.4,8.301369863013699,29.2
G Coetzee,10.0,216.0,357.0,13.0,27.46153846153846,9.916666666666666,16.615384615384617
GJ Maxwell,6.0,98.0,129.0,7.0,18.428571428571427,7.89795918367347,14.0
Gulbadin Naib,1.0,6.0,12.0,0.0,0.0,12.0,0.0
H Sharma,1.0,12.0,29.0,0.0,0.0,14.5,0.0
HH Pandya,12.0,226.0,389.0,13.0,29.923076923076923,10.327433628318584,17.384615384615383
HV Patel,14.0,317.0,485.0,30.0,16.166666666666668,9.17981072555205,10.566666666666666
Harpreet Brar,13.0,230.0,309.0,7.0,44.142857142857146,8.060869565217391,32.857142857142854
Harshit Rana,11.0,264.0,385.0,20.0,19.25,8.75,13.2
I Sharma,9.0,182.0,266.0,12.0,22.166666666666668,8.76923076923077,15.166666666666666
J Little,1.0,25.0,45.0,4.0,11.25,10.799999999999999,6.25
JA Richardson,1.0,25.0,40.0,0.0,0.0,9.6,0.0
JD Unadkat,11.0,200.0,321.0,9.0,35.666666666666664,9.629999999999999,22.22222222222222
JJ Bumrah,13.0,328.0,341.0,21.0,16.238095238095237,6.237804878048781,15.619047619047619
K Gowtham,1.0,13.0,30.0,0.0,0.0,13.846153846153847,0.0
K Rabada,11.0,262.0,386.0,11.0,35.09090909090909,8.83969465648855,23.818181818181817
KA Maharaj,2.0,36.0,39.0,2.0,19.5,6.5,18.0
KH Pandya,12.0,205.0,258.0,6.0,43.0,7.551219512195122,34.166666666666664
KK Ahmed,14.0,324.0,493.0,17.0,29.0,9.12962962962963,19.058823529411764
KR Sen,3.0,79.0,127.0,6.0,21.166666666666668,9.645569620253164,13.166666666666666
KT Maphaka,2.0,39.0,90.0,1.0,90.0,13.846153846153847,39.0
KV Sharma,9.0,149.0,256.0,7.0,36.57142857142857,10.308724832214766,21.285714285714285
Kartik Tyagi,1.0,26.0,52.0,0.0,0.0,12.0,0.0
Kuldeep Yadav,11.0,267.0,376.0,16.0,23.5,8.44943820224719,16.6875
L Wood,2.0,38.0,94.0,1.0,94.0,14.842105263157896,38.0
LB Williams,2.0,42.0,74.0,1.0,74.0,10.571428571428571,42.0
LH Ferguson,7.0,147.0,260.0,10.0,26.0,10.612244897959183,14.7
LS Livingstone,4.0,75.0,86.0,3.0,28.666666666666668,6.88,25.0
Lalit Yadav,2.0,18.0,57.0,0.0,0.0,19.0,0.0
M Jansen,3.0,68.0,134.0,2.0,67.0,11.823529411764705,34.0
M Markande,7.0,142.0,259.0,8.0,32.375,10.943661971830986,17.75
M Pathirana,6.0,145.0,175.0,13.0,13.461538461538462,7.241379310344827,11.153846153846153
M Shahrukh Khan,2.0,12.0,16.0,0.0,0.0,8.0,0.0
M Siddharth,3.0,58.0,72.0,1.0,72.0,7.448275862068966,58.0
M Theekshana,5.0,121.0,146.0,2.0,73.0,7.239669421487603,60.5
MA Starc,13.0,267.0,450.0,20.0,22.5,10.112359550561798,13.35
MJ Henry,4.0,74.0,112.0,1.0,112.0,9.08108108108108,74.0
MJ Santner,3.0,54.0,64.0,3.0,21.333333333333332,7.111111111111111,18.0
MJ Suthar,1.0,12.0,26.0,0.0,0.0,13.0,0.0
MK Lomror,1.0,9.0,18.0,0.0,0.0,12.0,0.0
MM Ali,4.0,49.0,71.0,2.0,35.5,8.693877551020408,24.5
MM Sharma,11.0,245.0,428.0,16.0,26.75,10.481632653061224,15.3125
MP Stoinis,7.0,87.0,127.0,5.0,25.4,8.758620689655173,17.4
MP Yadav,4.0,76.0,88.0,8.0,11.0,6.947368421052632,9.5
MR Marsh,3.0,54.0,103.0,1.0,103.0,11.444444444444445,54.0
Mayank Dagar,5.0,72.0,122.0,1.0,122.0,10.166666666666666,72.0
Mohammad Nabi,6.0,74.0,110.0,2.0,55.0,8.91891891891892,37.0
Mohammed Siraj,14.0,350.0,507.0,15.0,33.8,8.69142857142857,23.333333333333332
Mohsin Khan,10.0,237.0,385.0,10.0,38.5,9.746835443037975,23.7
Mukesh Choudhary,1.0,7.0,27.0,0.0,0.0,23.142857142857142,0.0
Mukesh Kumar,10.0,223.0,379.0,22.0,17.227272727272727,10.19730941704036,10.136363636363637
Mustafizur Rahman,9.0,225.0,324.0,14.0,23.142857142857142,8.64,16.071428571428573
N Burger,5.0,105.0,152.0,7.0,21.714285714285715,8.685714285714285,15.0
N Thushara,7.0,172.0,259.0,8.0,32.375,9.034883720930232,21.5
N Wadhera,1.0,12.0,13.0,0.0,0.0,6.5,0.0
NT Ellis,1.0,24.0,24.0,1.0,24.0,6.0,24.0
Naman Dhir,3.0,29.0,55.0,0.0,0.0,11.379310344827587,0.0
