bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
Naveen-ul-Haq,10.0,232.0,375.0,15.0,25.0,9.698275862068966,15.466666666666667
Nithish Kumar Reddy,7.0,87.0,154.0,4.0,38.5,10.620689655172415,21.75
Noor Ahmad,10.0,214.0,297.0,8.0,37.125,8.327102803738319,26.75
PJ Cummins,16.0,375.0,571.0,18.0,31.72222222222222,9.136,20.833333333333332
PP Chawla,11.0,215.0,312.0,13.0,24.0,8.706976744186045,16.53846153846154
PVD Chameera,1.0,19.0,49.0,0.0,0.0,15.473684210526317,0.0
R Ashwin,14.0,346.0,469.0,9.0,52.111111111111114,8.132947976878613,38.44444444444444
R Dhawan,1.0,19.0,39.0,0.0,0.0,12.31578947368421,0.0
R Parag,2.0,19.0,27.0,0.0,0.0,8.526315789473685,0.0
R Ravindra,2.0,12.0,7.0,0.0,0.0,3.5,0.0
R Sai Kishore,5.0,93.0,137.0,7.0,19.571428571428573,8.838709677419354,13.285714285714286
R Shepherd,5.0,76.0,162.0,2.0,81.0,12.789473684210527,38.0
RA Jadeja,14.0,285.0,371.0,8.0,46.375,7.810526315789474,35.625
RD Chahar,9.0,189.0,280.0,10.0,28.0,8.88888888888889,18.9
RJ Gleeson,2.0,51.0,72.0,1.0,72.0,8.470588235294118,51.0
RJW Topley,4.0,95.0,168.0,4.0,42.0,10.610526315789473,23.75
Ramandeep Singh,1.0,4.0,9.0,0.0,0.0,13.5,0.0
Rashid Khan,12.0,262.0,372.0,10.0,37.2,8.51908396946565,26.2
Rasikh Salam,8.0,156.0,271.0,9.0,30.11111111111111,10.423076923076923,17.333333333333332
Ravi Bishnoi,14.0,270.0,384.0,10.0,38.4,8.533333333333333,27.0
S Dube,1.0,6.0,14.0,1.0,14.0,14.0,6.0
S Gopal,3.0,42.0,67.0,3.0,22.333333333333332,9.571428571428571,14.0
S Joseph,1.0,30.0,51.0,0.0,0.0,10.2,0.0
S Sandeep Warrier,5.0,70.0,122.0,6.0,20.333333333333332,10.457142857142857,11.666666666666666
SH Johnson,5.0,99.0,155.0,4.0,38.75,9.393939393939394,24.75
SM Curran,13.0,254.0,422.0,16.0,26.375,9.968503937007874,15.875
SN Thakur,9.0,197.0,315.0,5.0,63.0,9.593908629441623,39.4
SP Narine,14.0,334.0,376.0,18.0,20.88888888888889,6.754491017964072,18.555555555555557
SZ Mulani,2.0,33.0,57.0,0.0,0.0,10.363636363636363,0.0
Sandeep Sharma,10.0,236.0,314.0,15.0,20.933333333333334,7.983050847457626,15.733333333333333
Shahbaz Ahmed,15.0,166.0,277.0,7.0,39.57142857142857,10.012048192771084,23.714285714285715
Shashank Singh,1.0,6.0,5.0,1.0,5.0,5.0,6.0
Sikandar Raza,1.0,12.0,22.0,0.0,0.0,11.0,0.0
Simarjeet Singh,4.0,80.0,122.0,6.0,20.333333333333332,9.15,13.333333333333334
Sumit Kumar,2.0,22.0,38.0,0.0,0.0,10.363636363636363,0.0
Suyash Sharma,2.0,25.0,51.0,0.0,0.0,12.239999999999998,0.0
Swapnil Singh,7.0,92.0,133.0,6.0,22.166666666666668,8.67391304347826,15.333333333333334
T Natarajan,14.0,332.0,469.0,20.0,23.45,8.475903614457831,16.6
T Stubbs,2.0,13.0,15.0,3.0,5.0,6.923076923076923,4.333333333333333
TA Boult,15.0,333.0,448.0,16.0,28.0,8.072072072072071,20.8125
TM Head,1.0,10.0,32.0,0.0,0.0,19.2,0.0
TU Deshpande,13.0,310.0,435.0,18.0,24.166666666666668,8.419354838709678,17.22222222222222
Tilak Varma,1.0,4.0,8.0,0.0,0.0,12.0,0.0
UT Yadav,7.0,129.0,211.0,9.0,23.444444444444443,9.813953488372093,14.333333333333334
Umran Malik,1.0,7.0,15.0,0.0,0.0,12.857142857142856,0.0
V Kaverappa,1.0,24.0,36.0,2.0,18.0,9.0,12.0
V Viyaskanth,3.0,60.0,90.0,1.0,90.0,9.0,60.0
VG Arora,10.0,201.0,284.0,11.0,25.818181818181817,8.477611940298507,18.272727272727273
VR Iyer,1.0,6.0,28.0,0.0,0.0,28.0,0.0
Vijaykumar Vyshak,4.0,90.0,143.0,6.0,23.833333333333332,9.533333333333333,15.0
WG Jacks,5.0,55.0,100.0,2.0,50.0,10.90909090909091,27.5
Washington Sundar,2.0,30.0,73.0,1.0,73.0,14.6,30.0
YS Chahal,15.0,362.0,548.0,19.0,28.842105263157894,9.082872928176796,19.05263157894737
Yash Dayal,14.0,322.0,472.0,16.0,29.5,8.79503105590062,20.125
Yash Thakur,10.0,225.0,405.0,12.0,33.75,10.8,18.75
Yudhvir Singh,2.0,24.0,52.0,1.0,52.0,13.0,24.0
