bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
Gagandeep Singh,4.0,84.0,142.0,3.0,47.333333333333336,10.142857142857142,28.0
Harbhajan Singh,3.0,62.0,84.0,6.0,14.0,8.129032258064516,10.333333333333334
I Sharma,13.0,266.0,348.0,7.0,49.714285714285715,7.849624060150376,38.0
IK Pathan,14.0,336.0,361.0,20.0,18.05,6.446428571428571,16.8
Iqbal Abdulla,1.0,18.0,22.0,1.0,22.0,7.333333333333333,18.0
JA Morkel,13.0,310.0,414.0,20.0,20.7,8.012903225806452,15.5
JDP Oram,4.0,100.0,149.0,6.0,24.833333333333332,8.94,16.666666666666668
JH Kallis,11.0,211.0,322.0,4.0,80.5,9.156398104265403,52.75
JR Hopes,11.0,171.0,285.0,7.0,40.714285714285715,10.0,24.428571428571427
Joginder Sharma,7.0,158.0,241.0,9.0,26.77777777777778,9.151898734177216,17.555555555555557
K Goel,1.0,12.0,25.0,0.0,0.0,12.5,0.0
L Balaji,9.0,205.0,293.0,11.0,26.636363636363637,8.575609756097561,18.636363636363637
LPC Silva,1.0,6.0,21.0,0.0,0.0,21.0,0.0
LR Shukla,9.0,78.0,126.0,6.0,21.0,9.692307692307692,13.0
M Kartik,5.0,89.0,132.0,5.0,26.4,8.898876404494382,17.8
M Muralitharan,15.0,369.0,416.0,11.0,37.81818181818182,6.764227642276423,33.54545454545455
M Ntini,9.0,213.0,257.0,8.0,32.125,7.23943661971831,26.625
MA Khote,2.0,30.0,52.0,2.0,26.0,10.4,15.0
MF Maharoof,10.0,226.0,255.0,19.0,13.421052631578947,6.769911504424779,11.894736842105264
MM Patel,15.0,336.0,423.0,16.0,26.4375,7.553571428571429,21.0
MS Gony,16.0,371.0,456.0,18.0,25.333333333333332,7.37466307277628,20.61111111111111
Mohammad Asif,8.0,199.0,307.0,9.0,34.111111111111114,9.256281407035177,22.11111111111111
Mohammad Hafeez,4.0,63.0,71.0,2.0,35.5,6.761904761904762,31.5
P Amarnath,6.0,132.0,241.0,7.0,34.42857142857143,10.954545454545455,18.857142857142858
P Kumar,13.0,275.0,376.0,12.0,31.333333333333332,8.203636363636363,22.916666666666668
PJ Sangwan,7.0,155.0,221.0,7.0,31.571428571428573,8.55483870967742,22.142857142857142
PM Sarvesh Kumar,2.0,31.0,42.0,1.0,42.0,8.129032258064516,31.0
PP Chawla,15.0,286.0,396.0,19.0,20.842105263157894,8.307692307692308,15.052631578947368
PP Ojha,12.0,236.0,299.0,11.0,27.181818181818183,7.601694915254237,21.454545454545453
Pankaj Singh,5.0,76.0,129.0,0.0,0.0,10.18421052631579,0.0
R Bhatia,9.0,134.0,185.0,9.0,20.555555555555557,8.283582089552239,14.88888888888889
R Vinay Kumar,8.0,141.0,183.0,7.0,26.142857142857142,7.787234042553192,20.142857142857142
RA Jadeja,2.0,13.0,21.0,1.0,21.0,9.692307692307693,13.0
RG Sharma,1.0,25.0,26.0,1.0,26.0,6.239999999999999,25.0
RP Singh,14.0,325.0,459.0,17.0,27.0,8.473846153846154,19.11764705882353
RR Powar,5.0,77.0,93.0,3.0,31.0,7.246753246753246,25.666666666666668
RR Raje,6.0,102.0,142.0,6.0,23.666666666666668,8.352941176470589,17.0
S Sreesanth,15.0,332.0,451.0,19.0,23.736842105263158,8.150602409638553,17.473684210526315
S Vidyut,1.0,13.0,22.0,1.0,22.0,10.153846153846155,13.0
SB Bangar,9.0,153.0,221.0,6.0,36.833333333333336,8.666666666666666,25.5
SB Joshi,4.0,55.0,82.0,1.0,82.0,8.945454545454545,55.0
SB Styris,8.0,167.0,201.0,4.0,50.25,7.221556886227545,41.75
SC Ganguly,7.0,121.0,132.0,7.0,18.857142857142858,6.545454545454545,17.285714285714285
SD Chitnis,2.0,38.0,62.0,2.0,31.0,9.789473684210527,19.0
SK Raina,2.0,20.0,30.0,2.0,15.0,9.0,10.0
SK Trivedi,15.0,300.0,407.0,15.0,27.133333333333333,8.14,20.0
SK Warne,15.0,319.0,409.0,20.0,20.45,7.692789968652038,15.95
SM Pollock,13.0,280.0,307.0,13.0,23.615384615384617,6.578571428571429,21.53846153846154
SR Watson,15.0,344.0,395.0,20.0,19.75,6.88953488372093,17.2
ST Jayasuriya,8.0,127.0,163.0,5.0,32.6,7.700787401574803,25.4
Shahid Afridi,10.0,185.0,237.0,9.0,26.333333333333332,7.686486486486487,20.555555555555557
Shoaib Akhtar,3.0,46.0,54.0,5.0,10.8,7.0434782608695645,9.2
Shoaib Malik,5.0,58.0,87.0,2.0,43.5,9.0,29.0
Sohail Tanvir,11.0,265.0,275.0,24.0,11.458333333333334,6.226415094339623,11.041666666666666
TM Dilshan,1.0,6.0,3.0,1.0,3.0,3.0,6.0
Umar Gul,6.0,153.0,198.0,14.0,14.142857142857142,7.764705882352941,10.928571428571429
V Kohli,4.0,49.0,62.0,2.0,31.0,7.591836734693878,24.5
V Sehwag,7.0,67.0,134.0,3.0,44.666666666666664,12.0,22.333333333333332
VRV Singh,13.0,296.0,425.0,15.0,28.333333333333332,8.614864864864865,19.733333333333334
VS Yeligati,2.0,32.0,61.0,0.0,0.0,11.4375,0.0
VY Mahesh,11.0,266.0,380.0,17.0,22.352941176470587,8.571428571428571,15.647058823529411
WA Mota,2.0,20.0,36.0,1.0,36.0,10.799999999999999,20.0
WPUJC Vaas,5.0,103.0,146.0,6.0,24.333333333333332,8.504854368932039,17.166666666666668
Y Venugopal Rao,7.0,88.0,137.0,3.0,45.666666666666664,9.340909090909092,29.333333333333332
YK Pathan,13.0,170.0,233.0,10.0,23.3,8.223529411764707,17.0
Yuvraj Singh,6.0,56.0,85.0,3.0,28.333333333333332,9.107142857142856,18.666666666666668
Z Khan,11.0,258.0,369.0,15.0,24.6,8.581395348837209,17.2
