bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
R Rampaul,10.0,241.0,282.0,15.0,18.8,7.020746887966806,16.066666666666666
R Sathish,3.0,24.0,52.0,1.0,52.0,13.0,24.0
R Sharma,11.0,247.0,282.0,9.0,31.333333333333332,6.850202429149798,27.444444444444443
R Shukla,3.0,53.0,80.0,4.0,20.0,9.056603773584905,13.25
R Vinay Kumar,16.0,377.0,522.0,27.0,19.333333333333332,8.307692307692307,13.962962962962964
RA Jadeja,15.0,262.0,326.0,15.0,21.733333333333334,7.465648854961833,17.466666666666665
RE van der Merwe,3.0,67.0,71.0,4.0,17.75,6.358208955223881,16.75
RG Sharma,2.0,9.0,6.0,0.0,0.0,4.0,0.0
RJ Harris,3.0,74.0,74.0,1.0,74.0,6.0,74.0
RN ten Doeschate,3.0,18.0,24.0,0.0,0.0,8.0,0.0
RP Singh,11.0,251.0,336.0,14.0,24.0,8.03187250996016,17.928571428571427
RV Gomez,1.0,6.0,5.0,1.0,5.0,5.0,6.0
S Badree,1.0,25.0,35.0,0.0,0.0,8.399999999999999,0.0
S Kaul,6.0,133.0,172.0,5.0,34.4,7.7593984962406015,26.6
S Ladda,1.0,12.0,18.0,1.0,18.0,9.0,12.0
S Nadeem,12.0,267.0,264.0,9.0,29.333333333333332,5.932584269662922,29.666666666666668
S Narwal,1.0,14.0,17.0,0.0,0.0,7.285714285714286,0.0
S Sreesanth,7.0,136.0,171.0,6.0,28.5,7.544117647058823,22.666666666666668
SK Raina,2.0,12.0,23.0,1.0,23.0,11.5,12.0
SK Trivedi,17.0,368.0,425.0,12.0,35.416666666666664,6.929347826086956,30.666666666666668
SL Malinga,17.0,402.0,484.0,23.0,21.043478260869566,7.223880597014926,17.47826086956522
SMSM Senanayake,8.0,195.0,211.0,9.0,23.444444444444443,6.492307692307692,21.666666666666668
SP Narine,16.0,387.0,353.0,26.0,13.576923076923077,5.4728682170542635,14.884615384615385
SR Watson,13.0,256.0,319.0,16.0,19.9375,7.4765625,16.0
STR Binny,14.0,149.0,163.0,7.0,23.285714285714285,6.5637583892617455,21.285714285714285
SW Tait,3.0,70.0,103.0,1.0,103.0,8.82857142857143,70.0
Sandeep Sharma,4.0,98.0,130.0,8.0,16.25,7.959183673469388,12.25
TL Suman,1.0,12.0,16.0,1.0,16.0,8.0,12.0
TM Dilshan,1.0,6.0,10.0,0.0,0.0,10.0,0.0
UT Yadav,16.0,369.0,533.0,20.0,26.65,8.666666666666666,18.45
V Sehwag,1.0,6.0,9.0,0.0,0.0,9.0,0.0
VS Malik,3.0,61.0,59.0,2.0,29.5,5.803278688524591,30.5
WD Parnell,4.0,97.0,141.0,7.0,20.142857142857142,8.721649484536082,13.857142857142858
YK Pathan,5.0,55.0,74.0,1.0,74.0,8.072727272727274,55.0
YS Chahal,1.0,24.0,35.0,0.0,0.0,8.75,0.0
Yuvraj Singh,10.0,133.0,152.0,6.0,25.333333333333332,6.857142857142857,22.166666666666668
Z Khan,2.0,38.0,47.0,5.0,9.4,7.421052631578948,7.6
