bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
M Ashwin,10.0,211.0,257.0,5.0,51.4,7.308056872037915,42.2
M Markande,3.0,37.0,59.0,1.0,59.0,9.567567567567567,37.0
M Prasidh Krishna,11.0,260.0,394.0,5.0,78.8,9.092307692307692,52.0
MJ McClenaghan,5.0,114.0,143.0,3.0,47.666666666666664,7.526315789473684,38.0
MJ Santner,4.0,88.0,94.0,4.0,23.5,6.409090909090909,22.0
MM Ali,9.0,151.0,169.0,7.0,24.142857142857142,6.71523178807947,21.571428571428573
MM Sharma,1.0,18.0,27.0,1.0,27.0,9.0,18.0
MP Stoinis,6.0,103.0,147.0,2.0,73.5,8.563106796116504,51.5
Mandeep Singh,2.0,12.0,26.0,0.0,0.0,13.0,0.0
Mohammad Nabi,8.0,175.0,201.0,8.0,25.125,6.8914285714285715,21.875
Mohammed Shami,14.0,331.0,477.0,22.0,21.681818181818183,8.646525679758309,15.045454545454545
Mohammed Siraj,9.0,179.0,271.0,8.0,33.875,9.083798882681565,22.375
Mujeeb Ur Rahman,5.0,123.0,193.0,3.0,64.33333333333333,9.414634146341463,41.0
N Rana,6.0,50.0,73.0,3.0,24.333333333333332,8.76,16.666666666666668
Navdeep Saini,13.0,299.0,410.0,12.0,34.166666666666664,8.227424749163879,24.916666666666668
O Thomas,4.0,63.0,85.0,5.0,17.0,8.095238095238095,12.6
P Negi,4.0,70.0,103.0,3.0,34.333333333333336,8.82857142857143,23.333333333333332
P Ray Barman,1.0,24.0,56.0,0.0,0.0,14.0,0.0
PP Chawla,13.0,267.0,405.0,10.0,40.5,9.101123595505618,26.7
R Ashwin,14.0,342.0,400.0,17.0,23.529411764705884,7.017543859649122,20.11764705882353
R Parag,7.0,84.0,121.0,2.0,60.5,8.642857142857142,42.0
R Tewatia,3.0,39.0,42.0,2.0,21.0,6.461538461538462,19.5
RA Jadeja,16.0,326.0,347.0,15.0,23.133333333333333,6.386503067484663,21.733333333333334
RD Chahar,13.0,287.0,310.0,13.0,23.846153846153847,6.480836236933798,22.076923076923077
Rashid Khan,15.0,367.0,396.0,19.0,20.842105263157894,6.474114441416894,19.31578947368421
Rasikh Salam,1.0,27.0,42.0,0.0,0.0,9.333333333333334,0.0
S Dube,2.0,11.0,8.0,0.0,0.0,4.363636363636364,0.0
S Gopal,14.0,289.0,350.0,20.0,17.5,7.26643598615917,14.45
S Kaul,7.0,169.0,243.0,6.0,40.5,8.627218934911243,28.166666666666668
S Lamichhane,6.0,138.0,211.0,9.0,23.444444444444443,9.173913043478262,15.333333333333334
S Midhun,1.0,13.0,29.0,0.0,0.0,13.384615384615385,0.0
S Nadeem,3.0,54.0,91.0,3.0,30.333333333333332,10.11111111111111,18.0
S Sandeep Warrier,3.0,73.0,86.0,2.0,43.0,7.068493150684932,36.5
SC Kuggeleijn,2.0,50.0,71.0,2.0,35.5,8.52,25.0
SE Rutherford,6.0,46.0,60.0,1.0,60.0,7.826086956521739,46.0
SK Raina,1.0,6.0,6.0,0.0,0.0,6.0,0.0
SL Malinga,12.0,280.0,452.0,18.0,25.11111111111111,9.685714285714287,15.555555555555555
SM Curran,9.0,207.0,325.0,11.0,29.545454545454547,9.420289855072463,18.818181818181817
SN Khan,1.0,2.0,6.0,0.0,0.0,18.0,0.0
SN Thakur,9.0,190.0,285.0,9.0,31.666666666666668,9.0,21.11111111111111
SP Narine,12.0,273.0,353.0,11.0,32.09090909090909,7.758241758241758,24.818181818181817
STR Binny,5.0,43.0,44.0,1.0,44.0,6.13953488372093,43.0
Sandeep Sharma,11.0,265.0,355.0,13.0,27.307692307692307,8.037735849056604,20.384615384615383
Shakib Al Hasan,3.0,66.0,95.0,2.0,47.5,8.636363636363637,33.0
TA Boult,5.0,120.0,163.0,5.0,32.6,8.15,24.0
TG Southee,3.0,58.0,123.0,1.0,123.0,12.724137931034484,58.0
UT Yadav,11.0,238.0,375.0,9.0,41.666666666666664,9.453781512605042,26.444444444444443
V Shankar,5.0,52.0,70.0,2.0,35.0,8.076923076923077,26.0
VR Aaron,5.0,74.0,128.0,4.0,32.0,10.378378378378377,18.5
Washington Sundar,3.0,54.0,75.0,4.0,18.75,8.333333333333334,13.5
Y Prithvi Raj,2.0,33.0,57.0,1.0,57.0,10.363636363636363,33.0
YK Pathan,1.0,6.0,8.0,0.0,0.0,8.0,0.0
YS Chahal,14.0,308.0,394.0,18.0,21.88888888888889,7.675324675324675,17.11111111111111
