bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
I Udana,10.0,182.0,286.0,8.0,35.75,9.428571428571429,22.75
Imran Tahir,3.0,66.0,78.0,1.0,78.0,7.090909090909091,66.0
J Yadav,2.0,42.0,43.0,1.0,43.0,6.142857142857143,42.0
JC Archer,14.0,345.0,373.0,20.0,18.65,6.48695652173913,17.25
JD Unadkat,7.0,144.0,229.0,5.0,45.8,9.541666666666666,28.8
JDS Neesham,5.0,93.0,149.0,2.0,74.5,9.612903225806452,46.5
JJ Bumrah,15.0,384.0,436.0,30.0,14.533333333333333,6.8125,12.8
JL Pattinson,10.0,222.0,321.0,11.0,29.181818181818183,8.675675675675675,20.181818181818183
JO Holder,7.0,176.0,239.0,15.0,15.933333333333334,8.147727272727273,11.733333333333333
JR Hazlewood,3.0,61.0,72.0,1.0,72.0,7.081967213114755,61.0
K Gowtham,2.0,48.0,84.0,1.0,84.0,10.5,48.0
K Rabada,17.0,414.0,565.0,32.0,17.65625,8.18840579710145,12.9375
KA Pollard,11.0,138.0,190.0,4.0,47.5,8.26086956521739,34.5
KH Pandya,16.0,315.0,387.0,6.0,64.5,7.371428571428571,52.5
KK Ahmed,7.0,158.0,245.0,10.0,24.5,9.30379746835443,15.8
KL Nagarkoti,9.0,160.0,233.0,5.0,46.6,8.737499999999999,32.0
KS Williamson,1.0,12.0,24.0,0.0,0.0,12.0,0.0
KV Sharma,5.0,118.0,165.0,5.0,33.0,8.389830508474576,23.6
Kartik Tyagi,10.0,241.0,372.0,10.0,37.2,9.261410788381744,24.1
Kuldeep Yadav,4.0,75.0,95.0,1.0,95.0,7.6,75.0
L Ngidi,4.0,104.0,169.0,10.0,16.9,9.75,10.4
LH Ferguson,5.0,127.0,153.0,9.0,17.0,7.228346456692913,14.11111111111111
M Ashwin,9.0,191.0,240.0,10.0,24.0,7.539267015706806,19.1
M Prasidh Krishna,6.0,109.0,165.0,4.0,41.25,9.082568807339449,27.25
MJ Santner,2.0,42.0,53.0,2.0,26.5,7.571428571428571,21.0
MM Ali,3.0,32.0,42.0,1.0,42.0,7.875,32.0
MM Sharma,1.0,25.0,45.0,1.0,45.0,10.799999999999999,25.0
MP Stoinis,13.0,184.0,287.0,13.0,22.076923076923077,9.358695652173912,14.153846153846153
MR Marsh,1.0,4.0,6.0,0.0,0.0,9.0,0.0
Mohammad Nabi,1.0,26.0,24.0,0.0,0.0,5.538461538461539,0.0
Mohammed Shami,14.0,342.0,482.0,23.0,20.956521739130434,8.456140350877194,14.869565217391305
Mohammed Siraj,9.0,172.0,244.0,11.0,22.181818181818183,8.511627906976743,15.636363636363637
Monu Kumar,1.0,16.0,20.0,0.0,0.0,7.5,0.0
Mujeeb Ur Rahman,2.0,49.0,83.0,0.0,0.0,10.16326530612245,0.0
N Rana,2.0,13.0,23.0,0.0,0.0,10.615384615384617,0.0
NM Coulter-Nile,7.0,165.0,206.0,6.0,34.333333333333336,7.490909090909091,27.5
Navdeep Saini,13.0,294.0,392.0,8.0,49.0,8.0,36.75
P Dubey,3.0,48.0,72.0,0.0,0.0,9.0,0.0
PJ Cummins,14.0,321.0,424.0,12.0,35.333333333333336,7.925233644859813,26.75
PP Chawla,7.0,128.0,191.0,7.0,27.285714285714285,8.953125,18.285714285714285
R Ashwin,15.0,312.0,393.0,15.0,26.2,7.5576923076923075,20.8
R Parag,2.0,13.0,27.0,0.0,0.0,12.461538461538462,0.0
R Tewatia,14.0,286.0,327.0,11.0,29.727272727272727,6.860139860139861,26.0
RA Jadeja,13.0,221.0,318.0,6.0,53.0,8.633484162895927,36.833333333333336
RD Chahar,15.0,323.0,439.0,16.0,27.4375,8.154798761609907,20.1875
Rashid Khan,16.0,391.0,355.0,20.0,17.75,5.447570332480818,19.55
Ravi Bishnoi,14.0,318.0,381.0,14.0,27.214285714285715,7.188679245283019,22.714285714285715
S Dube,5.0,55.0,75.0,5.0,15.0,8.181818181818182,11.0
S Gopal,14.0,305.0,429.0,10.0,42.9,8.439344262295082,30.5
S Kaul,1.0,26.0,64.0,2.0,32.0,14.76923076923077,13.0
S Nadeem,7.0,137.0,179.0,6.0,29.833333333333332,7.839416058394161,22.833333333333332
S Sandeep Warrier,1.0,21.0,34.0,0.0,0.0,9.714285714285714,0.0
SM Curran,13.0,265.0,348.0,14.0,24.857142857142858,7.879245283018868,18.928571428571427
SN Thakur,9.0,203.0,279.0,10.0,27.9,8.246305418719212,20.3
SP Narine,10.0,230.0,308.0,6.0,51.333333333333336,8.034782608695652,38.333333333333336
SS Cottrell,6.0,131.0,177.0,6.0,29.5,8.106870229007635,21.833333333333332
Sandeep Sharma,13.0,317.0,374.0,14.0,26.714285714285715,7.078864353312302,22.642857142857142
Shahbaz Ahmed,2.0,37.0,45.0,2.0,22.5,7.297297297297297,18.5
Shivam Mavi,8.0,162.0,214.0,9.0,23.77777777777778,7.925925925925926,18.0
T Natarajan,16.0,389.0,520.0,19.0,27.36842105263158,8.02056555269923,20.473684210526315
TA Boult,15.0,354.0,473.0,26.0,18.192307692307693,8.016949152542374,13.615384615384615
TK Curran,5.0,116.0,210.0,3.0,70.0,10.862068965517242,38.666666666666664
TU Deshpande,5.0,110.0,193.0,3.0,64.33333333333333,10.527272727272727,36.666666666666664
UT Yadav,2.0,46.0,86.0,1.0,86.0,11.217391304347826,46.0
V Shankar,5.0,84.0,82.0,4.0,20.5,5.857142857142857,21.0
VR Aaron,3.0,54.0,96.0,0.0,0.0,10.666666666666666,0.0
Washington Sundar,15.0,302.0,300.0,9.0,33.333333333333336,5.960264900662251,33.55555555555556
YS Chahal,15.0,348.0,414.0,22.0,18.818181818181817,7.137931034482759,15.818181818181818
