bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
A Mishra,3.0,61.0,72.0,3.0,24.0,7.081967213114755,20.333333333333332
A Nortje,16.0,376.0,529.0,23.0,23.0,8.441489361702128,16.347826086956523
A Zampa,3.0,67.0,92.0,2.0,46.0,8.238805970149254,33.5
AD Russell,7.0,114.0,178.0,7.0,25.428571428571427,9.368421052631579,16.285714285714285
AJ Tye,1.0,27.0,54.0,2.0,27.0,12.0,13.5
AR Patel,15.0,308.0,329.0,11.0,29.90909090909091,6.409090909090909,28.0
AS Rajpoot,6.0,115.0,206.0,2.0,103.0,10.747826086956522,57.5
Abdul Samad,3.0,43.0,96.0,1.0,96.0,13.395348837209301,43.0
Abhishek Sharma,6.0,61.0,92.0,2.0,46.0,9.049180327868854,30.5
Arshdeep Singh,8.0,158.0,219.0,11.0,19.90909090909091,8.316455696202532,14.363636363636363
Avesh Khan,1.0,25.0,42.0,0.0,0.0,10.08,0.0
B Kumar,4.0,88.0,100.0,5.0,20.0,6.818181818181818,17.6
BA Stokes,6.0,96.0,159.0,2.0,79.5,9.9375,48.0
Basil Thampi,1.0,24.0,46.0,1.0,46.0,11.5,24.0
CH Gayle,1.0,5.0,5.0,0.0,0.0,6.0,0.0
CH Morris,9.0,204.0,212.0,12.0,17.666666666666668,6.235294117647059,17.0
CJ Green,1.0,17.0,24.0,0.0,0.0,8.470588235294118,0.0
CJ Jordan,9.0,210.0,320.0,12.0,26.666666666666668,9.142857142857142,17.5
CV Varun,13.0,313.0,357.0,17.0,21.0,6.843450479233227,18.41176470588235
DA Warner,1.0,2.0,2.0,0.0,0.0,6.0,0.0
DJ Bravo,6.0,135.0,180.0,7.0,25.714285714285715,8.0,19.285714285714285
DJ Hooda,1.0,6.0,10.0,0.0,0.0,10.0,0.0
DL Chahar,14.0,321.0,402.0,12.0,33.5,7.514018691588785,26.75
DR Sams,3.0,77.0,114.0,0.0,0.0,8.883116883116882,0.0
DS Kulkarni,1.0,20.0,22.0,0.0,0.0,6.6,0.0
DW Steyn,3.0,75.0,134.0,1.0,134.0,10.72,75.0
GJ Maxwell,7.0,126.0,171.0,3.0,57.0,8.142857142857142,42.0
HV Patel,5.0,98.0,135.0,3.0,45.0,8.26530612244898,32.666666666666664
Harpreet Brar,1.0,25.0,41.0,0.0,0.0,9.84,0.0
I Sharma,1.0,20.0,26.0,0.0,0.0,7.8,0.0
