bowler,matches_played,balls_bowled,runs_conceded,wickets,average,economy,strike_rate
Mashrafe Mortaza,1.0,28.0,59.0,1.0,59.0,12.642857142857142,28.0
P Kumar,13.0,312.0,401.0,16.0,25.0625,7.711538461538462,19.5
PJ Sangwan,13.0,297.0,374.0,18.0,20.77777777777778,7.555555555555555,16.5
PP Chawla,14.0,273.0,319.0,12.0,26.583333333333332,7.010989010989011,22.75
PP Ojha,15.0,327.0,359.0,21.0,17.095238095238095,6.587155963302752,15.571428571428571
Pankaj Singh,3.0,45.0,65.0,2.0,32.5,8.666666666666666,22.5
R Ashwin,1.0,24.0,14.0,2.0,7.0,3.5,12.0
R Bhatia,7.0,133.0,153.0,11.0,13.909090909090908,6.902255639097744,12.090909090909092
R Vinay Kumar,11.0,199.0,273.0,9.0,30.333333333333332,8.231155778894474,22.11111111111111
RA Jadeja,10.0,144.0,156.0,6.0,26.0,6.5,24.0
RA Shaikh,1.0,6.0,11.0,0.0,0.0,11.0,0.0
RE van der Merwe,10.0,209.0,263.0,9.0,29.22222222222222,7.55023923444976,23.22222222222222
RG Sharma,12.0,140.0,163.0,12.0,13.583333333333334,6.985714285714286,11.666666666666666
RJ Harris,8.0,192.0,235.0,6.0,39.166666666666664,7.34375,32.0
RP Singh,16.0,382.0,430.0,26.0,16.53846153846154,6.7539267015706805,14.692307692307692
RR Bose,1.0,12.0,24.0,0.0,0.0,12.0,0.0
RR Powar,8.0,132.0,138.0,6.0,23.0,6.2727272727272725,22.0
RR Raje,4.0,42.0,72.0,1.0,72.0,10.285714285714286,42.0
RS Bopara,2.0,8.0,5.0,0.0,0.0,3.75,0.0
S Sreesanth,7.0,145.0,196.0,6.0,32.666666666666664,8.110344827586207,24.166666666666668
S Tyagi,8.0,118.0,143.0,5.0,28.6,7.271186440677965,23.6
SB Jakati,8.0,175.0,225.0,13.0,17.307692307692307,7.714285714285714,13.461538461538462
SB Styris,2.0,49.0,64.0,5.0,12.8,7.836734693877552,9.8
SC Ganguly,6.0,73.0,98.0,2.0,49.0,8.054794520547945,36.5
SK Raina,10.0,167.0,169.0,8.0,21.125,6.07185628742515,20.875
SK Trivedi,7.0,123.0,152.0,6.0,25.333333333333332,7.414634146341464,20.5
SK Warne,13.0,313.0,369.0,14.0,26.357142857142858,7.073482428115017,22.357142857142858
SL Malinga,13.0,326.0,334.0,21.0,15.904761904761905,6.147239263803681,15.523809523809524
SM Harwood,3.0,67.0,74.0,3.0,24.666666666666668,6.6268656716417915,22.333333333333332
SR Tendulkar,4.0,37.0,59.0,0.0,0.0,9.567567567567567,0.0
SS Sarkar,2.0,25.0,34.0,1.0,34.0,8.16,25.0
ST Jayasuriya,9.0,119.0,165.0,8.0,20.625,8.319327731092438,14.875
Shoaib Ahmed,7.0,103.0,154.0,5.0,30.8,8.970873786407767,20.6
T Henderson,2.0,36.0,41.0,1.0,41.0,6.833333333333333,36.0
T Thushara,2.0,50.0,61.0,3.0,20.333333333333332,7.319999999999999,16.666666666666668
TL Suman,5.0,91.0,108.0,6.0,18.0,7.120879120879121,15.166666666666666
TM Dilshan,8.0,96.0,99.0,0.0,0.0,6.1875,0.0
V Kohli,3.0,39.0,46.0,0.0,0.0,7.076923076923077,0.0
V Sehwag,1.0,7.0,25.0,0.0,0.0,21.428571428571427,0.0
VRV Singh,4.0,54.0,83.0,1.0,83.0,9.222222222222221,54.0
VS Malik,5.0,74.0,100.0,2.0,50.0,8.108108108108107,37.0
VY Mahesh,1.0,13.0,25.0,1.0,25.0,11.53846153846154,13.0
WA Mota,5.0,55.0,62.0,3.0,20.666666666666668,6.763636363636364,18.333333333333332
WPUJC Vaas,2.0,52.0,71.0,5.0,14.2,8.192307692307693,10.4
Y Nagar,1.0,13.0,20.0,2.0,10.0,9.230769230769232,6.5
Y Venugopal Rao,6.0,92.0,123.0,4.0,30.75,8.021739130434783,23.0
YA Abdulla,9.0,180.0,244.0,14.0,17.428571428571427,8.133333333333333,12.857142857142858
YK Pathan,11.0,221.0,248.0,7.0,35.42857142857143,6.733031674208144,31.571428571428573
Yuvraj Singh,9.0,121.0,142.0,6.0,23.666666666666668,7.041322314049586,20.166666666666668
Z Khan,6.0,132.0,144.0,7.0,20.571428571428573,6.545454545454546,18.857142857142858
